Perioden,Vtype,Waarde,Onderwerp
2014,Openzeilboot,1.028,Pleziervaart
2014,Openzeilboot,15.866,Pleziervaart
2014,Openzeilboot,4.562,Pleziervaart
2014,Openzeilboot,1.028,Pleziervaart
2014,Openzeilboot,15.866,Pleziervaart
2014,Openzeilboot,4.562,Pleziervaart
2014,Openzeilboot,1.028,Pleziervaart
2014,Openzeilboot,15.866,Pleziervaart
2014,Openzeilboot,4.562,Pleziervaart
2014,Openzeilboot,1.028,Pleziervaart
2014,Openzeilboot,15.866,Pleziervaart
2014,Openzeilboot,4.562,Pleziervaart
