Perioden,Vtype,Waarde,Onderwerp
2014,Kajuitmotorboot,38.429,Pleziervaart
2014,Kajuitmotorboot,20.159000000000002,Pleziervaart
2014,Kajuitmotorboot,745.0,Pleziervaart
2014,Kajuitmotorboot,38.429,Pleziervaart
2014,Kajuitmotorboot,20.159000000000002,Pleziervaart
2014,Kajuitmotorboot,745.0,Pleziervaart
2014,Kajuitmotorboot,38.429,Pleziervaart
2014,Kajuitmotorboot,20.159000000000002,Pleziervaart
2014,Kajuitmotorboot,745.0,Pleziervaart
