VlootboekType,Perioden,VlootboekCat,VlootboekNaam,Waarde,Vehiclelifetime,GTavg,kWavg,Flow,VlootboekType,EUtype,GT/LDT,VehicleAvgWeight,GTsum,LTsum,KWsum,VehicleWsum,Class
werkschip,2013,ZSV,Werk schip,,,,,stock,Zeesleepvaart,Service ships,1.6,,,,,,Seavessels
werkschip,2012,ZSV,Werk schip,,,,,stock,Zeesleepvaart,Service ships,1.6,,,,,,Seavessels
werkschip,2011,ZSV,Werk schip,28,18,603,1382,stock,Zeesleepvaart,Service ships,1.6,964800,16884,504,38696,27014400,Seavessels
werkschip,2011,ZSV,Werk schip,4,-,312,,in,Zeesleepvaart,Service ships,1.6,499600,1249,,,1998400,Seavessels
werkschip,2011,ZSV,Werk schip,3,-,462,,in,Zeesleepvaart,Service ships,1.6,739200,1386,,,2217600,Seavessels
werkschip,2010,ZSV,Werk schip,26,18,642,1169,stock,Zeesleepvaart,Service ships,1.6,1027200,16692,468,30394,26707200,Seavessels
werkschip,2010,ZSV,Werk schip,3,15,55,,stock,Zeesleepvaart,Service ships,1.6,88000,165,45,,264000,Seavessels
werkschip,2010,ZSV,Werk schip,4,-,218,,in,Zeesleepvaart,Service ships,1.6,349200,873,,,1396800,Seavessels
werkschip,2010,ZSV,Werk schip,2,-,155,,in,Zeesleepvaart,Service ships,1.6,248000,310,,,496000,Seavessels
werkschip,2009,ZSV,Werk schip,23,18,683,1147,stock,Zeesleepvaart,Service ships,1.6,1092800,15709,414,26381,25134400,Seavessels
werkschip,2009,ZSV,Werk schip,3,11,79,,stock,Zeesleepvaart,Service ships,1.6,126400,237,33,,379200,Seavessels
werkschip,2009,ZSV,Werk schip,2,-,172,,in,Zeesleepvaart,Service ships,1.6,274400,343,,,548800,Seavessels
werkschip,2009,ZSV,Werk schip,1,-,349,,in,Zeesleepvaart,Service ships,1.6,558400,349,,,558400,Seavessels
werkschip,2008,ZSV,Werk schip,23,17,725,1201,stock,Zeesleepvaart,Service ships,1.6,1160000,16675,391,27623,26680000,Seavessels
werkschip,2008,ZSV,Werk schip,6,12,83,,stock,Zeesleepvaart,Service ships,1.6,132800,498,72,,796800,Seavessels
werkschip,2008,ZSV,Werk schip,1,-,213,,in,Zeesleepvaart,Service ships,1.6,340800,213,,,340800,Seavessels
werkschip,2008,ZSV,Werk schip,7,-,0,,out,Zeesleepvaart,Service ships,1.6,,,,,,Seavessels
werkschip,2007,ZSV,Werk schip,25,-,-,,stock,Zeesleepvaart,Service ships,1.6,,,,,,Seavessels
werkschip,2007,WB,Werk schip,8,10,84,,stock,Waterbouw,Service ships,1.6,134400,672,80,,1075200,Seavessels
werkschip,2006,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,2005,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,2004,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,2003,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,2002,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,2001,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,2000,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,1999,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,1998,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,1997,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,1996,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkschip,1995,ZSV,Werk schip,,17,563,1026,stock,Zeesleepvaart,Service ships,1.6,900427,,,,0,Seavessels
werkponton,2019,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2018,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2017,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2016,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2015,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2014,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2013,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2012,ZSV,Werk ponton,,,,,stock,Zeesleepvaart,Bulk carrier,2.56,,,,,,Seavessels
werkponton,2011,ZSV,Werk ponton,48,8,2435,-,stock,Zeesleepvaart,Bulk carrier,2.56,6233600,116880,384,,299212800,Seavessels
werkponton,2011,ZSV,Werk ponton,9,-,2005,,in,Zeesleepvaart,Bulk carrier,2.56,5132516,18044,,,46192640,Seavessels
werkponton,2011,ZSV,Werk ponton,3,-,3271,,in,Zeesleepvaart,Bulk carrier,2.56,8373760,9813,,,25121280,Seavessels
werkponton,2010,ZSV,Werk ponton,42,9,2420,89,stock,Zeesleepvaart,Bulk carrier,2.56,6195200,101640,378,3738,260198400,Seavessels
