Perioden,Vtype,Waarde,Onderwerp
2014,Platbodem,4.559,Pleziervaart
2014,Platbodem,131.0,Pleziervaart
2014,Platbodem,426.0,Pleziervaart
2014,Platbodem,4.559,Pleziervaart
2014,Platbodem,131.0,Pleziervaart
2014,Platbodem,426.0,Pleziervaart
2014,Platbodem,4.559,Pleziervaart
2014,Platbodem,131.0,Pleziervaart
2014,Platbodem,426.0,Pleziervaart
