Age,Count
0,
1,100
2,
3,
4,17
5,25
6,
7,
8,50
9,
10,136
11,66
12,
13,
14,
15,6
16,
17,
18,
19,123
20,
21,
22,
23,177
24,
25,
31,81
32,11
32,144
33,
34,
35,
36,
36,43
37,
37,
38,
38,
39,
39,
40,
41,
42,90
