Age,Count
0,0
1,12618
2,12618
3,10408.5
4,10408.5
5,10569.5
6,10569.5
7,8325
8,8325
9,9356
10,9356
11,9356
12,3443.333333
13,3443.333333
14,3443.333333
15,2066
16,2066
17,2066
18,2066
19,2066
20,2066
