Age,Count
0,34
1,55
2,53
3,36
4,72
5,74
6,88
7,89
8,93
9,83
10,73
11,55
12,43
13,37
14,35
15,25
16,38
17,71
18,32
19,34
20,30
21,19
22,21
23,14
24,12
25,6
26,10
27,7
28,4
29,5
30,9
31,11
32,14
33,9
34,15
35,8
36,11
37,5
38,11
39,14
40,15
41,13
42,10
43,5
44,7
45,5
46,5
47,6
48,6
49,5
50,4
51,2
52,1
53,3
54,2
55,1
57,1
58,2
60,1
61,1
66,1
82,1
86,1
96,1
107,1
