"Perioden";"Onderwerp";"Eenheid";"Waarde"
"2003";"Ballonvaartuigen";"aantal";"435"
"2004";"Totale luchtvloot";"aantal";"2635"
"2004";"Totaal vleugelvliegtuigen";"aantal";"2121"
"2004";"||Totaal straalmotoren";"aantal";"223"
"2004";"||4-motorig";"aantal";"29"
"2004";"||3-motorig";"aantal";"20"
"2004";"||2-motorig";"aantal";"174"
"2004";"||1-motorig";"aantal";"0"
"2004";"|||Totaal schroefturbinemotoren";"aantal";"108"
"2004";"||4-motorig";"aantal";"0"
"2004";"||3-motorig";"aantal";"0"
"2004";"||2-motorig";"aantal";"88"
"2004";"||1-motorig";"aantal";"20"
"2004";"|||Totaal zuigermotoren";"aantal";"669"
"2004";"||4-motorig";"aantal";"0"
"2004";"||2-motorig";"aantal";"54"
"2004";"||1-motorig";"aantal";"615"
"2004";"|||Totaal Ultra Light's";"aantal";"393"
"2004";"||Very Light (VLA)";"aantal";"12"
"2004";"||Micro Light (MLA)";"aantal";"381"
"2004";"|||Totaal zweefvliegtuigen";"aantal";"728"
"2004";"||1-motorig";"aantal";"129"
"2004";"||Geen motor";"aantal";"599"
"2004";"||Totaal hefschroefvliegtuigen";"aantal";"76"
"2004";"2-motorig";"aantal";"25"
"2004";"1-motorig";"aantal";"51"
"2004";"Ballonvaartuigen";"aantal";"438"
"2005";"Totale luchtvloot";"aantal";"2621"
"2005";"Totaal vleugelvliegtuigen";"aantal";"2110"
"2005";"||Totaal straalmotoren";"aantal";"222"
"2005";"||4-motorig";"aantal";"29"
"2005";"||3-motorig";"aantal";"19"
"2005";"||2-motorig";"aantal";"174"
"2005";"||1-motorig";"aantal";"0"
"2005";"|||Totaal schroefturbinemotoren";"aantal";"83"
"2005";"||4-motorig";"aantal";"0"
"2005";"||3-motorig";"aantal";"0"
"2005";"||2-motorig";"aantal";"63"
"2005";"||1-motorig";"aantal";"20"
"2005";"|||Totaal zuigermotoren";"aantal";"680"
"2005";"||4-motorig";"aantal";"0"
"2005";"||2-motorig";"aantal";"54"
"2005";"||1-motorig";"aantal";"626"
"2005";"|||Totaal Ultra Light's";"aantal";"386"
"2005";"||Very Light (VLA)";"aantal";"12"
"2005";"||Micro Light (MLA)";"aantal";"374"
"2005";"|||Totaal zweefvliegtuigen";"aantal";"739"
"2005";"||1-motorig";"aantal";"139"
"2005";"||Geen motor";"aantal";"600"
"2005";"||Totaal hefschroefvliegtuigen";"aantal";"81"
"2005";"2-motorig";"aantal";"25"
"2005";"1-motorig";"aantal";"56"
"2005";"Ballonvaartuigen";"aantal";"430"
"2006";"Totale luchtvloot";"aantal";"2638"
"2006";"Totaal vleugelvliegtuigen";"aantal";"2115"
"2006";"||Totaal straalmotoren";"aantal";"226"
"2006";"||4-motorig";"aantal";"30"
"2006";"||3-motorig";"aantal";"19"
"2006";"||2-motorig";"aantal";"177"
"2006";"||1-motorig";"aantal";"0"
"2006";"|||Totaal schroefturbinemotoren";"aantal";"79"
"2006";"||4-motorig";"aantal";"0"
"2006";"||3-motorig";"aantal";"0"
"2006";"||2-motorig";"aantal";"59"
"2006";"||1-motorig";"aantal";"20"
"2006";"|||Totaal zuigermotoren";"aantal";"687"
"2006";"||4-motorig";"aantal";"0"
"2006";"||2-motorig";"aantal";"52"
"2006";"||1-motorig";"aantal";"635"
"2006";"|||Totaal Ultra Light's";"aantal";"385"
"2006";"||Very Light (VLA)";"aantal";"17"
"2006";"||Micro Light (MLA)";"aantal";"368"
"2006";"|||Totaal zweefvliegtuigen";"aantal";"738"
"2006";"||1-motorig";"aantal";"146"
"2006";"||Geen motor";"aantal";"592"
"2006";"||Totaal hefschroefvliegtuigen";"aantal";"85"
"2006";"2-motorig";"aantal";"27"
"2006";"1-motorig";"aantal";"58"
"2006";"Ballonvaartuigen";"aantal";"438"
"2007";"Totale luchtvloot";"aantal";"2679"
"2007";"Totaal vleugelvliegtuigen";"aantal";"2131"
"2007";"||Totaal straalmotoren";"aantal";"236"
"2007";"||4-motorig";"aantal";"30"
"2007";"||3-motorig";"aantal";"21"
"2007";"||2-motorig";"aantal";"185"
"2007";"||1-motorig";"aantal";"0"
"2007";"|||Totaal schroefturbinemotoren";"aantal";"81"
"2007";"||4-motorig";"aantal";"0"
"2007";"||3-motorig";"aantal";"0"
"2007";"||2-motorig";"aantal";"57"
"2007";"||1-motorig";"aantal";"24"
"2007";"|||Totaal zuigermotoren";"aantal";"697"
"2007";"||4-motorig";"aantal";"0"
"2007";"||2-motorig";"aantal";"52"
"2007";"||1-motorig";"aantal";"645"
"2007";"|||Totaal Ultra Light's";"aantal";"399"
"2007";"||Very Light (VLA)";"aantal";"18"
"2007";"||Micro Light (MLA)";"aantal";"381"
"2007";"|||Totaal zweefvliegtuigen";"aantal";"718"
"2007";"||1-motorig";"aantal";"143"
"2007";"||Geen motor";"aantal";"575"
"2007";"||Totaal hefschroefvliegtuigen";"aantal";"91"
"2007";"2-motorig";"aantal";"30"
"2007";"1-motorig";"aantal";"61"
"2007";"Ballonvaartuigen";"aantal";"457"
"2008";"Totale luchtvloot";"aantal";"2742"
"2008";"Totaal vleugelvliegtuigen";"aantal";"2189"
"2008";"||Totaal straalmotoren";"aantal";"239"
"2008";"||4-motorig";"aantal";"30"
"2008";"||3-motorig";"aantal";"22"
"2008";"||2-motorig";"aantal";"187"
"2008";"||1-motorig";"aantal";"0"
"2008";"|||Totaal schroefturbinemotoren";"aantal";"73"
"2008";"||4-motorig";"aantal";"0"
"2008";"||3-motorig";"aantal";"0"
"2008";"||2-motorig";"aantal";"51"
"2008";"||1-motorig";"aantal";"22"
"2008";"|||Totaal zuigermotoren";"aantal";"740"
"2008";"||4-motorig";"aantal";"0"
"2008";"||2-motorig";"aantal";"57"
"2008";"||1-motorig";"aantal";"683"
"2008";"|||Totaal Ultra Light's";"aantal";"432"
"2008";"||Very Light (VLA)";"aantal";"30"
"2008";"||Micro Light (MLA)";"aantal";"402"
"2008";"|||Totaal zweefvliegtuigen";"aantal";"705"
"2008";"||1-motorig";"aantal";"151"
"2008";"||Geen motor";"aantal";"554"
"2008";"||Totaal hefschroefvliegtuigen";"aantal";"93"
"2008";"2-motorig";"aantal";"30"
"2008";"1-motorig";"aantal";"63"
"2008";"Ballonvaartuigen";"aantal";"460"
"2009";"Totale luchtvloot";"aantal";"2796"
"2009";"Totaal vleugelvliegtuigen";"aantal";"2233"
"2009";"||Totaal straalmotoren";"aantal";"256"
"2009";"||4-motorig";"aantal";"30"
"2009";"||3-motorig";"aantal";"22"
"2009";"||2-motorig";"aantal";"204"
"2009";"||1-motorig";"aantal";"0"
"2009";"|||Totaal schroefturbinemotoren";"aantal";"77"
"2009";"||4-motorig";"aantal";"0"
"2009";"||3-motorig";"aantal";"0"
"2009";"||2-motorig";"aantal";"51"
"2009";"||1-motorig";"aantal";"26"
"2009";"|||Totaal zuigermotoren";"aantal";"755"
"2009";"||4-motorig";"aantal";"0"
"2009";"||2-motorig";"aantal";"58"
"2009";"||1-motorig";"aantal";"697"
"2009";"|||Totaal Ultra Light's";"aantal";"442"
"2009";"||Very Light (VLA)";"aantal";"29"
"2009";"||Micro Light (MLA)";"aantal";"413"
"2009";"|||Totaal zweefvliegtuigen";"aantal";"703"
"2009";"||1-motorig";"aantal";"153"
"2009";"||Geen motor";"aantal";"550"
"2009";"||Totaal hefschroefvliegtuigen";"aantal";"94"
"2009";"2-motorig";"aantal";"38"
"2009";"1-motorig";"aantal";"56"
"2009";"Ballonvaartuigen";"aantal";"469"
"2010";"Totale luchtvloot";"aantal";"2785"
"2010";"Totaal vleugelvliegtuigen";"aantal";"2226"
"2010";"||Totaal straalmotoren";"aantal";"251"
"2010";"||4-motorig";"aantal";"28"
"2010";"||3-motorig";"aantal";"22"
"2010";"||2-motorig";"aantal";"201"
"2010";"||1-motorig";"aantal";"0"
"2010";"|||Totaal schroefturbinemotoren";"aantal";"67"
"2010";"||4-motorig";"aantal";"0"
"2010";"||3-motorig";"aantal";"0"
"2010";"||2-motorig";"aantal";"41"
"2010";"||1-motorig";"aantal";"26"
"2010";"|||Totaal zuigermotoren";"aantal";"744"
"2010";"||4-motorig";"aantal";"0"
"2010";"||2-motorig";"aantal";"60"
"2010";"||1-motorig";"aantal";"684"
"2010";"|||Totaal Ultra Light's";"aantal";"466"
"2010";"||Very Light (VLA)";"aantal";"28"
"2010";"||Micro Light (MLA)";"aantal";"438"
"2010";"|||Totaal zweefvliegtuigen";"aantal";"698"
"2010";"||1-motorig";"aantal";"151"
"2010";"||Geen motor";"aantal";"547"
"2010";"||Totaal hefschroefvliegtuigen";"aantal";"96"
"2010";"2-motorig";"aantal";"41"
"2010";"1-motorig";"aantal";"55"
"2010";"Ballonvaartuigen";"aantal";"463"
"2011";"Totale luchtvloot";"aantal";"2779"
"2011";"Totaal vleugelvliegtuigen";"aantal";"2226"
"2011";"||Totaal straalmotoren";"aantal";"256"
"2011";"||4-motorig";"aantal";"28"
"2011";"||3-motorig";"aantal";"22"
"2011";"||2-motorig";"aantal";"206"
"2011";"||1-motorig";"aantal";"0"
"2011";"|||Totaal schroefturbinemotoren";"aantal";"53"
"2011";"||4-motorig";"aantal";"0"
"2011";"||3-motorig";"aantal";"0"
"2011";"||2-motorig";"aantal";"28"
"2011";"||1-motorig";"aantal";"25"
"2011";"|||Totaal zuigermotoren";"aantal";"737"
"2011";"||4-motorig";"aantal";"0"
"2011";"||2-motorig";"aantal";"56"
"2011";"||1-motorig";"aantal";"681"
"2011";"|||Totaal Ultra Light's";"aantal";"502"
"2011";"||Very Light (VLA)";"aantal";"31"
"2011";"||Micro Light (MLA)";"aantal";"471"
"2011";"|||Totaal zweefvliegtuigen";"aantal";"678"
"2011";"||1-motorig";"aantal";"145"
"2011";"||Geen motor";"aantal";"533"
"2011";"||Totaal hefschroefvliegtuigen";"aantal";"91"
"2011";"2-motorig";"aantal";"37"
"2011";"1-motorig";"aantal";"54"
"2011";"Ballonvaartuigen";"aantal";"462"
"2012";"Totale luchtvloot";"aantal";"2772"
"2012";"Totaal vleugelvliegtuigen";"aantal";"2216"
"2012";"||Totaal straalmotoren";"aantal";"251"
"2012";"||4-motorig";"aantal";"27"
"2012";"||3-motorig";"aantal";"19"
"2012";"||2-motorig";"aantal";"205"
"2012";"||1-motorig";"aantal";"0"
"2012";"|||Totaal schroefturbinemotoren";"aantal";"52"
"2012";"||4-motorig";"aantal";"0"
"2012";"||3-motorig";"aantal";"0"
"2012";"||2-motorig";"aantal";"30"
"2012";"||1-motorig";"aantal";"22"
"2012";"|||Totaal zuigermotoren";"aantal";"720"
"2012";"||4-motorig";"aantal";"0"
"2012";"||2-motorig";"aantal";"53"
"2012";"||1-motorig";"aantal";"667"
"2012";"|||Totaal Ultra Light's";"aantal";"525"
"2012";"||Very Light (VLA)";"aantal";"34"
"2012";"||Micro Light (MLA)";"aantal";"491"
"2012";"|||Totaal zweefvliegtuigen";"aantal";"668"
"2012";"||1-motorig";"aantal";"150"
"2012";"||Geen motor";"aantal";"518"
"2012";"||Totaal hefschroefvliegtuigen";"aantal";"92"
"2012";"2-motorig";"aantal";"37"
"2012";"1-motorig";"aantal";"55"
"2012";"Ballonvaartuigen";"aantal";"464"
"2013";"Totale luchtvloot";"aantal";"2729"
"2013";"Totaal vleugelvliegtuigen";"aantal";"2194"
"2013";"||Totaal straalmotoren";"aantal";"255"
"2013";"||4-motorig";"aantal";"29"
"2013";"||3-motorig";"aantal";"15"
"2013";"||2-motorig";"aantal";"211"
"2013";"||1-motorig";"aantal";"0"
"2013";"|||Totaal schroefturbinemotoren";"aantal";"47"
"2013";"||4-motorig";"aantal";"0"
"2013";"||3-motorig";"aantal";"0"
"2013";"||2-motorig";"aantal";"29"
"2013";"||1-motorig";"aantal";"18"
"2013";"|||Totaal zuigermotoren";"aantal";"707"
"2013";"||4-motorig";"aantal";"0"
"2013";"||2-motorig";"aantal";"51"
"2013";"||1-motorig";"aantal";"656"
"2013";"|||Totaal Ultra Light's";"aantal";"533"
"2013";"||Very Light (VLA)";"aantal";"26"
"2013";"||Micro Light (MLA)";"aantal";"507"
"2013";"|||Totaal zweefvliegtuigen";"aantal";"652"
"2013";"||1-motorig";"aantal";"147"
"2013";"||Geen motor";"aantal";"505"
"2013";"||Totaal hefschroefvliegtuigen";"aantal";"87"
"2013";"2-motorig";"aantal";"39"
"2013";"1-motorig";"aantal";"48"
"2013";"Ballonvaartuigen";"aantal";"448"
"2014";"Totale luchtvloot";"aantal";"2678"
"2014";"Totaal vleugelvliegtuigen";"aantal";"2169"
"2014";"||Totaal straalmotoren";"aantal";"256"
"2014";"||4-motorig";"aantal";"29"
"2014";"||3-motorig";"aantal";"12"
"2014";"||2-motorig";"aantal";"215"
"2014";"||1-motorig";"aantal";"0"
"2014";"|||Totaal schroefturbinemotoren";"aantal";"42"
"2014";"||4-motorig";"aantal";"0"
"2014";"||3-motorig";"aantal";"0"
"2014";"||2-motorig";"aantal";"23"
"2014";"||1-motorig";"aantal";"19"
"2014";"|||Totaal zuigermotoren";"aantal";"684"
"2014";"||4-motorig";"aantal";"0"
"2014";"||2-motorig";"aantal";"48"
"2014";"||1-motorig";"aantal";"636"
"2014";"|||Totaal Ultra Light's";"aantal";"543"
"2014";"||Very Light (VLA)";"aantal";"28"
"2014";"||Micro Light (MLA)";"aantal";"515"
"2014";"|||Totaal zweefvliegtuigen";"aantal";"644"
"2014";"||1-motorig";"aantal";"151"
"2014";"||Geen motor";"aantal";"493"
"2014";"||Totaal hefschroefvliegtuigen";"aantal";"77"
"2014";"2-motorig";"aantal";"34"
"2014";"1-motorig";"aantal";"43"
"2014";"Ballonvaartuigen";"aantal";"432"
"2015";"Totale luchtvloot";"aantal";"2648"
"2015";"Totaal vleugelvliegtuigen";"aantal";"2152"
"2015";"||Totaal straalmotoren";"aantal";"252"
"2015";"||4-motorig";"aantal";"28"
"2015";"||3-motorig";"aantal";"9"
"2015";"||2-motorig";"aantal";"215"
"2015";"||1-motorig";"aantal";"0"
"2015";"|||Totaal schroefturbinemotoren";"aantal";"37"
"2015";"||4-motorig";"aantal";"0"
"2015";"||3-motorig";"aantal";"0"
"2015";"||2-motorig";"aantal";"19"
"2015";"||1-motorig";"aantal";"18"
"2015";"|||Totaal zuigermotoren";"aantal";"661"
"2015";"||4-motorig";"aantal";"0"
"2015";"||2-motorig";"aantal";"45"
"2015";"||1-motorig";"aantal";"616"
"2015";"|||Totaal Ultra Light's";"aantal";"559"
"2015";"||Very Light (VLA)";"aantal";"30"
"2015";"||Micro Light (MLA)";"aantal";"529"
"2015";"|||Totaal zweefvliegtuigen";"aantal";"643"
"2015";"||1-motorig";"aantal";"151"
"2015";"||Geen motor";"aantal";"492"
"2015";"||Totaal hefschroefvliegtuigen";"aantal";"80"
"2015";"2-motorig";"aantal";"34"
"2015";"1-motorig";"aantal";"46"
"2015";"Ballonvaartuigen";"aantal";"416"
"2016";"Totale luchtvloot";"aantal";"2665"
"2016";"Totaal vleugelvliegtuigen";"aantal";"2160"
"2016";"||Totaal straalmotoren";"aantal";"250"
"2016";"||4-motorig";"aantal";"26"
"2016";"||3-motorig";"aantal";"5"
"2016";"||2-motorig";"aantal";"219"
"2016";"||1-motorig";"aantal";"0"
"2016";"|||Totaal schroefturbinemotoren";"aantal";"39"
"2016";"||4-motorig";"aantal";"0"
"2016";"||3-motorig";"aantal";"0"
"2016";"||2-motorig";"aantal";"23"
"2016";"||1-motorig";"aantal";"16"
"2016";"|||Totaal zuigermotoren";"aantal";"658"
"2016";"||4-motorig";"aantal";"0"
"2016";"||2-motorig";"aantal";"43"
"2016";"||1-motorig";"aantal";"615"
"2016";"|||Totaal Ultra Light's";"aantal";"567"
"2016";"||Very Light (VLA)";"aantal";"29"
"2016";"||Micro Light (MLA)";"aantal";"538"
"2016";"|||Totaal zweefvliegtuigen";"aantal";"646"
"2016";"||1-motorig";"aantal";"154"
"2016";"||Geen motor";"aantal";"492"
"2016";"||Totaal hefschroefvliegtuigen";"aantal";"78"
"2016";"2-motorig";"aantal";"33"
"2016";"1-motorig";"aantal";"45"
"2016";"Ballonvaartuigen";"aantal";"427"
"2017";"Totale luchtvloot";"aantal";"2656"
"2017";"Totaal vleugelvliegtuigen";"aantal";"2160"
"2017";"||Totaal straalmotoren";"aantal";"261"
"2017";"||4-motorig";"aantal";"21"
"2017";"||3-motorig";"aantal";"5"
"2017";"||2-motorig";"aantal";"235"
"2017";"||1-motorig";"aantal";"0"
"2017";"|||Totaal schroefturbinemotoren";"aantal";"36"
"2017";"||4-motorig";"aantal";"0"
"2017";"||3-motorig";"aantal";"0"
"2017";"||2-motorig";"aantal";"18"
"2017";"||1-motorig";"aantal";"18"
"2017";"|||Totaal zuigermotoren";"aantal";"653"
"2017";"||4-motorig";"aantal";"0"
"2017";"||2-motorig";"aantal";"40"
"2017";"||1-motorig";"aantal";"613"
"2017";"|||Totaal Ultra Light's";"aantal";"572"
"2017";"||Very Light (VLA)";"aantal";"31"
"2017";"||Micro Light (MLA)";"aantal";"541"
"2017";"|||Totaal zweefvliegtuigen";"aantal";"638"
"2017";"||1-motorig";"aantal";"150"
"2017";"||Geen motor";"aantal";"488"
"2017";"||Totaal hefschroefvliegtuigen";"aantal";"80"
"2017";"2-motorig";"aantal";"34"
"2017";"1-motorig";"aantal";"46"
"2017";"Ballonvaartuigen";"aantal";"416"
"2018";"Totale luchtvloot";"aantal";"2637"
"2018";"Totaal vleugelvliegtuigen";"aantal";"2132"
"2018";"||Totaal straalmotoren";"aantal";"257"
"2018";"||4-motorig";"aantal";"16"
"2018";"||3-motorig";"aantal";"5"
"2018";"||2-motorig";"aantal";"236"
"2018";"||1-motorig";"aantal";"0"
"2018";"|||Totaal schroefturbinemotoren";"aantal";"41"
"2018";"||4-motorig";"aantal";"0"
"2018";"||3-motorig";"aantal";"0"
"2018";"||2-motorig";"aantal";"22"
"2018";"||1-motorig";"aantal";"19"
"2018";"|||Totaal zuigermotoren";"aantal";"648"
"2018";"||4-motorig";"aantal";"0"
"2018";"||2-motorig";"aantal";"43"
"2018";"||1-motorig";"aantal";"605"
"2018";"|||Totaal Ultra Light's";"aantal";"566"
"2018";"||Very Light (VLA)";"aantal";"35"
"2018";"||Micro Light (MLA)";"aantal";"531"
"2018";"|||Totaal zweefvliegtuigen";"aantal";"620"
"2018";"||1-motorig";"aantal";"146"
"2018";"||Geen motor";"aantal";"474"
"2018";"||Totaal hefschroefvliegtuigen";"aantal";"78"
"2018";"2-motorig";"aantal";"35"
"2018";"1-motorig";"aantal";"43"
"2018";"Ballonvaartuigen";"aantal";"427"
