"Perioden";"Onderwerp";"Bouwjaren";"";""
"2000";"||Totaal motorfietsen";"Totaal alle bouwjaren";"aantal";"413985"
"2000";"||Totaal motorfietsen";"Bouwjaren tot 1910";"aantal";"43"
"2000";"||Totaal motorfietsen";"Bouwjaren 1910 tot 1920";"aantal";"129"
"2000";"||Totaal motorfietsen";"Bouwjaren 1920 tot 1930";"aantal";"528"
"2000";"||Totaal motorfietsen";"Bouwjaren 1930 tot 1940";"aantal";"1352"
"2000";"||Totaal motorfietsen";"Bouwjaren 1940 tot 1950";"aantal";"2493"
"2000";"||Totaal motorfietsen";"Bouwjaren 1950 tot 1960";"aantal";"7373"
"2000";"||Totaal motorfietsen";"Bouwjaren 1960 tot 1970";"aantal";"7566"
"2000";"||Totaal motorfietsen";"Bouwjaren 1970 tot 1980";"aantal";"53424"
"2000";"||Totaal motorfietsen";"Bouwjaren 1980 tot 1990";"aantal";"165943"
"2000";"||Totaal motorfietsen";"Bouwjaren 1990 tot 2000";"aantal";"175134"
"2000";"||Totaal motorfietsen";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"||Totaal motorfietsen";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"-     50 cc";"Totaal alle bouwjaren";"aantal";"797"
"2000";"-     50 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"-     50 cc";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2000";"-     50 cc";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2000";"-     50 cc";"Bouwjaren 1930 tot 1940";"aantal";"0"
"2000";"-     50 cc";"Bouwjaren 1940 tot 1950";"aantal";"0"
"2000";"-     50 cc";"Bouwjaren 1950 tot 1960";"aantal";"13"
"2000";"-     50 cc";"Bouwjaren 1960 tot 1970";"aantal";"232"
"2000";"-     50 cc";"Bouwjaren 1970 tot 1980";"aantal";"444"
"2000";"-     50 cc";"Bouwjaren 1980 tot 1990";"aantal";"80"
"2000";"-     50 cc";"Bouwjaren 1990 tot 2000";"aantal";"28"
"2000";"-     50 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"-     50 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"51   -   125 cc";"Totaal alle bouwjaren";"aantal";"5709"
"2000";"51   -   125 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"51   -   125 cc";"Bouwjaren 1910 tot 1920";"aantal";"2"
"2000";"51   -   125 cc";"Bouwjaren 1920 tot 1930";"aantal";"6"
"2000";"51   -   125 cc";"Bouwjaren 1930 tot 1940";"aantal";"270"
"2000";"51   -   125 cc";"Bouwjaren 1940 tot 1950";"aantal";"94"
"2000";"51   -   125 cc";"Bouwjaren 1950 tot 1960";"aantal";"508"
"2000";"51   -   125 cc";"Bouwjaren 1960 tot 1970";"aantal";"430"
"2000";"51   -   125 cc";"Bouwjaren 1970 tot 1980";"aantal";"1170"
"2000";"51   -   125 cc";"Bouwjaren 1980 tot 1990";"aantal";"1669"
"2000";"51   -   125 cc";"Bouwjaren 1990 tot 2000";"aantal";"1560"
"2000";"51   -   125 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"51   -   125 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"126  -  175 cc";"Totaal alle bouwjaren";"aantal";"3801"
"2000";"126  -  175 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"126  -  175 cc";"Bouwjaren 1910 tot 1920";"aantal";"3"
"2000";"126  -  175 cc";"Bouwjaren 1920 tot 1930";"aantal";"43"
"2000";"126  -  175 cc";"Bouwjaren 1930 tot 1940";"aantal";"18"
"2000";"126  -  175 cc";"Bouwjaren 1940 tot 1950";"aantal";"5"
"2000";"126  -  175 cc";"Bouwjaren 1950 tot 1960";"aantal";"714"
"2000";"126  -  175 cc";"Bouwjaren 1960 tot 1970";"aantal";"1883"
"2000";"126  -  175 cc";"Bouwjaren 1970 tot 1980";"aantal";"575"
"2000";"126  -  175 cc";"Bouwjaren 1980 tot 1990";"aantal";"415"
"2000";"126  -  175 cc";"Bouwjaren 1990 tot 2000";"aantal";"145"
"2000";"126  -  175 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"126  -  175 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"176  -  250 cc";"Totaal alle bouwjaren";"aantal";"20628"
"2000";"176  -  250 cc";"Bouwjaren tot 1910";"aantal";"10"
"2000";"176  -  250 cc";"Bouwjaren 1910 tot 1920";"aantal";"15"
"2000";"176  -  250 cc";"Bouwjaren 1920 tot 1930";"aantal";"57"
"2000";"176  -  250 cc";"Bouwjaren 1930 tot 1940";"aantal";"197"
"2000";"176  -  250 cc";"Bouwjaren 1940 tot 1950";"aantal";"78"
"2000";"176  -  250 cc";"Bouwjaren 1950 tot 1960";"aantal";"2209"
"2000";"176  -  250 cc";"Bouwjaren 1960 tot 1970";"aantal";"1079"
"2000";"176  -  250 cc";"Bouwjaren 1970 tot 1980";"aantal";"2785"
"2000";"176  -  250 cc";"Bouwjaren 1980 tot 1990";"aantal";"7253"
"2000";"176  -  250 cc";"Bouwjaren 1990 tot 2000";"aantal";"6945"
"2000";"176  -  250 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"176  -  250 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"251  -  375 cc";"Totaal alle bouwjaren";"aantal";"11118"
"2000";"251  -  375 cc";"Bouwjaren tot 1910";"aantal";"16"
"2000";"251  -  375 cc";"Bouwjaren 1910 tot 1920";"aantal";"19"
"2000";"251  -  375 cc";"Bouwjaren 1920 tot 1930";"aantal";"151"
"2000";"251  -  375 cc";"Bouwjaren 1930 tot 1940";"aantal";"216"
"2000";"251  -  375 cc";"Bouwjaren 1940 tot 1950";"aantal";"271"
"2000";"251  -  375 cc";"Bouwjaren 1950 tot 1960";"aantal";"1087"
"2000";"251  -  375 cc";"Bouwjaren 1960 tot 1970";"aantal";"903"
"2000";"251  -  375 cc";"Bouwjaren 1970 tot 1980";"aantal";"3638"
"2000";"251  -  375 cc";"Bouwjaren 1980 tot 1990";"aantal";"2750"
"2000";"251  -  375 cc";"Bouwjaren 1990 tot 2000";"aantal";"2067"
"2000";"251  -  375 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"251  -  375 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"376  -  500 cc";"Totaal alle bouwjaren";"aantal";"58744"
"2000";"376  -  500 cc";"Bouwjaren tot 1910";"aantal";"10"
"2000";"376  -  500 cc";"Bouwjaren 1910 tot 1920";"aantal";"41"
"2000";"376  -  500 cc";"Bouwjaren 1920 tot 1930";"aantal";"106"
"2000";"376  -  500 cc";"Bouwjaren 1930 tot 1940";"aantal";"274"
"2000";"376  -  500 cc";"Bouwjaren 1940 tot 1950";"aantal";"343"
"2000";"376  -  500 cc";"Bouwjaren 1950 tot 1960";"aantal";"1547"
"2000";"376  -  500 cc";"Bouwjaren 1960 tot 1970";"aantal";"1136"
"2000";"376  -  500 cc";"Bouwjaren 1970 tot 1980";"aantal";"9428"
"2000";"376  -  500 cc";"Bouwjaren 1980 tot 1990";"aantal";"33471"
"2000";"376  -  500 cc";"Bouwjaren 1990 tot 2000";"aantal";"12388"
"2000";"376  -  500 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"376  -  500 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"501  -  625 cc";"Totaal alle bouwjaren";"aantal";"67349"
"2000";"501  -  625 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"501  -  625 cc";"Bouwjaren 1910 tot 1920";"aantal";"17"
"2000";"501  -  625 cc";"Bouwjaren 1920 tot 1930";"aantal";"58"
"2000";"501  -  625 cc";"Bouwjaren 1930 tot 1940";"aantal";"78"
"2000";"501  -  625 cc";"Bouwjaren 1940 tot 1950";"aantal";"31"
"2000";"501  -  625 cc";"Bouwjaren 1950 tot 1960";"aantal";"402"
"2000";"501  -  625 cc";"Bouwjaren 1960 tot 1970";"aantal";"596"
"2000";"501  -  625 cc";"Bouwjaren 1970 tot 1980";"aantal";"5416"
"2000";"501  -  625 cc";"Bouwjaren 1980 tot 1990";"aantal";"17262"
"2000";"501  -  625 cc";"Bouwjaren 1990 tot 2000";"aantal";"43489"
"2000";"501  -  625 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"501  -  625 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"626  -  750 cc";"Totaal alle bouwjaren";"aantal";"111542"
"2000";"626  -  750 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"626  -  750 cc";"Bouwjaren 1910 tot 1920";"aantal";"8"
"2000";"626  -  750 cc";"Bouwjaren 1920 tot 1930";"aantal";"26"
"2000";"626  -  750 cc";"Bouwjaren 1930 tot 1940";"aantal";"199"
"2000";"626  -  750 cc";"Bouwjaren 1940 tot 1950";"aantal";"1382"
"2000";"626  -  750 cc";"Bouwjaren 1950 tot 1960";"aantal";"498"
"2000";"626  -  750 cc";"Bouwjaren 1960 tot 1970";"aantal";"831"
"2000";"626  -  750 cc";"Bouwjaren 1970 tot 1980";"aantal";"16208"
"2000";"626  -  750 cc";"Bouwjaren 1980 tot 1990";"aantal";"56234"
"2000";"626  -  750 cc";"Bouwjaren 1990 tot 2000";"aantal";"36156"
"2000";"626  -  750 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"626  -  750 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"751  -  875 cc";"Totaal alle bouwjaren";"aantal";"19693"
"2000";"751  -  875 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"751  -  875 cc";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2000";"751  -  875 cc";"Bouwjaren 1920 tot 1930";"aantal";"8"
"2000";"751  -  875 cc";"Bouwjaren 1930 tot 1940";"aantal";"3"
"2000";"751  -  875 cc";"Bouwjaren 1940 tot 1950";"aantal";"9"
"2000";"751  -  875 cc";"Bouwjaren 1950 tot 1960";"aantal";"5"
"2000";"751  -  875 cc";"Bouwjaren 1960 tot 1970";"aantal";"15"
"2000";"751  -  875 cc";"Bouwjaren 1970 tot 1980";"aantal";"2848"
"2000";"751  -  875 cc";"Bouwjaren 1980 tot 1990";"aantal";"5761"
"2000";"751  -  875 cc";"Bouwjaren 1990 tot 2000";"aantal";"11043"
"2000";"751  -  875 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"751  -  875 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"876  - 1000 cc";"Totaal alle bouwjaren";"aantal";"45989"
"2000";"876  - 1000 cc";"Bouwjaren tot 1910";"aantal";"2"
"2000";"876  - 1000 cc";"Bouwjaren 1910 tot 1920";"aantal";"21"
"2000";"876  - 1000 cc";"Bouwjaren 1920 tot 1930";"aantal";"42"
"2000";"876  - 1000 cc";"Bouwjaren 1930 tot 1940";"aantal";"23"
"2000";"876  - 1000 cc";"Bouwjaren 1940 tot 1950";"aantal";"40"
"2000";"876  - 1000 cc";"Bouwjaren 1950 tot 1960";"aantal";"90"
"2000";"876  - 1000 cc";"Bouwjaren 1960 tot 1970";"aantal";"61"
"2000";"876  - 1000 cc";"Bouwjaren 1970 tot 1980";"aantal";"6496"
"2000";"876  - 1000 cc";"Bouwjaren 1980 tot 1990";"aantal";"17100"
"2000";"876  - 1000 cc";"Bouwjaren 1990 tot 2000";"aantal";"22114"
"2000";"876  - 1000 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"876  - 1000 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"1001 - 1125 cc";"Totaal alle bouwjaren";"aantal";"32445"
"2000";"1001 - 1125 cc";"Bouwjaren tot 1910";"aantal";"0"
"2000";"1001 - 1125 cc";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2000";"1001 - 1125 cc";"Bouwjaren 1920 tot 1930";"aantal";"2"
"2000";"1001 - 1125 cc";"Bouwjaren 1930 tot 1940";"aantal";"2"
"2000";"1001 - 1125 cc";"Bouwjaren 1940 tot 1950";"aantal";"1"
"2000";"1001 - 1125 cc";"Bouwjaren 1950 tot 1960";"aantal";"1"
"2000";"1001 - 1125 cc";"Bouwjaren 1960 tot 1970";"aantal";"0"
"2000";"1001 - 1125 cc";"Bouwjaren 1970 tot 1980";"aantal";"1508"
"2000";"1001 - 1125 cc";"Bouwjaren 1980 tot 1990";"aantal";"11935"
"2000";"1001 - 1125 cc";"Bouwjaren 1990 tot 2000";"aantal";"18995"
"2000";"1001 - 1125 cc";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"1001 - 1125 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"1126 cc en meer";"Totaal alle bouwjaren";"aantal";"36123"
"2000";"1126 cc en meer";"Bouwjaren tot 1910";"aantal";"5"
"2000";"1126 cc en meer";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2000";"1126 cc en meer";"Bouwjaren 1920 tot 1930";"aantal";"29"
"2000";"1126 cc en meer";"Bouwjaren 1930 tot 1940";"aantal";"72"
"2000";"1126 cc en meer";"Bouwjaren 1940 tot 1950";"aantal";"239"
"2000";"1126 cc en meer";"Bouwjaren 1950 tot 1960";"aantal";"288"
"2000";"1126 cc en meer";"Bouwjaren 1960 tot 1970";"aantal";"393"
"2000";"1126 cc en meer";"Bouwjaren 1970 tot 1980";"aantal";"2888"
"2000";"1126 cc en meer";"Bouwjaren 1980 tot 1990";"aantal";"12011"
"2000";"1126 cc en meer";"Bouwjaren 1990 tot 2000";"aantal";"20197"
"2000";"1126 cc en meer";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"1126 cc en meer";"Bouwjaren vanaf 2010";"aantal";"0"
"2000";"Overig of Onbekend";"Totaal alle bouwjaren";"aantal";"47"
"2000";"Overig of Onbekend";"Bouwjaren tot 1910";"aantal";"0"
"2000";"Overig of Onbekend";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2000";"Overig of Onbekend";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2000";"Overig of Onbekend";"Bouwjaren 1930 tot 1940";"aantal";"0"
"2000";"Overig of Onbekend";"Bouwjaren 1940 tot 1950";"aantal";"0"
"2000";"Overig of Onbekend";"Bouwjaren 1950 tot 1960";"aantal";"11"
"2000";"Overig of Onbekend";"Bouwjaren 1960 tot 1970";"aantal";"7"
"2000";"Overig of Onbekend";"Bouwjaren 1970 tot 1980";"aantal";"20"
"2000";"Overig of Onbekend";"Bouwjaren 1980 tot 1990";"aantal";"2"
"2000";"Overig of Onbekend";"Bouwjaren 1990 tot 2000";"aantal";"7"
"2000";"Overig of Onbekend";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2000";"Overig of Onbekend";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"||Totaal motorfietsen";"Totaal alle bouwjaren";"aantal";"437778"
"2001";"||Totaal motorfietsen";"Bouwjaren tot 1910";"aantal";"44"
"2001";"||Totaal motorfietsen";"Bouwjaren 1910 tot 1920";"aantal";"142"
"2001";"||Totaal motorfietsen";"Bouwjaren 1920 tot 1930";"aantal";"560"
"2001";"||Totaal motorfietsen";"Bouwjaren 1930 tot 1940";"aantal";"1428"
"2001";"||Totaal motorfietsen";"Bouwjaren 1940 tot 1950";"aantal";"2584"
"2001";"||Totaal motorfietsen";"Bouwjaren 1950 tot 1960";"aantal";"7653"
"2001";"||Totaal motorfietsen";"Bouwjaren 1960 tot 1970";"aantal";"7825"
"2001";"||Totaal motorfietsen";"Bouwjaren 1970 tot 1980";"aantal";"52851"
"2001";"||Totaal motorfietsen";"Bouwjaren 1980 tot 1990";"aantal";"164992"
"2001";"||Totaal motorfietsen";"Bouwjaren 1990 tot 2000";"aantal";"181603"
"2001";"||Totaal motorfietsen";"Bouwjaren 2000 tot 2010";"aantal";"18096"
"2001";"||Totaal motorfietsen";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"-     50 cc";"Totaal alle bouwjaren";"aantal";"895"
"2001";"-     50 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"-     50 cc";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2001";"-     50 cc";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2001";"-     50 cc";"Bouwjaren 1930 tot 1940";"aantal";"0"
"2001";"-     50 cc";"Bouwjaren 1940 tot 1950";"aantal";"0"
"2001";"-     50 cc";"Bouwjaren 1950 tot 1960";"aantal";"14"
"2001";"-     50 cc";"Bouwjaren 1960 tot 1970";"aantal";"249"
"2001";"-     50 cc";"Bouwjaren 1970 tot 1980";"aantal";"501"
"2001";"-     50 cc";"Bouwjaren 1980 tot 1990";"aantal";"96"
"2001";"-     50 cc";"Bouwjaren 1990 tot 2000";"aantal";"32"
"2001";"-     50 cc";"Bouwjaren 2000 tot 2010";"aantal";"3"
"2001";"-     50 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"51   -   125 cc";"Totaal alle bouwjaren";"aantal";"6235"
"2001";"51   -   125 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"51   -   125 cc";"Bouwjaren 1910 tot 1920";"aantal";"2"
"2001";"51   -   125 cc";"Bouwjaren 1920 tot 1930";"aantal";"6"
"2001";"51   -   125 cc";"Bouwjaren 1930 tot 1940";"aantal";"294"
"2001";"51   -   125 cc";"Bouwjaren 1940 tot 1950";"aantal";"106"
"2001";"51   -   125 cc";"Bouwjaren 1950 tot 1960";"aantal";"558"
"2001";"51   -   125 cc";"Bouwjaren 1960 tot 1970";"aantal";"464"
"2001";"51   -   125 cc";"Bouwjaren 1970 tot 1980";"aantal";"1210"
"2001";"51   -   125 cc";"Bouwjaren 1980 tot 1990";"aantal";"1650"
"2001";"51   -   125 cc";"Bouwjaren 1990 tot 2000";"aantal";"1618"
"2001";"51   -   125 cc";"Bouwjaren 2000 tot 2010";"aantal";"327"
"2001";"51   -   125 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"126  -  175 cc";"Totaal alle bouwjaren";"aantal";"4001"
"2001";"126  -  175 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"126  -  175 cc";"Bouwjaren 1910 tot 1920";"aantal";"2"
"2001";"126  -  175 cc";"Bouwjaren 1920 tot 1930";"aantal";"44"
"2001";"126  -  175 cc";"Bouwjaren 1930 tot 1940";"aantal";"19"
"2001";"126  -  175 cc";"Bouwjaren 1940 tot 1950";"aantal";"6"
"2001";"126  -  175 cc";"Bouwjaren 1950 tot 1960";"aantal";"756"
"2001";"126  -  175 cc";"Bouwjaren 1960 tot 1970";"aantal";"1964"
"2001";"126  -  175 cc";"Bouwjaren 1970 tot 1980";"aantal";"587"
"2001";"126  -  175 cc";"Bouwjaren 1980 tot 1990";"aantal";"409"
"2001";"126  -  175 cc";"Bouwjaren 1990 tot 2000";"aantal";"148"
"2001";"126  -  175 cc";"Bouwjaren 2000 tot 2010";"aantal";"66"
"2001";"126  -  175 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"176  -  250 cc";"Totaal alle bouwjaren";"aantal";"20889"
"2001";"176  -  250 cc";"Bouwjaren tot 1910";"aantal";"9"
"2001";"176  -  250 cc";"Bouwjaren 1910 tot 1920";"aantal";"16"
"2001";"176  -  250 cc";"Bouwjaren 1920 tot 1930";"aantal";"58"
"2001";"176  -  250 cc";"Bouwjaren 1930 tot 1940";"aantal";"204"
"2001";"176  -  250 cc";"Bouwjaren 1940 tot 1950";"aantal";"88"
"2001";"176  -  250 cc";"Bouwjaren 1950 tot 1960";"aantal";"2297"
"2001";"176  -  250 cc";"Bouwjaren 1960 tot 1970";"aantal";"1115"
"2001";"176  -  250 cc";"Bouwjaren 1970 tot 1980";"aantal";"2740"
"2001";"176  -  250 cc";"Bouwjaren 1980 tot 1990";"aantal";"6991"
"2001";"176  -  250 cc";"Bouwjaren 1990 tot 2000";"aantal";"6869"
"2001";"176  -  250 cc";"Bouwjaren 2000 tot 2010";"aantal";"502"
"2001";"176  -  250 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"251  -  375 cc";"Totaal alle bouwjaren";"aantal";"11082"
"2001";"251  -  375 cc";"Bouwjaren tot 1910";"aantal";"16"
"2001";"251  -  375 cc";"Bouwjaren 1910 tot 1920";"aantal";"21"
"2001";"251  -  375 cc";"Bouwjaren 1920 tot 1930";"aantal";"157"
"2001";"251  -  375 cc";"Bouwjaren 1930 tot 1940";"aantal";"239"
"2001";"251  -  375 cc";"Bouwjaren 1940 tot 1950";"aantal";"280"
"2001";"251  -  375 cc";"Bouwjaren 1950 tot 1960";"aantal";"1117"
"2001";"251  -  375 cc";"Bouwjaren 1960 tot 1970";"aantal";"918"
"2001";"251  -  375 cc";"Bouwjaren 1970 tot 1980";"aantal";"3596"
"2001";"251  -  375 cc";"Bouwjaren 1980 tot 1990";"aantal";"2637"
"2001";"251  -  375 cc";"Bouwjaren 1990 tot 2000";"aantal";"2011"
"2001";"251  -  375 cc";"Bouwjaren 2000 tot 2010";"aantal";"90"
"2001";"251  -  375 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"376  -  500 cc";"Totaal alle bouwjaren";"aantal";"59283"
"2001";"376  -  500 cc";"Bouwjaren tot 1910";"aantal";"12"
"2001";"376  -  500 cc";"Bouwjaren 1910 tot 1920";"aantal";"47"
"2001";"376  -  500 cc";"Bouwjaren 1920 tot 1930";"aantal";"114"
"2001";"376  -  500 cc";"Bouwjaren 1930 tot 1940";"aantal";"289"
"2001";"376  -  500 cc";"Bouwjaren 1940 tot 1950";"aantal";"357"
"2001";"376  -  500 cc";"Bouwjaren 1950 tot 1960";"aantal";"1569"
"2001";"376  -  500 cc";"Bouwjaren 1960 tot 1970";"aantal";"1173"
"2001";"376  -  500 cc";"Bouwjaren 1970 tot 1980";"aantal";"9175"
"2001";"376  -  500 cc";"Bouwjaren 1980 tot 1990";"aantal";"33090"
"2001";"376  -  500 cc";"Bouwjaren 1990 tot 2000";"aantal";"12615"
"2001";"376  -  500 cc";"Bouwjaren 2000 tot 2010";"aantal";"842"
"2001";"376  -  500 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"501  -  625 cc";"Totaal alle bouwjaren";"aantal";"72672"
"2001";"501  -  625 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"501  -  625 cc";"Bouwjaren 1910 tot 1920";"aantal";"19"
"2001";"501  -  625 cc";"Bouwjaren 1920 tot 1930";"aantal";"65"
"2001";"501  -  625 cc";"Bouwjaren 1930 tot 1940";"aantal";"78"
"2001";"501  -  625 cc";"Bouwjaren 1940 tot 1950";"aantal";"30"
"2001";"501  -  625 cc";"Bouwjaren 1950 tot 1960";"aantal";"413"
"2001";"501  -  625 cc";"Bouwjaren 1960 tot 1970";"aantal";"610"
"2001";"501  -  625 cc";"Bouwjaren 1970 tot 1980";"aantal";"5300"
"2001";"501  -  625 cc";"Bouwjaren 1980 tot 1990";"aantal";"17146"
"2001";"501  -  625 cc";"Bouwjaren 1990 tot 2000";"aantal";"45049"
"2001";"501  -  625 cc";"Bouwjaren 2000 tot 2010";"aantal";"3962"
"2001";"501  -  625 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"626  -  750 cc";"Totaal alle bouwjaren";"aantal";"115829"
"2001";"626  -  750 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"626  -  750 cc";"Bouwjaren 1910 tot 1920";"aantal";"8"
"2001";"626  -  750 cc";"Bouwjaren 1920 tot 1930";"aantal";"29"
"2001";"626  -  750 cc";"Bouwjaren 1930 tot 1940";"aantal";"201"
"2001";"626  -  750 cc";"Bouwjaren 1940 tot 1950";"aantal";"1422"
"2001";"626  -  750 cc";"Bouwjaren 1950 tot 1960";"aantal";"528"
"2001";"626  -  750 cc";"Bouwjaren 1960 tot 1970";"aantal";"848"
"2001";"626  -  750 cc";"Bouwjaren 1970 tot 1980";"aantal";"15983"
"2001";"626  -  750 cc";"Bouwjaren 1980 tot 1990";"aantal";"56156"
"2001";"626  -  750 cc";"Bouwjaren 1990 tot 2000";"aantal";"37604"
"2001";"626  -  750 cc";"Bouwjaren 2000 tot 2010";"aantal";"3050"
"2001";"626  -  750 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"751  -  875 cc";"Totaal alle bouwjaren";"aantal";"21203"
"2001";"751  -  875 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"751  -  875 cc";"Bouwjaren 1910 tot 1920";"aantal";"2"
"2001";"751  -  875 cc";"Bouwjaren 1920 tot 1930";"aantal";"12"
"2001";"751  -  875 cc";"Bouwjaren 1930 tot 1940";"aantal";"3"
"2001";"751  -  875 cc";"Bouwjaren 1940 tot 1950";"aantal";"10"
"2001";"751  -  875 cc";"Bouwjaren 1950 tot 1960";"aantal";"5"
"2001";"751  -  875 cc";"Bouwjaren 1960 tot 1970";"aantal";"13"
"2001";"751  -  875 cc";"Bouwjaren 1970 tot 1980";"aantal";"2866"
"2001";"751  -  875 cc";"Bouwjaren 1980 tot 1990";"aantal";"5797"
"2001";"751  -  875 cc";"Bouwjaren 1990 tot 2000";"aantal";"11479"
"2001";"751  -  875 cc";"Bouwjaren 2000 tot 2010";"aantal";"1016"
"2001";"751  -  875 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"876  - 1000 cc";"Totaal alle bouwjaren";"aantal";"50204"
"2001";"876  - 1000 cc";"Bouwjaren tot 1910";"aantal";"2"
"2001";"876  - 1000 cc";"Bouwjaren 1910 tot 1920";"aantal";"23"
"2001";"876  - 1000 cc";"Bouwjaren 1920 tot 1930";"aantal";"43"
"2001";"876  - 1000 cc";"Bouwjaren 1930 tot 1940";"aantal";"21"
"2001";"876  - 1000 cc";"Bouwjaren 1940 tot 1950";"aantal";"41"
"2001";"876  - 1000 cc";"Bouwjaren 1950 tot 1960";"aantal";"91"
"2001";"876  - 1000 cc";"Bouwjaren 1960 tot 1970";"aantal";"63"
"2001";"876  - 1000 cc";"Bouwjaren 1970 tot 1980";"aantal";"6446"
"2001";"876  - 1000 cc";"Bouwjaren 1980 tot 1990";"aantal";"17120"
"2001";"876  - 1000 cc";"Bouwjaren 1990 tot 2000";"aantal";"23211"
"2001";"876  - 1000 cc";"Bouwjaren 2000 tot 2010";"aantal";"3143"
"2001";"876  - 1000 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"1001 - 1125 cc";"Totaal alle bouwjaren";"aantal";"35063"
"2001";"1001 - 1125 cc";"Bouwjaren tot 1910";"aantal";"0"
"2001";"1001 - 1125 cc";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2001";"1001 - 1125 cc";"Bouwjaren 1920 tot 1930";"aantal";"2"
"2001";"1001 - 1125 cc";"Bouwjaren 1930 tot 1940";"aantal";"2"
"2001";"1001 - 1125 cc";"Bouwjaren 1940 tot 1950";"aantal";"1"
"2001";"1001 - 1125 cc";"Bouwjaren 1950 tot 1960";"aantal";"1"
"2001";"1001 - 1125 cc";"Bouwjaren 1960 tot 1970";"aantal";"0"
"2001";"1001 - 1125 cc";"Bouwjaren 1970 tot 1980";"aantal";"1496"
"2001";"1001 - 1125 cc";"Bouwjaren 1980 tot 1990";"aantal";"11862"
"2001";"1001 - 1125 cc";"Bouwjaren 1990 tot 2000";"aantal";"19862"
"2001";"1001 - 1125 cc";"Bouwjaren 2000 tot 2010";"aantal";"1836"
"2001";"1001 - 1125 cc";"Bouwjaren vanaf 2010";"aantal";"0"
"2001";"1126 cc en meer";"Totaal alle bouwjaren";"aantal";"40364"
"2001";"1126 cc en meer";"Bouwjaren tot 1910";"aantal";"5"
"2001";"1126 cc en meer";"Bouwjaren 1910 tot 1920";"aantal";"1"
