"Perioden";"Brandstofsoort";"Bouwjaarklasse";"Onderwerp";"";""
"2017";"Benzine";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"76704"
"2017";"Benzine";"Bouwjaar 2010";"Snorfiets";"aantal";"51122"
"2017";"Benzine";"Bouwjaar 2010";"Bromfiets";"aantal";"25388"
"2017";"Benzine";"Bouwjaar 2010";"Brommobiel";"aantal";"0"
"2017";"Benzine";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"194"
"2017";"Benzine";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"74442"
"2017";"Benzine";"Bouwjaar 2009";"Snorfiets";"aantal";"45176"
"2017";"Benzine";"Bouwjaar 2009";"Bromfiets";"aantal";"29090"
"2017";"Benzine";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2017";"Benzine";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"176"
"2017";"Benzine";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"69029"
"2017";"Benzine";"Bouwjaar 2008";"Snorfiets";"aantal";"38478"
"2017";"Benzine";"Bouwjaar 2008";"Bromfiets";"aantal";"30278"
"2017";"Benzine";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
"2017";"Benzine";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"273"
"2017";"Benzine";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"49623"
"2017";"Benzine";"Bouwjaar 2007";"Snorfiets";"aantal";"26645"
"2017";"Benzine";"Bouwjaar 2007";"Bromfiets";"aantal";"22748"
"2017";"Benzine";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2017";"Benzine";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"230"
"2017";"Benzine";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"34974"
"2017";"Benzine";"Bouwjaar 2006";"Snorfiets";"aantal";"18767"
"2017";"Benzine";"Bouwjaar 2006";"Bromfiets";"aantal";"16029"
"2017";"Benzine";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2017";"Benzine";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"178"
"2017";"Benzine";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"469206"
"2017";"Benzine";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"212710"
"2017";"Benzine";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"253358"
"2017";"Benzine";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2017";"Benzine";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"3138"
"2017";"Diesel";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"19243"
"2017";"Diesel";"Totaal alle bouwjaren";"Snorfiets";"aantal";"46"
"2017";"Diesel";"Totaal alle bouwjaren";"Bromfiets";"aantal";"13"
"2017";"Diesel";"Totaal alle bouwjaren";"Brommobiel";"aantal";"19180"
"2017";"Diesel";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"4"
"2017";"Diesel";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2017";"Diesel";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2017";"Diesel";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2017";"Diesel";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2017";"Diesel";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2017";"Diesel";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2017";"Diesel";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2017";"Diesel";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2017";"Diesel";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2017";"Diesel";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2017";"Diesel";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";"793"
"2017";"Diesel";"Bouwjaar 2016";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2016";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2016";"Brommobiel";"aantal";"793"
"2017";"Diesel";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";"729"
"2017";"Diesel";"Bouwjaar 2015";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2015";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2015";"Brommobiel";"aantal";"729"
"2017";"Diesel";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";"704"
"2017";"Diesel";"Bouwjaar 2014";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2014";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2014";"Brommobiel";"aantal";"704"
"2017";"Diesel";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";"790"
"2017";"Diesel";"Bouwjaar 2013";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2013";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2013";"Brommobiel";"aantal";"790"
"2017";"Diesel";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"922"
"2017";"Diesel";"Bouwjaar 2012";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2012";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2012";"Brommobiel";"aantal";"922"
"2017";"Diesel";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"1046"
"2017";"Diesel";"Bouwjaar 2011";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2011";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2011";"Brommobiel";"aantal";"1046"
"2017";"Diesel";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"1073"
"2017";"Diesel";"Bouwjaar 2010";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2010";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2010";"Brommobiel";"aantal";"1073"
"2017";"Diesel";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"1356"
"2017";"Diesel";"Bouwjaar 2009";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2009";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2009";"Brommobiel";"aantal";"1356"
"2017";"Diesel";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"1323"
"2017";"Diesel";"Bouwjaar 2008";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2008";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2008";"Brommobiel";"aantal";"1323"
"2017";"Diesel";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"1453"
"2017";"Diesel";"Bouwjaar 2007";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2007";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2007";"Brommobiel";"aantal";"1453"
"2017";"Diesel";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"1271"
"2017";"Diesel";"Bouwjaar 2006";"Snorfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2006";"Bromfiets";"aantal";"0"
"2017";"Diesel";"Bouwjaar 2006";"Brommobiel";"aantal";"1271"
"2017";"Diesel";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2017";"Diesel";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"7783"
"2017";"Diesel";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"46"
"2017";"Diesel";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"13"
"2017";"Diesel";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"7720"
"2017";"Diesel";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"4"
"2017";"Elektriciteit";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"34500"
"2017";"Elektriciteit";"Totaal alle bouwjaren";"Snorfiets";"aantal";"30579"
"2017";"Elektriciteit";"Totaal alle bouwjaren";"Bromfiets";"aantal";"3410"
"2017";"Elektriciteit";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"511"
"2017";"Elektriciteit";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2017";"Elektriciteit";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";"5095"
"2017";"Elektriciteit";"Bouwjaar 2016";"Snorfiets";"aantal";"4623"
"2017";"Elektriciteit";"Bouwjaar 2016";"Bromfiets";"aantal";"325"
"2017";"Elektriciteit";"Bouwjaar 2016";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";"147"
"2017";"Elektriciteit";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";"5409"
"2017";"Elektriciteit";"Bouwjaar 2015";"Snorfiets";"aantal";"5000"
"2017";"Elektriciteit";"Bouwjaar 2015";"Bromfiets";"aantal";"351"
"2017";"Elektriciteit";"Bouwjaar 2015";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";"58"
"2017";"Elektriciteit";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";"4781"
"2017";"Elektriciteit";"Bouwjaar 2014";"Snorfiets";"aantal";"4253"
"2017";"Elektriciteit";"Bouwjaar 2014";"Bromfiets";"aantal";"457"
"2017";"Elektriciteit";"Bouwjaar 2014";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";"71"
"2017";"Elektriciteit";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";"2759"
"2017";"Elektriciteit";"Bouwjaar 2013";"Snorfiets";"aantal";"2358"
"2017";"Elektriciteit";"Bouwjaar 2013";"Bromfiets";"aantal";"357"
"2017";"Elektriciteit";"Bouwjaar 2013";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";"44"
"2017";"Elektriciteit";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"3669"
"2017";"Elektriciteit";"Bouwjaar 2012";"Snorfiets";"aantal";"3252"
"2017";"Elektriciteit";"Bouwjaar 2012";"Bromfiets";"aantal";"347"
"2017";"Elektriciteit";"Bouwjaar 2012";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"70"
"2017";"Elektriciteit";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"3910"
"2017";"Elektriciteit";"Bouwjaar 2011";"Snorfiets";"aantal";"3462"
"2017";"Elektriciteit";"Bouwjaar 2011";"Bromfiets";"aantal";"412"
"2017";"Elektriciteit";"Bouwjaar 2011";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"36"
"2017";"Elektriciteit";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"3312"
"2017";"Elektriciteit";"Bouwjaar 2010";"Snorfiets";"aantal";"2939"
"2017";"Elektriciteit";"Bouwjaar 2010";"Bromfiets";"aantal";"334"
"2017";"Elektriciteit";"Bouwjaar 2010";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"39"
"2017";"Elektriciteit";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"2273"
"2017";"Elektriciteit";"Bouwjaar 2009";"Snorfiets";"aantal";"1902"
"2017";"Elektriciteit";"Bouwjaar 2009";"Bromfiets";"aantal";"360"
"2017";"Elektriciteit";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"11"
"2017";"Elektriciteit";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"1190"
"2017";"Elektriciteit";"Bouwjaar 2008";"Snorfiets";"aantal";"968"
"2017";"Elektriciteit";"Bouwjaar 2008";"Bromfiets";"aantal";"216"
"2017";"Elektriciteit";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"6"
"2017";"Elektriciteit";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"572"
"2017";"Elektriciteit";"Bouwjaar 2007";"Snorfiets";"aantal";"414"
"2017";"Elektriciteit";"Bouwjaar 2007";"Bromfiets";"aantal";"152"
"2017";"Elektriciteit";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"6"
"2017";"Elektriciteit";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"218"
"2017";"Elektriciteit";"Bouwjaar 2006";"Snorfiets";"aantal";"211"
"2017";"Elektriciteit";"Bouwjaar 2006";"Bromfiets";"aantal";"5"
"2017";"Elektriciteit";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"2"
"2017";"Elektriciteit";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"1312"
"2017";"Elektriciteit";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"1197"
"2017";"Elektriciteit";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"94"
"2017";"Elektriciteit";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2017";"Elektriciteit";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"21"
"2018";"Totaal";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"1211522"
"2018";"Totaal";"Totaal alle bouwjaren";"Snorfiets";"aantal";"720469"
"2018";"Totaal";"Totaal alle bouwjaren";"Bromfiets";"aantal";"466611"
"2018";"Totaal";"Totaal alle bouwjaren";"Brommobiel";"aantal";"18747"
"2018";"Totaal";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"5695"
"2018";"Totaal";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2018";"Totaal";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2018";"Totaal";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2018";"Totaal";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2018";"Totaal";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2018";"Totaal";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";"74821"
"2018";"Totaal";"Bouwjaar 2017";"Snorfiets";"aantal";"56009"
"2018";"Totaal";"Bouwjaar 2017";"Bromfiets";"aantal";"17722"
"2018";"Totaal";"Bouwjaar 2017";"Brommobiel";"aantal";"866"
"2018";"Totaal";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";"224"
"2018";"Totaal";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";"65976"
"2018";"Totaal";"Bouwjaar 2016";"Snorfiets";"aantal";"48527"
"2018";"Totaal";"Bouwjaar 2016";"Bromfiets";"aantal";"16361"
"2018";"Totaal";"Bouwjaar 2016";"Brommobiel";"aantal";"813"
"2018";"Totaal";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";"275"
"2018";"Totaal";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";"62243"
"2018";"Totaal";"Bouwjaar 2015";"Snorfiets";"aantal";"45138"
"2018";"Totaal";"Bouwjaar 2015";"Bromfiets";"aantal";"16230"
"2018";"Totaal";"Bouwjaar 2015";"Brommobiel";"aantal";"703"
"2018";"Totaal";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";"172"
"2018";"Totaal";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";"58536"
"2018";"Totaal";"Bouwjaar 2014";"Snorfiets";"aantal";"43222"
"2018";"Totaal";"Bouwjaar 2014";"Bromfiets";"aantal";"14401"
"2018";"Totaal";"Bouwjaar 2014";"Brommobiel";"aantal";"725"
"2018";"Totaal";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";"188"
"2018";"Totaal";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";"54336"
"2018";"Totaal";"Bouwjaar 2013";"Snorfiets";"aantal";"41107"
"2018";"Totaal";"Bouwjaar 2013";"Bromfiets";"aantal";"12292"
"2018";"Totaal";"Bouwjaar 2013";"Brommobiel";"aantal";"789"
"2018";"Totaal";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";"148"
"2018";"Totaal";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"60957"
"2018";"Totaal";"Bouwjaar 2012";"Snorfiets";"aantal";"45885"
"2018";"Totaal";"Bouwjaar 2012";"Bromfiets";"aantal";"13957"
"2018";"Totaal";"Bouwjaar 2012";"Brommobiel";"aantal";"898"
"2018";"Totaal";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"217"
"2018";"Totaal";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"70992"
"2018";"Totaal";"Bouwjaar 2011";"Snorfiets";"aantal";"52047"
"2018";"Totaal";"Bouwjaar 2011";"Bromfiets";"aantal";"17716"
"2018";"Totaal";"Bouwjaar 2011";"Brommobiel";"aantal";"1035"
"2018";"Totaal";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"194"
"2018";"Totaal";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"78687"
"2018";"Totaal";"Bouwjaar 2010";"Snorfiets";"aantal";"53177"
"2018";"Totaal";"Bouwjaar 2010";"Bromfiets";"aantal";"24223"
"2018";"Totaal";"Bouwjaar 2010";"Brommobiel";"aantal";"1055"
"2018";"Totaal";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"232"
"2018";"Totaal";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"75141"
"2018";"Totaal";"Bouwjaar 2009";"Snorfiets";"aantal";"46112"
"2018";"Totaal";"Bouwjaar 2009";"Bromfiets";"aantal";"27532"
"2018";"Totaal";"Bouwjaar 2009";"Brommobiel";"aantal";"1311"
"2018";"Totaal";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"186"
"2018";"Totaal";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"68293"
"2018";"Totaal";"Bouwjaar 2008";"Snorfiets";"aantal";"38450"
"2018";"Totaal";"Bouwjaar 2008";"Bromfiets";"aantal";"28314"
"2018";"Totaal";"Bouwjaar 2008";"Brommobiel";"aantal";"1259"
"2018";"Totaal";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"270"
"2018";"Totaal";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"49184"
"2018";"Totaal";"Bouwjaar 2007";"Snorfiets";"aantal";"26403"
"2018";"Totaal";"Bouwjaar 2007";"Bromfiets";"aantal";"21185"
"2018";"Totaal";"Bouwjaar 2007";"Brommobiel";"aantal";"1366"
"2018";"Totaal";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"230"
"2018";"Totaal";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"34651"
"2018";"Totaal";"Bouwjaar 2006";"Snorfiets";"aantal";"18463"
"2018";"Totaal";"Bouwjaar 2006";"Bromfiets";"aantal";"14830"
"2018";"Totaal";"Bouwjaar 2006";"Brommobiel";"aantal";"1181"
"2018";"Totaal";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"177"
"2018";"Totaal";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"457705"
"2018";"Totaal";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"205929"
"2018";"Totaal";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"241848"
"2018";"Totaal";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"6746"
"2018";"Totaal";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"3182"
"2018";"Benzine";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"1153742"
"2018";"Benzine";"Totaal alle bouwjaren";"Snorfiets";"aantal";"685976"
"2018";"Benzine";"Totaal alle bouwjaren";"Bromfiets";"aantal";"462685"
"2018";"Benzine";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"5081"
"2018";"Benzine";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2018";"Benzine";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2018";"Benzine";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2018";"Benzine";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2018";"Benzine";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2018";"Benzine";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";"67863"
"2018";"Benzine";"Bouwjaar 2017";"Snorfiets";"aantal";"50829"
"2018";"Benzine";"Bouwjaar 2017";"Bromfiets";"aantal";"16912"
"2018";"Benzine";"Bouwjaar 2017";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";"122"
"2018";"Benzine";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";"60197"
"2018";"Benzine";"Bouwjaar 2016";"Snorfiets";"aantal";"44016"
"2018";"Benzine";"Bouwjaar 2016";"Bromfiets";"aantal";"16054"
"2018";"Benzine";"Bouwjaar 2016";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";"127"
"2018";"Benzine";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";"56322"
"2018";"Benzine";"Bouwjaar 2015";"Snorfiets";"aantal";"40303"
"2018";"Benzine";"Bouwjaar 2015";"Bromfiets";"aantal";"15907"
"2018";"Benzine";"Bouwjaar 2015";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";"112"
"2018";"Benzine";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";"53183"
"2018";"Benzine";"Bouwjaar 2014";"Snorfiets";"aantal";"39079"
"2018";"Benzine";"Bouwjaar 2014";"Bromfiets";"aantal";"13983"
"2018";"Benzine";"Bouwjaar 2014";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";"121"
"2018";"Benzine";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";"50937"
"2018";"Benzine";"Bouwjaar 2013";"Snorfiets";"aantal";"38849"
"2018";"Benzine";"Bouwjaar 2013";"Bromfiets";"aantal";"11985"
"2018";"Benzine";"Bouwjaar 2013";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";"103"
"2018";"Benzine";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";"56585"
"2018";"Benzine";"Bouwjaar 2012";"Snorfiets";"aantal";"42801"
"2018";"Benzine";"Bouwjaar 2012";"Bromfiets";"aantal";"13638"
"2018";"Benzine";"Bouwjaar 2012";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";"146"
"2018";"Benzine";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";"66240"
"2018";"Benzine";"Bouwjaar 2011";"Snorfiets";"aantal";"48738"
"2018";"Benzine";"Bouwjaar 2011";"Bromfiets";"aantal";"17342"
"2018";"Benzine";"Bouwjaar 2011";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";"160"
"2018";"Benzine";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"74508"
"2018";"Benzine";"Bouwjaar 2010";"Snorfiets";"aantal";"50391"
"2018";"Benzine";"Bouwjaar 2010";"Bromfiets";"aantal";"23922"
"2018";"Benzine";"Bouwjaar 2010";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"195"
"2018";"Benzine";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"71701"
"2018";"Benzine";"Bouwjaar 2009";"Snorfiets";"aantal";"44322"
"2018";"Benzine";"Bouwjaar 2009";"Bromfiets";"aantal";"27204"
"2018";"Benzine";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2018";"Benzine";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"175"
"2018";"Benzine";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"65968"
"2018";"Benzine";"Bouwjaar 2008";"Snorfiets";"aantal";"37588"
"2018";"Benzine";"Bouwjaar 2008";"Bromfiets";"aantal";"28116"
"2018";"Benzine";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
