"Perioden";"Brandstofsoort";"Bouwjaarklasse";"Onderwerp";"";""
"2010";"Diesel";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2010";"Diesel";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2010";"Diesel";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2010";"Diesel";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2010";"Diesel";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2010";"Snorfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2010";"Bromfiets";"aantal";""
"2010";"Diesel";"Bouwjaar 2010";"Brommobiel";"aantal";""
"2010";"Diesel";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Diesel";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"1524"
"2010";"Diesel";"Bouwjaar 2009";"Snorfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2009";"Bromfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2009";"Brommobiel";"aantal";"1524"
"2010";"Diesel";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"1517"
"2010";"Diesel";"Bouwjaar 2008";"Snorfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2008";"Bromfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2008";"Brommobiel";"aantal";"1517"
"2010";"Diesel";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"1660"
"2010";"Diesel";"Bouwjaar 2007";"Snorfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2007";"Bromfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2007";"Brommobiel";"aantal";"1660"
"2010";"Diesel";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"1550"
"2010";"Diesel";"Bouwjaar 2006";"Snorfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2006";"Bromfiets";"aantal";"0"
"2010";"Diesel";"Bouwjaar 2006";"Brommobiel";"aantal";"1550"
"2010";"Diesel";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2010";"Diesel";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"13940"
"2010";"Diesel";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"44"
"2010";"Diesel";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"19"
"2010";"Diesel";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"13861"
"2010";"Diesel";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"16"
"2010";"Elektriciteit";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"8564"
"2010";"Elektriciteit";"Totaal alle bouwjaren";"Snorfiets";"aantal";"7118"
"2010";"Elektriciteit";"Totaal alle bouwjaren";"Bromfiets";"aantal";"1387"
"2010";"Elektriciteit";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2010";"Elektriciteit";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"59"
"2010";"Elektriciteit";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2010";"Snorfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2010";"Bromfiets";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2010";"Brommobiel";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";""
"2010";"Elektriciteit";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"3125"
"2010";"Elektriciteit";"Bouwjaar 2009";"Snorfiets";"aantal";"2586"
"2010";"Elektriciteit";"Bouwjaar 2009";"Bromfiets";"aantal";"525"
"2010";"Elektriciteit";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2010";"Elektriciteit";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"14"
"2010";"Elektriciteit";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"2024"
"2010";"Elektriciteit";"Bouwjaar 2008";"Snorfiets";"aantal";"1625"
"2010";"Elektriciteit";"Bouwjaar 2008";"Bromfiets";"aantal";"388"
"2010";"Elektriciteit";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
"2010";"Elektriciteit";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"11"
"2010";"Elektriciteit";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"911"
"2010";"Elektriciteit";"Bouwjaar 2007";"Snorfiets";"aantal";"612"
"2010";"Elektriciteit";"Bouwjaar 2007";"Bromfiets";"aantal";"294"
"2010";"Elektriciteit";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2010";"Elektriciteit";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"5"
"2010";"Elektriciteit";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"362"
"2010";"Elektriciteit";"Bouwjaar 2006";"Snorfiets";"aantal";"340"
"2010";"Elektriciteit";"Bouwjaar 2006";"Bromfiets";"aantal";"15"
"2010";"Elektriciteit";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2010";"Elektriciteit";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"7"
"2010";"Elektriciteit";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"2142"
"2010";"Elektriciteit";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"1955"
"2010";"Elektriciteit";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"165"
"2010";"Elektriciteit";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2010";"Elektriciteit";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"22"
"2011";"Totaal";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"1028096"
"2011";"Totaal";"Totaal alle bouwjaren";"Snorfiets";"aantal";"487380"
"2011";"Totaal";"Totaal alle bouwjaren";"Bromfiets";"aantal";"515517"
"2011";"Totaal";"Totaal alle bouwjaren";"Brommobiel";"aantal";"20737"
"2011";"Totaal";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"4462"
"2011";"Totaal";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2011";"Totaal";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2011";"Totaal";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Totaal";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"93484"
"2011";"Totaal";"Bouwjaar 2010";"Snorfiets";"aantal";"60541"
"2011";"Totaal";"Bouwjaar 2010";"Bromfiets";"aantal";"31487"
"2011";"Totaal";"Bouwjaar 2010";"Brommobiel";"aantal";"1192"
"2011";"Totaal";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"264"
"2011";"Totaal";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"91750"
"2011";"Totaal";"Bouwjaar 2009";"Snorfiets";"aantal";"52884"
"2011";"Totaal";"Bouwjaar 2009";"Bromfiets";"aantal";"37153"
"2011";"Totaal";"Bouwjaar 2009";"Brommobiel";"aantal";"1488"
"2011";"Totaal";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"225"
"2011";"Totaal";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"87492"
"2011";"Totaal";"Bouwjaar 2008";"Snorfiets";"aantal";"45345"
"2011";"Totaal";"Bouwjaar 2008";"Bromfiets";"aantal";"40354"
"2011";"Totaal";"Bouwjaar 2008";"Brommobiel";"aantal";"1486"
"2011";"Totaal";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"307"
"2011";"Totaal";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"65598"
"2011";"Totaal";"Bouwjaar 2007";"Snorfiets";"aantal";"31386"
"2011";"Totaal";"Bouwjaar 2007";"Bromfiets";"aantal";"32300"
"2011";"Totaal";"Bouwjaar 2007";"Brommobiel";"aantal";"1636"
"2011";"Totaal";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"276"
"2011";"Totaal";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"46416"
"2011";"Totaal";"Bouwjaar 2006";"Snorfiets";"aantal";"21799"
"2011";"Totaal";"Bouwjaar 2006";"Bromfiets";"aantal";"22878"
"2011";"Totaal";"Bouwjaar 2006";"Brommobiel";"aantal";"1517"
"2011";"Totaal";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"222"
"2011";"Totaal";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"643356"
"2011";"Totaal";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"275425"
"2011";"Totaal";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"351345"
"2011";"Totaal";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"13418"
"2011";"Totaal";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"3168"
"2011";"Benzine";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"994798"
"2011";"Benzine";"Totaal alle bouwjaren";"Snorfiets";"aantal";"476758"
"2011";"Benzine";"Totaal alle bouwjaren";"Bromfiets";"aantal";"513697"
"2011";"Benzine";"Totaal alle bouwjaren";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"4343"
"2011";"Benzine";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2011";"Benzine";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2011";"Benzine";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Benzine";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"88147"
"2011";"Benzine";"Bouwjaar 2010";"Snorfiets";"aantal";"56934"
"2011";"Benzine";"Bouwjaar 2010";"Bromfiets";"aantal";"30998"
"2011";"Benzine";"Bouwjaar 2010";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"215"
"2011";"Benzine";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"87214"
"2011";"Benzine";"Bouwjaar 2009";"Snorfiets";"aantal";"50355"
"2011";"Benzine";"Bouwjaar 2009";"Bromfiets";"aantal";"36648"
"2011";"Benzine";"Bouwjaar 2009";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Bouwjaar 2009";"Overige voertuigen met bromfietskenteken";"aantal";"211"
"2011";"Benzine";"Bouwjaar 2008";"Voertuigen met bromfietskenteken";"aantal";"84060"
"2011";"Benzine";"Bouwjaar 2008";"Snorfiets";"aantal";"43763"
"2011";"Benzine";"Bouwjaar 2008";"Bromfiets";"aantal";"40000"
"2011";"Benzine";"Bouwjaar 2008";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Bouwjaar 2008";"Overige voertuigen met bromfietskenteken";"aantal";"297"
"2011";"Benzine";"Bouwjaar 2007";"Voertuigen met bromfietskenteken";"aantal";"63072"
"2011";"Benzine";"Bouwjaar 2007";"Snorfiets";"aantal";"30782"
"2011";"Benzine";"Bouwjaar 2007";"Bromfiets";"aantal";"32019"
"2011";"Benzine";"Bouwjaar 2007";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Bouwjaar 2007";"Overige voertuigen met bromfietskenteken";"aantal";"271"
"2011";"Benzine";"Bouwjaar 2006";"Voertuigen met bromfietskenteken";"aantal";"44547"
"2011";"Benzine";"Bouwjaar 2006";"Snorfiets";"aantal";"21469"
"2011";"Benzine";"Bouwjaar 2006";"Bromfiets";"aantal";"22865"
"2011";"Benzine";"Bouwjaar 2006";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Bouwjaar 2006";"Overige voertuigen met bromfietskenteken";"aantal";"213"
"2011";"Benzine";"Bouwjaren tot en met 2005";"Voertuigen met bromfietskenteken";"aantal";"627758"
"2011";"Benzine";"Bouwjaren tot en met 2005";"Snorfiets";"aantal";"273455"
"2011";"Benzine";"Bouwjaren tot en met 2005";"Bromfiets";"aantal";"351167"
"2011";"Benzine";"Bouwjaren tot en met 2005";"Brommobiel";"aantal";"0"
"2011";"Benzine";"Bouwjaren tot en met 2005";"Overige voertuigen met bromfietskenteken";"aantal";"3136"
"2011";"Diesel";"Totaal alle bouwjaren";"Voertuigen met bromfietskenteken";"aantal";"20807"
"2011";"Diesel";"Totaal alle bouwjaren";"Snorfiets";"aantal";"46"
"2011";"Diesel";"Totaal alle bouwjaren";"Bromfiets";"aantal";"19"
"2011";"Diesel";"Totaal alle bouwjaren";"Brommobiel";"aantal";"20737"
"2011";"Diesel";"Totaal alle bouwjaren";"Overige voertuigen met bromfietskenteken";"aantal";"5"
"2011";"Diesel";"Bouwjaar 2018";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2018";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2018";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2018";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2018";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2017";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2017";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2017";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2017";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2017";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2016";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2016";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2016";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2016";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2016";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2015";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2015";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2015";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2015";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2015";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2014";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2014";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2014";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2014";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2014";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2013";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2013";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2013";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2013";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2013";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2012";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2012";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2012";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2012";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2012";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2011";"Voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2011";"Snorfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2011";"Bromfiets";"aantal";""
"2011";"Diesel";"Bouwjaar 2011";"Brommobiel";"aantal";""
"2011";"Diesel";"Bouwjaar 2011";"Overige voertuigen met bromfietskenteken";"aantal";""
"2011";"Diesel";"Bouwjaar 2010";"Voertuigen met bromfietskenteken";"aantal";"1192"
"2011";"Diesel";"Bouwjaar 2010";"Snorfiets";"aantal";"0"
"2011";"Diesel";"Bouwjaar 2010";"Bromfiets";"aantal";"0"
"2011";"Diesel";"Bouwjaar 2010";"Brommobiel";"aantal";"1192"
"2011";"Diesel";"Bouwjaar 2010";"Overige voertuigen met bromfietskenteken";"aantal";"0"
"2011";"Diesel";"Bouwjaar 2009";"Voertuigen met bromfietskenteken";"aantal";"1488"
