"Onderwerp";"Voertuigtype";"Perioden";"Eenheid";"Waarde"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2003";"aantal";"5341"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2004";"aantal";"10582"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2005";"aantal";"10703"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2006";"aantal";"10660"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2007";"aantal";"10573"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2008";"aantal";"10500"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2009";"aantal";"10360"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2010";"aantal";"10231"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2011";"aantal";"9953"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2012";"aantal";"9680"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2013";"aantal";"9411"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2014";"aantal";"9261"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2015";"aantal";"9317"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2016";"aantal";"9393"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2017";"aantal";"9570"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2018";"aantal";"9887"
"4500 - 4999 kg";"Totaal bedrijfsvoertuigen";"2019";"aantal";"10207"
"4500 - 4999 kg";"Bestelauto";"2000";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2001";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2002";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2003";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2004";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2005";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2006";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2007";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2008";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2009";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2010";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2011";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2012";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2013";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2014";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2015";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2016";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2017";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2018";"aantal";""
"4500 - 4999 kg";"Bestelauto";"2019";"aantal";""
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"4074"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"4192"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"4244"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"4262"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"4110"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"4010"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"3880"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"3797"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"3627"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"3454"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"3243"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"3110"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"3017"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"2829"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"2686"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"2538"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"2363"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"2243"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"2133"
"4500 - 4999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"1972"
"4500 - 4999 kg";"Trekker voor oplegger";"2000";"aantal";"162"
"4500 - 4999 kg";"Trekker voor oplegger";"2001";"aantal";"157"
"4500 - 4999 kg";"Trekker voor oplegger";"2002";"aantal";"152"
"4500 - 4999 kg";"Trekker voor oplegger";"2003";"aantal";"147"
"4500 - 4999 kg";"Trekker voor oplegger";"2004";"aantal";"148"
"4500 - 4999 kg";"Trekker voor oplegger";"2005";"aantal";"151"
"4500 - 4999 kg";"Trekker voor oplegger";"2006";"aantal";"142"
"4500 - 4999 kg";"Trekker voor oplegger";"2007";"aantal";"136"
"4500 - 4999 kg";"Trekker voor oplegger";"2008";"aantal";"125"
"4500 - 4999 kg";"Trekker voor oplegger";"2009";"aantal";"128"
"4500 - 4999 kg";"Trekker voor oplegger";"2010";"aantal";"120"
"4500 - 4999 kg";"Trekker voor oplegger";"2011";"aantal";"120"
"4500 - 4999 kg";"Trekker voor oplegger";"2012";"aantal";"117"
"4500 - 4999 kg";"Trekker voor oplegger";"2013";"aantal";"109"
"4500 - 4999 kg";"Trekker voor oplegger";"2014";"aantal";"110"
"4500 - 4999 kg";"Trekker voor oplegger";"2015";"aantal";"117"
"4500 - 4999 kg";"Trekker voor oplegger";"2016";"aantal";"110"
"4500 - 4999 kg";"Trekker voor oplegger";"2017";"aantal";"110"
"4500 - 4999 kg";"Trekker voor oplegger";"2018";"aantal";"109"
"4500 - 4999 kg";"Trekker voor oplegger";"2019";"aantal";"114"
"4500 - 4999 kg";"Speciaal voertuig";"2000";"aantal";"831"
"4500 - 4999 kg";"Speciaal voertuig";"2001";"aantal";"832"
"4500 - 4999 kg";"Speciaal voertuig";"2002";"aantal";"841"
"4500 - 4999 kg";"Speciaal voertuig";"2003";"aantal";"867"
"4500 - 4999 kg";"Speciaal voertuig";"2004";"aantal";"879"
"4500 - 4999 kg";"Speciaal voertuig";"2005";"aantal";"892"
"4500 - 4999 kg";"Speciaal voertuig";"2006";"aantal";"897"
"4500 - 4999 kg";"Speciaal voertuig";"2007";"aantal";"933"
"4500 - 4999 kg";"Speciaal voertuig";"2008";"aantal";"929"
"4500 - 4999 kg";"Speciaal voertuig";"2009";"aantal";"939"
"4500 - 4999 kg";"Speciaal voertuig";"2010";"aantal";"965"
"4500 - 4999 kg";"Speciaal voertuig";"2011";"aantal";"938"
"4500 - 4999 kg";"Speciaal voertuig";"2012";"aantal";"890"
"4500 - 4999 kg";"Speciaal voertuig";"2013";"aantal";"855"
"4500 - 4999 kg";"Speciaal voertuig";"2014";"aantal";"826"
"4500 - 4999 kg";"Speciaal voertuig";"2015";"aantal";"777"
"4500 - 4999 kg";"Speciaal voertuig";"2016";"aantal";"772"
"4500 - 4999 kg";"Speciaal voertuig";"2017";"aantal";"755"
"4500 - 4999 kg";"Speciaal voertuig";"2018";"aantal";"756"
"4500 - 4999 kg";"Speciaal voertuig";"2019";"aantal";"749"
"4500 - 4999 kg";"Bus";"2000";"aantal";"63"
"4500 - 4999 kg";"Bus";"2001";"aantal";"67"
"4500 - 4999 kg";"Bus";"2002";"aantal";"66"
"4500 - 4999 kg";"Bus";"2003";"aantal";"64"
"4500 - 4999 kg";"Bus";"2004";"aantal";"65"
"4500 - 4999 kg";"Bus";"2005";"aantal";"71"
"4500 - 4999 kg";"Bus";"2006";"aantal";"69"
"4500 - 4999 kg";"Bus";"2007";"aantal";"75"
"4500 - 4999 kg";"Bus";"2008";"aantal";"76"
"4500 - 4999 kg";"Bus";"2009";"aantal";"81"
"4500 - 4999 kg";"Bus";"2010";"aantal";"83"
"4500 - 4999 kg";"Bus";"2011";"aantal";"87"
"4500 - 4999 kg";"Bus";"2012";"aantal";"77"
"4500 - 4999 kg";"Bus";"2013";"aantal";"70"
"4500 - 4999 kg";"Bus";"2014";"aantal";"64"
"4500 - 4999 kg";"Bus";"2015";"aantal";"64"
"4500 - 4999 kg";"Bus";"2016";"aantal";"132"
"4500 - 4999 kg";"Bus";"2017";"aantal";"135"
"4500 - 4999 kg";"Bus";"2018";"aantal";"143"
"4500 - 4999 kg";"Bus";"2019";"aantal";"140"
"4500 - 4999 kg";"Aanhangwagen";"2000";"aantal";""
"4500 - 4999 kg";"Aanhangwagen";"2001";"aantal";""
"4500 - 4999 kg";"Aanhangwagen";"2002";"aantal";""
"4500 - 4999 kg";"Aanhangwagen";"2003";"aantal";""
"4500 - 4999 kg";"Aanhangwagen";"2004";"aantal";"2865"
"4500 - 4999 kg";"Aanhangwagen";"2005";"aantal";"3032"
"4500 - 4999 kg";"Aanhangwagen";"2006";"aantal";"3059"
"4500 - 4999 kg";"Aanhangwagen";"2007";"aantal";"3015"
"4500 - 4999 kg";"Aanhangwagen";"2008";"aantal";"2981"
"4500 - 4999 kg";"Aanhangwagen";"2009";"aantal";"2988"
"4500 - 4999 kg";"Aanhangwagen";"2010";"aantal";"2980"
"4500 - 4999 kg";"Aanhangwagen";"2011";"aantal";"2949"
"4500 - 4999 kg";"Aanhangwagen";"2012";"aantal";"2882"
"4500 - 4999 kg";"Aanhangwagen";"2013";"aantal";"2835"
"4500 - 4999 kg";"Aanhangwagen";"2014";"aantal";"2768"
"4500 - 4999 kg";"Aanhangwagen";"2015";"aantal";"2769"
"4500 - 4999 kg";"Aanhangwagen";"2016";"aantal";"2717"
"4500 - 4999 kg";"Aanhangwagen";"2017";"aantal";"2717"
"4500 - 4999 kg";"Aanhangwagen";"2018";"aantal";"2750"
"4500 - 4999 kg";"Aanhangwagen";"2019";"aantal";"2810"
"4500 - 4999 kg";"Oplegger";"2000";"aantal";""
"4500 - 4999 kg";"Oplegger";"2001";"aantal";""
"4500 - 4999 kg";"Oplegger";"2002";"aantal";""
"4500 - 4999 kg";"Oplegger";"2003";"aantal";""
"4500 - 4999 kg";"Oplegger";"2004";"aantal";"2515"
"4500 - 4999 kg";"Oplegger";"2005";"aantal";"2547"
"4500 - 4999 kg";"Oplegger";"2006";"aantal";"2613"
"4500 - 4999 kg";"Oplegger";"2007";"aantal";"2617"
"4500 - 4999 kg";"Oplegger";"2008";"aantal";"2762"
"4500 - 4999 kg";"Oplegger";"2009";"aantal";"2770"
"4500 - 4999 kg";"Oplegger";"2010";"aantal";"2840"
"4500 - 4999 kg";"Oplegger";"2011";"aantal";"2749"
"4500 - 4999 kg";"Oplegger";"2012";"aantal";"2697"
"4500 - 4999 kg";"Oplegger";"2013";"aantal";"2713"
"4500 - 4999 kg";"Oplegger";"2014";"aantal";"2807"
"4500 - 4999 kg";"Oplegger";"2015";"aantal";"3052"
"4500 - 4999 kg";"Oplegger";"2016";"aantal";"3299"
"4500 - 4999 kg";"Oplegger";"2017";"aantal";"3610"
"4500 - 4999 kg";"Oplegger";"2018";"aantal";"3996"
"4500 - 4999 kg";"Oplegger";"2019";"aantal";"4422"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2000";"aantal";"5121"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2001";"aantal";"5123"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2002";"aantal";"5155"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2003";"aantal";"5080"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2004";"aantal";"11671"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2005";"aantal";"12140"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2006";"aantal";"12409"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2007";"aantal";"12664"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2008";"aantal";"13098"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2009";"aantal";"13695"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2010";"aantal";"13627"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2011";"aantal";"13261"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2012";"aantal";"13085"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2013";"aantal";"13018"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2014";"aantal";"12755"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2015";"aantal";"12609"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2016";"aantal";"12585"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2017";"aantal";"12507"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2018";"aantal";"12589"
"5000 - 5499 kg";"Totaal bedrijfsvoertuigen";"2019";"aantal";"12721"
"5000 - 5499 kg";"Bestelauto";"2000";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2001";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2002";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2003";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2004";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2005";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2006";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2007";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2008";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2009";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2010";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2011";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2012";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2013";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2014";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2015";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2016";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2017";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2018";"aantal";""
"5000 - 5499 kg";"Bestelauto";"2019";"aantal";""
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"4210"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"4209"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"4242"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"4166"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"4126"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"4071"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"4001"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"4005"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"3881"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"3800"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"3640"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"3483"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"3280"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"3069"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"2952"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"2814"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"2746"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"2675"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"2584"
"5000 - 5499 kg";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"2488"
"5000 - 5499 kg";"Trekker voor oplegger";"2000";"aantal";"228"
"5000 - 5499 kg";"Trekker voor oplegger";"2001";"aantal";"221"
"5000 - 5499 kg";"Trekker voor oplegger";"2002";"aantal";"210"
"5000 - 5499 kg";"Trekker voor oplegger";"2003";"aantal";"193"
"5000 - 5499 kg";"Trekker voor oplegger";"2004";"aantal";"161"
"5000 - 5499 kg";"Trekker voor oplegger";"2005";"aantal";"155"
"5000 - 5499 kg";"Trekker voor oplegger";"2006";"aantal";"141"
"5000 - 5499 kg";"Trekker voor oplegger";"2007";"aantal";"127"
"5000 - 5499 kg";"Trekker voor oplegger";"2008";"aantal";"115"
"5000 - 5499 kg";"Trekker voor oplegger";"2009";"aantal";"107"
"5000 - 5499 kg";"Trekker voor oplegger";"2010";"aantal";"101"
"5000 - 5499 kg";"Trekker voor oplegger";"2011";"aantal";"110"
"5000 - 5499 kg";"Trekker voor oplegger";"2012";"aantal";"134"
"5000 - 5499 kg";"Trekker voor oplegger";"2013";"aantal";"134"
"5000 - 5499 kg";"Trekker voor oplegger";"2014";"aantal";"131"
"5000 - 5499 kg";"Trekker voor oplegger";"2015";"aantal";"131"
"5000 - 5499 kg";"Trekker voor oplegger";"2016";"aantal";"123"
"5000 - 5499 kg";"Trekker voor oplegger";"2017";"aantal";"106"
"5000 - 5499 kg";"Trekker voor oplegger";"2018";"aantal";"102"
"5000 - 5499 kg";"Trekker voor oplegger";"2019";"aantal";"95"
"5000 - 5499 kg";"Speciaal voertuig";"2000";"aantal";"643"
"5000 - 5499 kg";"Speciaal voertuig";"2001";"aantal";"652"
"5000 - 5499 kg";"Speciaal voertuig";"2002";"aantal";"665"
"5000 - 5499 kg";"Speciaal voertuig";"2003";"aantal";"679"
"5000 - 5499 kg";"Speciaal voertuig";"2004";"aantal";"686"
"5000 - 5499 kg";"Speciaal voertuig";"2005";"aantal";"693"
"5000 - 5499 kg";"Speciaal voertuig";"2006";"aantal";"698"
"5000 - 5499 kg";"Speciaal voertuig";"2007";"aantal";"729"
"5000 - 5499 kg";"Speciaal voertuig";"2008";"aantal";"717"
"5000 - 5499 kg";"Speciaal voertuig";"2009";"aantal";"704"
"5000 - 5499 kg";"Speciaal voertuig";"2010";"aantal";"699"
"5000 - 5499 kg";"Speciaal voertuig";"2011";"aantal";"687"
"5000 - 5499 kg";"Speciaal voertuig";"2012";"aantal";"682"
"5000 - 5499 kg";"Speciaal voertuig";"2013";"aantal";"680"
"5000 - 5499 kg";"Speciaal voertuig";"2014";"aantal";"662"
"5000 - 5499 kg";"Speciaal voertuig";"2015";"aantal";"631"
"5000 - 5499 kg";"Speciaal voertuig";"2016";"aantal";"595"
"5000 - 5499 kg";"Speciaal voertuig";"2017";"aantal";"598"
"5000 - 5499 kg";"Speciaal voertuig";"2018";"aantal";"602"
"5000 - 5499 kg";"Speciaal voertuig";"2019";"aantal";"597"
"5000 - 5499 kg";"Bus";"2000";"aantal";"40"
"5000 - 5499 kg";"Bus";"2001";"aantal";"41"
"5000 - 5499 kg";"Bus";"2002";"aantal";"38"
"5000 - 5499 kg";"Bus";"2003";"aantal";"42"
"5000 - 5499 kg";"Bus";"2004";"aantal";"52"
"5000 - 5499 kg";"Bus";"2005";"aantal";"57"
"5000 - 5499 kg";"Bus";"2006";"aantal";"50"
"5000 - 5499 kg";"Bus";"2007";"aantal";"56"
"5000 - 5499 kg";"Bus";"2008";"aantal";"64"
"5000 - 5499 kg";"Bus";"2009";"aantal";"67"
"5000 - 5499 kg";"Bus";"2010";"aantal";"68"
"5000 - 5499 kg";"Bus";"2011";"aantal";"68"
"5000 - 5499 kg";"Bus";"2012";"aantal";"61"
"5000 - 5499 kg";"Bus";"2013";"aantal";"57"
"5000 - 5499 kg";"Bus";"2014";"aantal";"51"
"5000 - 5499 kg";"Bus";"2015";"aantal";"50"
"5000 - 5499 kg";"Bus";"2016";"aantal";"51"
"5000 - 5499 kg";"Bus";"2017";"aantal";"48"
"5000 - 5499 kg";"Bus";"2018";"aantal";"42"
"5000 - 5499 kg";"Bus";"2019";"aantal";"43"
"5000 - 5499 kg";"Aanhangwagen";"2000";"aantal";""
"5000 - 5499 kg";"Aanhangwagen";"2001";"aantal";""
"5000 - 5499 kg";"Aanhangwagen";"2002";"aantal";""
"5000 - 5499 kg";"Aanhangwagen";"2003";"aantal";""
"5000 - 5499 kg";"Aanhangwagen";"2004";"aantal";"3576"
"5000 - 5499 kg";"Aanhangwagen";"2005";"aantal";"3692"
"5000 - 5499 kg";"Aanhangwagen";"2006";"aantal";"3641"
"5000 - 5499 kg";"Aanhangwagen";"2007";"aantal";"3501"
"5000 - 5499 kg";"Aanhangwagen";"2008";"aantal";"3491"
"5000 - 5499 kg";"Aanhangwagen";"2009";"aantal";"3483"
"5000 - 5499 kg";"Aanhangwagen";"2010";"aantal";"3400"
"5000 - 5499 kg";"Aanhangwagen";"2011";"aantal";"3307"
"5000 - 5499 kg";"Aanhangwagen";"2012";"aantal";"3213"
"5000 - 5499 kg";"Aanhangwagen";"2013";"aantal";"3143"
"5000 - 5499 kg";"Aanhangwagen";"2014";"aantal";"3000"
"5000 - 5499 kg";"Aanhangwagen";"2015";"aantal";"2880"
"5000 - 5499 kg";"Aanhangwagen";"2016";"aantal";"2818"
"5000 - 5499 kg";"Aanhangwagen";"2017";"aantal";"2725"
"5000 - 5499 kg";"Aanhangwagen";"2018";"aantal";"2646"
"5000 - 5499 kg";"Aanhangwagen";"2019";"aantal";"2523"
"5000 - 5499 kg";"Oplegger";"2000";"aantal";""
"5000 - 5499 kg";"Oplegger";"2001";"aantal";""
"5000 - 5499 kg";"Oplegger";"2002";"aantal";""
"5000 - 5499 kg";"Oplegger";"2003";"aantal";""
"5000 - 5499 kg";"Oplegger";"2004";"aantal";"3070"
"5000 - 5499 kg";"Oplegger";"2005";"aantal";"3472"
"5000 - 5499 kg";"Oplegger";"2006";"aantal";"3878"
"5000 - 5499 kg";"Oplegger";"2007";"aantal";"4246"
"5000 - 5499 kg";"Oplegger";"2008";"aantal";"4830"
"5000 - 5499 kg";"Oplegger";"2009";"aantal";"5534"
"5000 - 5499 kg";"Oplegger";"2010";"aantal";"5719"
"5000 - 5499 kg";"Oplegger";"2011";"aantal";"5606"
"5000 - 5499 kg";"Oplegger";"2012";"aantal";"5715"
"5000 - 5499 kg";"Oplegger";"2013";"aantal";"5935"
"5000 - 5499 kg";"Oplegger";"2014";"aantal";"5959"
"5000 - 5499 kg";"Oplegger";"2015";"aantal";"6103"
"5000 - 5499 kg";"Oplegger";"2016";"aantal";"6252"
"5000 - 5499 kg";"Oplegger";"2017";"aantal";"6355"
"5000 - 5499 kg";"Oplegger";"2018";"aantal";"6613"
"5000 - 5499 kg";"Oplegger";"2019";"aantal";"6975"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2000";"aantal";"5957"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2001";"aantal";"5944"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2002";"aantal";"5796"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2003";"aantal";"5650"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2004";"aantal";"13349"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2005";"aantal";"13147"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2006";"aantal";"13179"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2007";"aantal";"12920"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2008";"aantal";"12665"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2009";"aantal";"12811"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2010";"aantal";"12465"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2011";"aantal";"12063"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2012";"aantal";"11668"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2013";"aantal";"11245"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2014";"aantal";"10954"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2015";"aantal";"11029"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2016";"aantal";"10993"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2017";"aantal";"10943"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2018";"aantal";"11087"
"5500 - 5999 kg";"Totaal bedrijfsvoertuigen";"2019";"aantal";"11129"
"5500 - 5999 kg";"Bestelauto";"2000";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2001";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2002";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2003";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2004";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2005";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2006";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2007";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2008";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2009";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2010";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2011";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2012";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2013";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2014";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2015";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2016";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2017";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2018";"aantal";""
"5500 - 5999 kg";"Bestelauto";"2019";"aantal";""
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"3485"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"3540"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"3515"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"3483"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"3394"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"3294"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"3225"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"3234"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"3194"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"3221"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"3112"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"3014"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"2948"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"2833"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"2726"
"5500 - 5999 kg";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"2669"
