"TIME";"REP_MAR";"VESSEL";"UNIT";"Value";"Flag and Footnotes"
"2007";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"5 146";""
"2007";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-5.8";""
"2007";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-5.6";""
"2007";"Netherlands";"Tug and pusher craft";"Number";"655";""
"2007";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"595";""
"2007";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-38.5";""
"2007";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"-27.0";""
"2007";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 179";""
"2007";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"5 150";""
"2007";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-1.0";""
"2007";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-5.6";""
"2007";"Netherlands";"Unknown";"Number";":";""
"2007";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2007";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2007";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2008";"Netherlands";"Total";"Number";"47 623";""
"2008";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"762 571";""
"2008";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.1";""
"2008";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-2.1";""
"2008";"Netherlands";"Liquid bulk tanker";"Number";"11 671";""
"2008";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"186 583";""
"2008";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.3";""
"2008";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"4.8";""
"2008";"Netherlands";"Dry bulk carrier";"Number";"2 419";""
"2008";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"99 604";""
"2008";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.8";""
"2008";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"1.8";""
"2008";"Netherlands";"Container ship";"Number";"7 811";""
"2008";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"217 079";""
"2008";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.6";""
"2008";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"7.4";""
"2008";"Netherlands";"Specialised carrier";"Number";"90";""
"2008";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"1 091";""
"2008";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-24.3";""
"2008";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-3.2";""
"2008";"Netherlands";"General cargo; non-specialised";"Number";"21 553";""
"2008";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"242 064";""
"2008";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-1.0";""
"2008";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-8.4";""
"2008";"Netherlands";"Dry cargo barge";"Number";":";""
"2008";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2008";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2008";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2008";"Netherlands";"Cruise ship";"Number";":";""
"2008";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2008";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2008";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2008";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"124";""
"2008";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"6 532";""
"2008";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.9";""
"2008";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"1.6";""
"2008";"Netherlands";"Fishing vessel";"Number";"14";""
"2008";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"45";""
"2008";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-57.8";""
"2008";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-54.8";""
"2008";"Netherlands";"Offshore activities vessel";"Number";"2 134";""
"2008";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 790";""
"2008";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-6.9";""
"2008";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-4.2";""
"2008";"Netherlands";"Tug and pusher craft";"Number";"660";""
"2008";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"554";""
"2008";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-7.0";""
"2008";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"0.8";""
"2008";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 147";""
"2008";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"4 231";""
"2008";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-17.9";""
"2008";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-2.7";""
"2008";"Netherlands";"Unknown";"Number";":";""
"2008";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2008";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2008";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2009";"Netherlands";"Total";"Number";"41 033";""
"2009";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"689 837";""
"2009";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-9.5";""
"2009";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-13.8";""
"2009";"Netherlands";"Liquid bulk tanker";"Number";"10 860";""
"2009";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"188 801";""
"2009";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"1.2";""
"2009";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"-6.9";""
"2009";"Netherlands";"Dry bulk carrier";"Number";"1 743";""
"2009";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"68 456";""
"2009";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-31.3";""
"2009";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-27.9";""
"2009";"Netherlands";"Container ship";"Number";"7 096";""
"2009";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"207 545";""
"2009";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-4.4";""
"2009";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"-9.2";""
"2009";"Netherlands";"Specialised carrier";"Number";"61";""
"2009";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"715";""
"2009";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-34.5";""
"2009";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-32.2";""
"2009";"Netherlands";"General cargo; non-specialised";"Number";"17 324";""
"2009";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"208 873";""
"2009";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-13.7";""
"2009";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-19.6";""
"2009";"Netherlands";"Dry cargo barge";"Number";"3";""
"2009";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";"120";""
"2009";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2009";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2009";"Netherlands";"Cruise ship";"Number";":";""
"2009";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2009";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2009";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2009";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"68";""
"2009";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"4 552";""
"2009";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-30.3";""
"2009";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"-45.2";""
"2009";"Netherlands";"Fishing vessel";"Number";"37";""
"2009";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"126";""
"2009";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"182.6";""
"2009";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"164.3";""
"2009";"Netherlands";"Offshore activities vessel";"Number";"2 235";""
"2009";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"5 838";""
"2009";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"21.9";""
"2009";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"4.7";""
"2009";"Netherlands";"Tug and pusher craft";"Number";"766";""
"2009";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"456";""
"2009";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-17.6";""
"2009";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"16.1";""
"2009";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"840";""
"2009";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"4 356";""
"2009";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.9";""
"2009";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-26.8";""
"2009";"Netherlands";"Unknown";"Number";":";""
"2009";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2009";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2009";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2010";"Netherlands";"Total";"Number";"44 535";""
"2010";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"740 132";""
"2010";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.3";""
"2010";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"8.5";""
"2010";"Netherlands";"Liquid bulk tanker";"Number";"11 262";""
"2010";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"197 524";""
"2010";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"4.6";""
"2010";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"3.7";""
"2010";"Netherlands";"Dry bulk carrier";"Number";"2 109";""
"2010";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"87 232";""
"2010";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"27.4";""
"2010";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"21.0";""
"2010";"Netherlands";"Container ship";"Number";"7 633";""
"2010";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"219 693";""
"2010";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.9";""
"2010";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"7.6";""
"2010";"Netherlands";"Specialised carrier";"Number";"97";""
"2010";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"1 246";""
"2010";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"74.2";""
"2010";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"59.0";""
"2010";"Netherlands";"General cargo; non-specialised";"Number";"18 060";""
"2010";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"216 401";""
"2010";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.6";""
"2010";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"4.2";""
"2010";"Netherlands";"Dry cargo barge";"Number";":";""
"2010";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2010";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2010";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2010";"Netherlands";"Cruise ship";"Number";":";""
"2010";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2010";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2010";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2010";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"80";""
"2010";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"4 292";""
"2010";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-5.7";""
"2010";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"17.6";""
"2010";"Netherlands";"Fishing vessel";"Number";"185";""
"2010";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"364";""
"2010";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"189.8";""
"2010";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"400.0";""
"2010";"Netherlands";"Offshore activities vessel";"Number";"2 460";""
"2010";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"6 652";""
"2010";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"13.9";""
"2010";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"10.1";""
"2010";"Netherlands";"Tug and pusher craft";"Number";"1 307";""
"2010";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"723";""
"2010";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"58.4";""
"2010";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"70.6";""
"2010";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 342";""
"2010";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"6 006";""
"2010";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"37.9";""
"2010";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"59.8";""
"2010";"Netherlands";"Unknown";"Number";":";""
"2010";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2010";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2010";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2011";"Netherlands";"Total";"Number";"37 160";""
"2011";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"691 592";""
"2011";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-6.6";""
"2011";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-16.6";""
"2011";"Netherlands";"Liquid bulk tanker";"Number";"11 142";""
"2011";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"187 800";""
"2011";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-4.9";""
"2011";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"-1.1";""
"2011";"Netherlands";"Dry bulk carrier";"Number";"1 889";""
"2011";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"82 748";""
"2011";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-5.1";""
"2011";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-10.4";""
"2011";"Netherlands";"Container ship";"Number";"6 694";""
"2011";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"209 938";""
"2011";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-4.4";""
"2011";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"-12.3";""
"2011";"Netherlands";"Specialised carrier";"Number";"248";""
"2011";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"9 204";""
"2011";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"638.9";""
"2011";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"155.7";""
"2011";"Netherlands";"General cargo; non-specialised";"Number";"15 920";""
"2011";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"196 178";""
"2011";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-9.3";""
"2011";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-11.8";""
"2011";"Netherlands";"Dry cargo barge";"Number";":";""
"2011";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2011";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2011";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2011";"Netherlands";"Cruise ship";"Number";"30";""
"2011";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"1 443";""
"2011";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2011";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2011";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2011";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2011";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2011";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2011";"Netherlands";"Fishing vessel";"Number";"92";""
"2011";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"386";""
"2011";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.9";""
"2011";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-50.3";""
"2011";"Netherlands";"Offshore activities vessel";"Number";"1 055";""
"2011";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"3 475";""
"2011";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-47.8";""
"2011";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-57.1";""
"2011";"Netherlands";"Tug and pusher craft";"Number";"57";""
"2011";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"51";""
"2011";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-92.9";""
"2011";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"-95.6";""
"2011";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"33";""
"2011";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"368";""
"2011";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-93.9";""
"2011";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-97.5";""
"2011";"Netherlands";"Unknown";"Number";":";""
"2011";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2011";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2011";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2012";"Netherlands";"Total";"Number";"36 637";""
"2012";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"718 774";""
"2012";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.9";""
"2012";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-1.4";""
"2012";"Netherlands";"Liquid bulk tanker";"Number";"11 885";""
"2012";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"211 276";""
"2012";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"12.5";""
"2012";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"6.7";""
"2012";"Netherlands";"Dry bulk carrier";"Number";"1 907";""
"2012";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"85 734";""
"2012";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.6";""
"2012";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"1.0";""
"2012";"Netherlands";"Container ship";"Number";"6 333";""
"2012";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"211 613";""
"2012";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.8";""
"2012";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"-5.4";""
"2012";"Netherlands";"Specialised carrier";"Number";"250";""
"2012";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"9 253";""
"2012";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.5";""
"2012";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"0.8";""
"2012";"Netherlands";"General cargo; non-specialised";"Number";"15 572";""
"2012";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"195 311";""
"2012";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.4";""
"2012";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-2.2";""
"2012";"Netherlands";"Dry cargo barge";"Number";":";""
"2012";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2012";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2012";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2012";"Netherlands";"Cruise ship";"Number";"45";""
"2012";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"2 640";""
"2012";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"82.9";""
"2012";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";"50.0";""
"2012";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2012";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2012";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2012";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2012";"Netherlands";"Fishing vessel";"Number";":";""
"2012";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";":";""
"2012";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2012";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2012";"Netherlands";"Offshore activities vessel";"Number";"645";""
"2012";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"2 947";""
"2012";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-15.2";""
"2012";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-38.9";""
"2012";"Netherlands";"Tug and pusher craft";"Number";":";""
"2012";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";":";""
"2012";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2012";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2012";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";":";""
"2012";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";":";""
"2012";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2012";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2012";"Netherlands";"Unknown";"Number";":";""
"2012";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2012";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2012";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2013";"Netherlands";"Total";"Number";"35 452";""
"2013";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"717 891";""
"2013";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.1";""
"2013";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-3.2";""
"2013";"Netherlands";"Liquid bulk tanker";"Number";"11 544";""
"2013";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"203 409";""
