"TIME";"REP_MAR";"VESSEL";"UNIT";"Value";"Flag and Footnotes"
"2002";"Netherlands";"General cargo; non-specialised";"Number";"23 673";""
"2002";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"218 692";""
"2002";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-1.3";""
"2002";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-3.6";""
"2002";"Netherlands";"Dry cargo barge";"Number";":";""
"2002";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2002";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2002";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2002";"Netherlands";"Cruise ship";"Number";":";""
"2002";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2002";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2002";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2002";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"89";""
"2002";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"2 708";""
"2002";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-4.1";""
"2002";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"-1.1";""
"2002";"Netherlands";"Fishing vessel";"Number";"47";""
"2002";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"82";""
"2002";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"47.8";""
"2002";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"27.0";""
"2002";"Netherlands";"Offshore activities vessel";"Number";"2 218";""
"2002";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 145";""
"2002";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"24.0";""
"2002";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"10.2";""
"2002";"Netherlands";"Tug and pusher craft";"Number";"649";""
"2002";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"648";""
"2002";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"35.7";""
"2002";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"25.5";""
"2002";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 247";""
"2002";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"4 068";""
"2002";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-21.0";""
"2002";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-13.1";""
"2002";"Netherlands";"Unknown";"Number";":";""
"2002";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2002";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2002";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2003";"Netherlands";"Total";"Number";"46 215";""
"2003";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"658 119";""
"2003";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.0";""
"2003";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"0.8";""
"2003";"Netherlands";"Liquid bulk tanker";"Number";"9 869";""
"2003";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"135 075";""
"2003";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.9";""
"2003";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"1.4";""
"2003";"Netherlands";"Dry bulk carrier";"Number";"2 350";""
"2003";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"94 418";""
"2003";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-5.5";""
"2003";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-9.7";""
"2003";"Netherlands";"Container ship";"Number";"5 929";""
"2003";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"181 085";""
"2003";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"4.3";""
"2003";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"8.7";""
"2003";"Netherlands";"Specialised carrier";"Number";"160";""
"2003";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"1 971";""
"2003";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"41.9";""
"2003";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"22.1";""
"2003";"Netherlands";"General cargo; non-specialised";"Number";"24 031";""
"2003";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"233 565";""
"2003";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"6.8";""
"2003";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"1.5";""
"2003";"Netherlands";"Dry cargo barge";"Number";"2";""
"2003";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";"3";""
"2003";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2003";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2003";"Netherlands";"Cruise ship";"Number";":";""
"2003";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2003";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2003";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2003";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"95";""
"2003";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"2 968";""
"2003";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"9.6";""
"2003";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"6.7";""
"2003";"Netherlands";"Fishing vessel";"Number";"79";""
"2003";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"93";""
"2003";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"12.7";""
"2003";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"68.1";""
"2003";"Netherlands";"Offshore activities vessel";"Number";"1 814";""
"2003";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"3 983";""
"2003";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-3.9";""
"2003";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-18.2";""
"2003";"Netherlands";"Tug and pusher craft";"Number";"657";""
"2003";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"522";""
"2003";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-19.5";""
"2003";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"1.2";""
"2003";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 229";""
"2003";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"4 436";""
"2003";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"9.0";""
"2003";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-1.4";""
"2003";"Netherlands";"Unknown";"Number";":";""
"2003";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2003";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2003";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2004";"Netherlands";"Total";"Number";"47 755";""
"2004";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"696 073";""
"2004";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.8";""
"2004";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"3.3";""
"2004";"Netherlands";"Liquid bulk tanker";"Number";"10 241";""
"2004";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"144 884";""
"2004";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.3";""
"2004";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"3.8";""
"2004";"Netherlands";"Dry bulk carrier";"Number";"2 444";""
"2004";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"97 785";""
"2004";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"3.6";""
"2004";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"4.0";""
"2004";"Netherlands";"Container ship";"Number";"6 736";""
"2004";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"201 066";""
"2004";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"11.0";""
"2004";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"13.6";""
"2004";"Netherlands";"Specialised carrier";"Number";"129";""
"2004";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"1 652";""
"2004";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-16.2";""
"2004";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-19.4";""
"2004";"Netherlands";"General cargo; non-specialised";"Number";"24 535";""
"2004";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"238 903";""
"2004";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.3";""
"2004";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"2.1";""
"2004";"Netherlands";"Dry cargo barge";"Number";":";""
"2004";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2004";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2004";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2004";"Netherlands";"Cruise ship";"Number";"25";""
"2004";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"1 318";""
"2004";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2004";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2004";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"67";""
"2004";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"1 579";""
"2004";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-46.8";""
"2004";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"-29.5";""
"2004";"Netherlands";"Fishing vessel";"Number";"17";""
"2004";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"25";""
"2004";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-73.3";""
"2004";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-78.5";""
"2004";"Netherlands";"Offshore activities vessel";"Number";"1 891";""
"2004";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 017";""
"2004";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.8";""
"2004";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"4.2";""
"2004";"Netherlands";"Tug and pusher craft";"Number";"612";""
"2004";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"568";""
"2004";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"8.7";""
"2004";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"-6.8";""
"2004";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 058";""
"2004";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"4 278";""
"2004";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-3.6";""
"2004";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"-13.9";""
"2004";"Netherlands";"Unknown";"Number";":";""
"2004";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2004";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2004";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2005";"Netherlands";"Total";"Number";"46 684";""
"2005";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"689 826";""
"2005";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.9";""
"2005";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-2.2";""
"2005";"Netherlands";"Liquid bulk tanker";"Number";"10 237";""
"2005";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"152 724";""
"2005";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.4";""
"2005";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"0.0";""
"2005";"Netherlands";"Dry bulk carrier";"Number";"2 493";""
"2005";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"97 178";""
"2005";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.6";""
"2005";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"2.0";""
"2005";"Netherlands";"Container ship";"Number";"6 381";""
"2005";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"184 272";""
"2005";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-8.4";""
"2005";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"-5.3";""
"2005";"Netherlands";"Specialised carrier";"Number";"142";""
"2005";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"2 047";""
"2005";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"23.9";""
"2005";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"10.1";""
"2005";"Netherlands";"General cargo; non-specialised";"Number";"23 737";""
"2005";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"238 261";""
"2005";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.3";""
"2005";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-3.3";""
"2005";"Netherlands";"Dry cargo barge";"Number";":";""
"2005";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2005";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2005";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2005";"Netherlands";"Cruise ship";"Number";":";""
"2005";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2005";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2005";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2005";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"116";""
"2005";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"5 079";""
"2005";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"221.7";""
"2005";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";"73.1";""
"2005";"Netherlands";"Fishing vessel";"Number";"35";""
"2005";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"100";""
"2005";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"305.1";""
"2005";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"105.9";""
"2005";"Netherlands";"Offshore activities vessel";"Number";"1 666";""
"2005";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"4 134";""
"2005";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.9";""
"2005";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-11.9";""
"2005";"Netherlands";"Tug and pusher craft";"Number";"784";""
"2005";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"856";""
"2005";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"50.7";""
"2005";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"28.1";""
"2005";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 093";""
"2005";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"5 175";""
"2005";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"21.0";""
"2005";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"3.3";""
"2005";"Netherlands";"Unknown";"Number";":";""
"2005";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2005";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2005";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2006";"Netherlands";"Total";"Number";"49 476";""
"2006";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"726 295";""
"2006";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.3";""
"2006";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"6.0";""
"2006";"Netherlands";"Liquid bulk tanker";"Number";"11 095";""
"2006";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"164 400";""
"2006";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.6";""
"2006";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"8.4";""
"2006";"Netherlands";"Dry bulk carrier";"Number";"2 421";""
"2006";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"97 304";""
"2006";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.1";""
"2006";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-2.9";""
"2006";"Netherlands";"Container ship";"Number";"6 626";""
"2006";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"195 131";""
"2006";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.9";""
"2006";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"3.8";""
"2006";"Netherlands";"Specialised carrier";"Number";"145";""
"2006";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"1 941";""
"2006";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-5.2";""
"2006";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"2.1";""
"2006";"Netherlands";"General cargo; non-specialised";"Number";"24 544";""
"2006";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"251 268";""
"2006";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"5.5";""
"2006";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"3.4";""
"2006";"Netherlands";"Dry cargo barge";"Number";":";""
"2006";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2006";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2006";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2006";"Netherlands";"Cruise ship";"Number";"98";""
"2006";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";"4 531";""
"2006";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2006";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2006";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";":";""
"2006";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";":";""
"2006";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2006";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2006";"Netherlands";"Fishing vessel";"Number";"43";""
"2006";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"86";""
"2006";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-14.4";""
"2006";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"22.9";""
"2006";"Netherlands";"Offshore activities vessel";"Number";"2 358";""
"2006";"Netherlands";"Offshore activities vessel";"Gross tonnage (GT) in thousand";"5 461";""
"2006";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"32.1";""
"2006";"Netherlands";"Offshore activities vessel";"Growth rate on previous period (t/t-1) for number of vessels";"41.5";""
"2006";"Netherlands";"Tug and pusher craft";"Number";"897";""
"2006";"Netherlands";"Tug and pusher craft";"Gross tonnage (GT) in thousand";"968";""
"2006";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"13.1";""
"2006";"Netherlands";"Tug and pusher craft";"Growth rate on previous period (t/t-1) for number of vessels";"14.4";""
"2006";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Number";"1 249";""
"2006";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Gross tonnage (GT) in thousand";"5 205";""
"2006";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"0.6";""
"2006";"Netherlands";"Other type of vessel (dredger; research vessel; other)";"Growth rate on previous period (t/t-1) for number of vessels";"14.3";""
"2006";"Netherlands";"Unknown";"Number";":";""
"2006";"Netherlands";"Unknown";"Gross tonnage (GT) in thousand";":";""
"2006";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2006";"Netherlands";"Unknown";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2007";"Netherlands";"Total";"Number";"48 630";""
"2007";"Netherlands";"Total";"Gross tonnage (GT) in thousand";"746 769";""
"2007";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"2.8";""
"2007";"Netherlands";"Total";"Growth rate on previous period (t/t-1) for number of vessels";"-1.7";""
"2007";"Netherlands";"Liquid bulk tanker";"Number";"11 140";""
"2007";"Netherlands";"Liquid bulk tanker";"Gross tonnage (GT) in thousand";"177 196";""
"2007";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.8";""
"2007";"Netherlands";"Liquid bulk tanker";"Growth rate on previous period (t/t-1) for number of vessels";"0.4";""
"2007";"Netherlands";"Dry bulk carrier";"Number";"2 377";""
"2007";"Netherlands";"Dry bulk carrier";"Gross tonnage (GT) in thousand";"96 888";""
"2007";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-0.4";""
"2007";"Netherlands";"Dry bulk carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-1.8";""
"2007";"Netherlands";"Container ship";"Number";"7 274";""
"2007";"Netherlands";"Container ship";"Gross tonnage (GT) in thousand";"209 577";""
"2007";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"7.4";""
"2007";"Netherlands";"Container ship";"Growth rate on previous period (t/t-1) for number of vessels";"9.8";""
"2007";"Netherlands";"Specialised carrier";"Number";"93";""
"2007";"Netherlands";"Specialised carrier";"Gross tonnage (GT) in thousand";"1 441";""
"2007";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-25.8";""
"2007";"Netherlands";"Specialised carrier";"Growth rate on previous period (t/t-1) for number of vessels";"-35.9";""
"2007";"Netherlands";"General cargo; non-specialised";"Number";"23 532";""
"2007";"Netherlands";"General cargo; non-specialised";"Gross tonnage (GT) in thousand";"244 615";""
"2007";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"-2.6";""
"2007";"Netherlands";"General cargo; non-specialised";"Growth rate on previous period (t/t-1) for number of vessels";"-4.1";""
"2007";"Netherlands";"Dry cargo barge";"Number";":";""
"2007";"Netherlands";"Dry cargo barge";"Gross tonnage (GT) in thousand";":";""
"2007";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2007";"Netherlands";"Dry cargo barge";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2007";"Netherlands";"Cruise ship";"Number";":";""
"2007";"Netherlands";"Cruise ship";"Gross tonnage (GT) in thousand";":";""
"2007";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2007";"Netherlands";"Cruise ship";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2007";"Netherlands";"Passenger ship (excluding cruise ship)";"Number";"122";""
"2007";"Netherlands";"Passenger ship (excluding cruise ship)";"Gross tonnage (GT) in thousand";"6 055";""
"2007";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";":";""
"2007";"Netherlands";"Passenger ship (excluding cruise ship)";"Growth rate on previous period (t/t-1) for number of vessels";":";""
"2007";"Netherlands";"Fishing vessel";"Number";"31";""
"2007";"Netherlands";"Fishing vessel";"Gross tonnage (GT) in thousand";"105";""
"2007";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for gross tonnage of vessels";"23.3";""
"2007";"Netherlands";"Fishing vessel";"Growth rate on previous period (t/t-1) for number of vessels";"-27.9";""
"2007";"Netherlands";"Offshore activities vessel";"Number";"2 227";""
