"Perioden";"Voertuigtype";"Onderwerp";"";""
"2005";"Speciaal voertuig";"4000 - 4499 kg";"aantal";"1134"
"2005";"Speciaal voertuig";"4500 - 4999 kg";"aantal";"892"
"2005";"Speciaal voertuig";"5000 - 5499 kg";"aantal";"693"
"2005";"Speciaal voertuig";"5500 - 5999 kg";"aantal";"700"
"2005";"Speciaal voertuig";"6000 - 6499 kg";"aantal";"657"
"2005";"Speciaal voertuig";"6500 - 6999 kg";"aantal";"617"
"2005";"Speciaal voertuig";"7000 - 7499 kg";"aantal";"570"
"2005";"Speciaal voertuig";"7500 - 7999 kg";"aantal";"516"
"2005";"Speciaal voertuig";"8000 - 8499 kg";"aantal";"533"
"2005";"Speciaal voertuig";"8500 - 8999 kg";"aantal";"559"
"2005";"Speciaal voertuig";"9000 - 9499 kg";"aantal";"474"
"2005";"Speciaal voertuig";"9500 - 9999 kg";"aantal";"480"
"2005";"Speciaal voertuig";"10 000 - 10 499 kg";"aantal";"465"
"2005";"Speciaal voertuig";"10 500 - 10 999 kg";"aantal";"467"
"2005";"Speciaal voertuig";"11 000 - 11 499 kg";"aantal";"541"
"2005";"Speciaal voertuig";"11 500 - 11 999 kg";"aantal";"422"
"2005";"Speciaal voertuig";"12 000 - 12 499 kg";"aantal";"535"
"2005";"Speciaal voertuig";"12 500 - 12 999 kg";"aantal";"492"
"2005";"Speciaal voertuig";"13 000 - 13 499 kg";"aantal";"608"
"2005";"Speciaal voertuig";"13 500 - 13 999 kg";"aantal";"592"
"2005";"Speciaal voertuig";"14 000 - 14 499 kg";"aantal";"451"
"2005";"Speciaal voertuig";"14 500 - 14 999 kg";"aantal";"376"
"2005";"Speciaal voertuig";"15 000 - 15 499 kg";"aantal";"274"
"2005";"Speciaal voertuig";"15 500 - 15 999 kg";"aantal";"156"
"2005";"Speciaal voertuig";"16 000 - 19 999 kg";"aantal";"562"
"2005";"Speciaal voertuig";"20 000 - 24 999 kg";"aantal";"705"
"2005";"Speciaal voertuig";"25 000 - 29 999 kg";"aantal";"93"
"2005";"Speciaal voertuig";"30 000 kg en meer";"aantal";"1814"
"2005";"Speciaal voertuig";"Leeggewicht onbekend";"aantal";"17"
"2005";"Bus";"||Totaal";"aantal";"11231"
"2005";"Bus";"Benzine";"aantal";"25"
"2005";"Bus";"Diesel";"aantal";"11024"
"2005";"Bus";"LPG";"aantal";"125"
"2005";"Bus";"Elektriciteit";"aantal";"54"
"2005";"Bus";"CNG";"aantal";"0"
"2005";"Bus";"Geen/overige/onbekende brandstof";"aantal";"3"
"2005";"Bus";"||Totaal";"aantal";"11231"
"2005";"Bus";"< 500 kg";"aantal";"0"
"2005";"Bus";"500 - 999 kg";"aantal";"0"
"2005";"Bus";"1000 - 1499 kg";"aantal";"5"
"2005";"Bus";"1500 - 1999 kg";"aantal";"5"
"2005";"Bus";"2000 - 2499 kg";"aantal";"153"
"2005";"Bus";"2500 - 2999 kg";"aantal";"274"
"2005";"Bus";"3000 - 3499 kg";"aantal";"170"
"2005";"Bus";"3500 - 3999 kg";"aantal";"72"
"2005";"Bus";"4000 - 4499 kg";"aantal";"108"
"2005";"Bus";"4500 - 4999 kg";"aantal";"71"
"2005";"Bus";"5000 - 5499 kg";"aantal";"57"
"2005";"Bus";"5500 - 5999 kg";"aantal";"41"
"2005";"Bus";"6000 - 6499 kg";"aantal";"54"
"2005";"Bus";"6500 - 6999 kg";"aantal";"27"
"2005";"Bus";"7000 - 7499 kg";"aantal";"49"
"2005";"Bus";"7500 - 7999 kg";"aantal";"146"
"2005";"Bus";"8000 - 8499 kg";"aantal";"90"
"2005";"Bus";"8500 - 8999 kg";"aantal";"669"
"2005";"Bus";"9000 - 9499 kg";"aantal";"365"
"2005";"Bus";"9500 - 9999 kg";"aantal";"432"
"2005";"Bus";"10 000 - 10 499 kg";"aantal";"796"
"2005";"Bus";"10 500 - 10 999 kg";"aantal";"1585"
"2005";"Bus";"11 000 - 11 499 kg";"aantal";"1480"
"2005";"Bus";"11 500 - 11 999 kg";"aantal";"596"
"2005";"Bus";"12 000 - 12 499 kg";"aantal";"749"
"2005";"Bus";"12 500 - 12 999 kg";"aantal";"563"
"2005";"Bus";"13 000 - 13 499 kg";"aantal";"727"
"2005";"Bus";"13 500 - 13 999 kg";"aantal";"348"
"2005";"Bus";"14 000 - 14 499 kg";"aantal";"241"
"2005";"Bus";"14 500 - 14 999 kg";"aantal";"236"
"2005";"Bus";"15 000 - 15 499 kg";"aantal";"328"
"2005";"Bus";"15 500 - 15 999 kg";"aantal";"165"
"2005";"Bus";"16 000 - 19 999 kg";"aantal";"600"
"2005";"Bus";"20 000 - 24 999 kg";"aantal";"28"
"2005";"Bus";"25 000 - 29 999 kg";"aantal";"1"
"2005";"Bus";"30 000 kg en meer";"aantal";"0"
"2005";"Bus";"Leeggewicht onbekend";"aantal";"0"
"2005";"Aanhangwagen";"||Totaal";"aantal";"782035"
"2005";"Aanhangwagen";"Benzine";"aantal";""
"2005";"Aanhangwagen";"Diesel";"aantal";""
"2005";"Aanhangwagen";"LPG";"aantal";""
"2005";"Aanhangwagen";"Elektriciteit";"aantal";""
"2005";"Aanhangwagen";"CNG";"aantal";""
"2005";"Aanhangwagen";"Geen/overige/onbekende brandstof";"aantal";"782035"
"2005";"Aanhangwagen";"||Totaal";"aantal";"782035"
"2005";"Aanhangwagen";"< 500 kg";"aantal";"152099"
"2005";"Aanhangwagen";"500 - 999 kg";"aantal";"493967"
"2005";"Aanhangwagen";"1000 - 1499 kg";"aantal";"99889"
"2005";"Aanhangwagen";"1500 - 1999 kg";"aantal";"6489"
"2005";"Aanhangwagen";"2000 - 2499 kg";"aantal";"2054"
"2005";"Aanhangwagen";"2500 - 2999 kg";"aantal";"1427"
"2005";"Aanhangwagen";"3000 - 3499 kg";"aantal";"2571"
"2005";"Aanhangwagen";"3500 - 3999 kg";"aantal";"2755"
"2005";"Aanhangwagen";"4000 - 4499 kg";"aantal";"2072"
"2005";"Aanhangwagen";"4500 - 4999 kg";"aantal";"3032"
"2005";"Aanhangwagen";"5000 - 5499 kg";"aantal";"3692"
"2005";"Aanhangwagen";"5500 - 5999 kg";"aantal";"3027"
"2005";"Aanhangwagen";"6000 - 6499 kg";"aantal";"2695"
"2005";"Aanhangwagen";"6500 - 6999 kg";"aantal";"2196"
"2005";"Aanhangwagen";"7000 - 7499 kg";"aantal";"1223"
"2005";"Aanhangwagen";"7500 - 7999 kg";"aantal";"641"
"2005";"Aanhangwagen";"8000 - 8499 kg";"aantal";"379"
"2005";"Aanhangwagen";"8500 - 8999 kg";"aantal";"323"
"2005";"Aanhangwagen";"9000 - 9499 kg";"aantal";"204"
"2005";"Aanhangwagen";"9500 - 9999 kg";"aantal";"177"
"2005";"Aanhangwagen";"10 000 - 10 499 kg";"aantal";"105"
"2005";"Aanhangwagen";"10 500 - 10 999 kg";"aantal";"81"
"2005";"Aanhangwagen";"11 000 - 11 499 kg";"aantal";"74"
"2005";"Aanhangwagen";"11 500 - 11 999 kg";"aantal";"52"
"2005";"Aanhangwagen";"12 000 - 12 499 kg";"aantal";"30"
"2005";"Aanhangwagen";"12 500 - 12 999 kg";"aantal";"47"
"2005";"Aanhangwagen";"13 000 - 13 499 kg";"aantal";"41"
"2005";"Aanhangwagen";"13 500 - 13 999 kg";"aantal";"61"
"2005";"Aanhangwagen";"14 000 - 14 499 kg";"aantal";"53"
"2005";"Aanhangwagen";"14 500 - 14 999 kg";"aantal";"31"
"2005";"Aanhangwagen";"15 000 - 15 499 kg";"aantal";"26"
"2005";"Aanhangwagen";"15 500 - 15 999 kg";"aantal";"31"
"2005";"Aanhangwagen";"16 000 - 19 999 kg";"aantal";"177"
"2005";"Aanhangwagen";"20 000 - 24 999 kg";"aantal";"91"
"2005";"Aanhangwagen";"25 000 - 29 999 kg";"aantal";"38"
"2005";"Aanhangwagen";"30 000 kg en meer";"aantal";"75"
"2005";"Aanhangwagen";"Leeggewicht onbekend";"aantal";"110"
"2005";"Oplegger";"||Totaal";"aantal";"112360"
"2005";"Oplegger";"Benzine";"aantal";""
"2005";"Oplegger";"Diesel";"aantal";""
"2005";"Oplegger";"LPG";"aantal";""
"2005";"Oplegger";"Elektriciteit";"aantal";""
"2005";"Oplegger";"CNG";"aantal";""
"2005";"Oplegger";"Geen/overige/onbekende brandstof";"aantal";"112360"
"2005";"Oplegger";"||Totaal";"aantal";"112360"
"2005";"Oplegger";"< 500 kg";"aantal";"6"
"2005";"Oplegger";"500 - 999 kg";"aantal";"41"
"2005";"Oplegger";"1000 - 1499 kg";"aantal";"393"
"2005";"Oplegger";"1500 - 1999 kg";"aantal";"743"
"2005";"Oplegger";"2000 - 2499 kg";"aantal";"527"
"2005";"Oplegger";"2500 - 2999 kg";"aantal";"725"
"2005";"Oplegger";"3000 - 3499 kg";"aantal";"1268"
"2005";"Oplegger";"3500 - 3999 kg";"aantal";"2664"
"2005";"Oplegger";"4000 - 4499 kg";"aantal";"1856"
"2005";"Oplegger";"4500 - 4999 kg";"aantal";"2547"
"2005";"Oplegger";"5000 - 5499 kg";"aantal";"3472"
"2005";"Oplegger";"5500 - 5999 kg";"aantal";"4932"
"2005";"Oplegger";"6000 - 6499 kg";"aantal";"8324"
"2005";"Oplegger";"6500 - 6999 kg";"aantal";"15343"
"2005";"Oplegger";"7000 - 7499 kg";"aantal";"14353"
"2005";"Oplegger";"7500 - 7999 kg";"aantal";"13616"
"2005";"Oplegger";"8000 - 8499 kg";"aantal";"9873"
"2005";"Oplegger";"8500 - 8999 kg";"aantal";"9881"
"2005";"Oplegger";"9000 - 9499 kg";"aantal";"6496"
"2005";"Oplegger";"9500 - 9999 kg";"aantal";"4640"
"2005";"Oplegger";"10 000 - 10 499 kg";"aantal";"2927"
"2005";"Oplegger";"10 500 - 10 999 kg";"aantal";"2102"
"2005";"Oplegger";"11 000 - 11 499 kg";"aantal";"1173"
"2005";"Oplegger";"11 500 - 11 999 kg";"aantal";"859"
"2005";"Oplegger";"12 000 - 12 499 kg";"aantal";"545"
"2005";"Oplegger";"12 500 - 12 999 kg";"aantal";"486"
"2005";"Oplegger";"13 000 - 13 499 kg";"aantal";"311"
"2005";"Oplegger";"13 500 - 13 999 kg";"aantal";"215"
"2005";"Oplegger";"14 000 - 14 499 kg";"aantal";"172"
"2005";"Oplegger";"14 500 - 14 999 kg";"aantal";"139"
"2005";"Oplegger";"15 000 - 15 499 kg";"aantal";"124"
"2005";"Oplegger";"15 500 - 15 999 kg";"aantal";"105"
"2005";"Oplegger";"16 000 - 19 999 kg";"aantal";"519"
"2005";"Oplegger";"20 000 - 24 999 kg";"aantal";"317"
"2005";"Oplegger";"25 000 - 29 999 kg";"aantal";"235"
"2005";"Oplegger";"30 000 kg en meer";"aantal";"408"
"2005";"Oplegger";"Leeggewicht onbekend";"aantal";"23"
"2006";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"2007699"
"2006";"Totaal bedrijfsvoertuigen";"Benzine";"aantal";"49727"
"2006";"Totaal bedrijfsvoertuigen";"Diesel";"aantal";"999627"
"2006";"Totaal bedrijfsvoertuigen";"LPG";"aantal";"20930"
"2006";"Totaal bedrijfsvoertuigen";"Elektriciteit";"aantal";"86"
"2006";"Totaal bedrijfsvoertuigen";"CNG";"aantal";"232"
"2006";"Totaal bedrijfsvoertuigen";"Geen/overige/onbekende brandstof";"aantal";"937097"
"2006";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"2007699"
"2006";"Totaal bedrijfsvoertuigen";"< 500 kg";"aantal";"162222"
"2006";"Totaal bedrijfsvoertuigen";"500 - 999 kg";"aantal";"547506"
"2006";"Totaal bedrijfsvoertuigen";"1000 - 1499 kg";"aantal";"435191"
"2006";"Totaal bedrijfsvoertuigen";"1500 - 1999 kg";"aantal";"430698"
"2006";"Totaal bedrijfsvoertuigen";"2000 - 2499 kg";"aantal";"78473"
"2006";"Totaal bedrijfsvoertuigen";"2500 - 2999 kg";"aantal";"38151"
"2006";"Totaal bedrijfsvoertuigen";"3000 - 3499 kg";"aantal";"16629"
"2006";"Totaal bedrijfsvoertuigen";"3500 - 3999 kg";"aantal";"8958"
"2006";"Totaal bedrijfsvoertuigen";"4000 - 4499 kg";"aantal";"7943"
"2006";"Totaal bedrijfsvoertuigen";"4500 - 4999 kg";"aantal";"10660"
"2006";"Totaal bedrijfsvoertuigen";"5000 - 5499 kg";"aantal";"12409"
"2006";"Totaal bedrijfsvoertuigen";"5500 - 5999 kg";"aantal";"13179"
"2006";"Totaal bedrijfsvoertuigen";"6000 - 6499 kg";"aantal";"18210"
"2006";"Totaal bedrijfsvoertuigen";"6500 - 6999 kg";"aantal";"34918"
"2006";"Totaal bedrijfsvoertuigen";"7000 - 7499 kg";"aantal";"50087"
"2006";"Totaal bedrijfsvoertuigen";"7500 - 7999 kg";"aantal";"26463"
"2006";"Totaal bedrijfsvoertuigen";"8000 - 8499 kg";"aantal";"18577"
"2006";"Totaal bedrijfsvoertuigen";"8500 - 8999 kg";"aantal";"18177"
"2006";"Totaal bedrijfsvoertuigen";"9000 - 9499 kg";"aantal";"12542"
"2006";"Totaal bedrijfsvoertuigen";"9500 - 9999 kg";"aantal";"9686"
"2006";"Totaal bedrijfsvoertuigen";"10 000 - 10 499 kg";"aantal";"7526"
"2006";"Totaal bedrijfsvoertuigen";"10 500 - 10 999 kg";"aantal";"7701"
"2006";"Totaal bedrijfsvoertuigen";"11 000 - 11 499 kg";"aantal";"6454"
"2006";"Totaal bedrijfsvoertuigen";"11 500 - 11 999 kg";"aantal";"4773"
"2006";"Totaal bedrijfsvoertuigen";"12 000 - 12 499 kg";"aantal";"4113"
"2006";"Totaal bedrijfsvoertuigen";"12 500 - 12 999 kg";"aantal";"3801"
"2006";"Totaal bedrijfsvoertuigen";"13 000 - 13 499 kg";"aantal";"3408"
"2006";"Totaal bedrijfsvoertuigen";"13 500 - 13 999 kg";"aantal";"2424"
"2006";"Totaal bedrijfsvoertuigen";"14 000 - 14 499 kg";"aantal";"2060"
"2006";"Totaal bedrijfsvoertuigen";"14 500 - 14 999 kg";"aantal";"1711"
"2006";"Totaal bedrijfsvoertuigen";"15 000 - 15 499 kg";"aantal";"1673"
"2006";"Totaal bedrijfsvoertuigen";"15 500 - 15 999 kg";"aantal";"1324"
"2006";"Totaal bedrijfsvoertuigen";"16 000 - 19 999 kg";"aantal";"5325"
"2006";"Totaal bedrijfsvoertuigen";"20 000 - 24 999 kg";"aantal";"1742"
"2006";"Totaal bedrijfsvoertuigen";"25 000 - 29 999 kg";"aantal";"430"
"2006";"Totaal bedrijfsvoertuigen";"30 000 kg en meer";"aantal";"2378"
"2006";"Totaal bedrijfsvoertuigen";"Leeggewicht onbekend";"aantal";"177"
"2006";"Bestelauto";"||Totaal";"aantal";"862974"
"2006";"Bestelauto";"Benzine";"aantal";"45197"
"2006";"Bestelauto";"Diesel";"aantal";"798560"
"2006";"Bestelauto";"LPG";"aantal";"18979"
"2006";"Bestelauto";"Elektriciteit";"aantal";"28"
"2006";"Bestelauto";"CNG";"aantal";"210"
"2006";"Bestelauto";"Geen/overige/onbekende brandstof";"aantal";"0"
"2006";"Bestelauto";"||Totaal";"aantal";"862974"
"2006";"Bestelauto";"< 500 kg";"aantal";"98"
"2006";"Bestelauto";"500 - 999 kg";"aantal";"39390"
"2006";"Bestelauto";"1000 - 1499 kg";"aantal";"321072"
"2006";"Bestelauto";"1500 - 1999 kg";"aantal";"416805"
"2006";"Bestelauto";"2000 - 2499 kg";"aantal";"59023"
"2006";"Bestelauto";"2500 - 2999 kg";"aantal";"21020"
"2006";"Bestelauto";"3000 - 3499 kg";"aantal";"5535"
"2006";"Bestelauto";"3500 - 3999 kg";"aantal";""
"2006";"Bestelauto";"4000 - 4499 kg";"aantal";""
"2006";"Bestelauto";"4500 - 4999 kg";"aantal";""
"2006";"Bestelauto";"5000 - 5499 kg";"aantal";""
"2006";"Bestelauto";"5500 - 5999 kg";"aantal";""
"2006";"Bestelauto";"6000 - 6499 kg";"aantal";""
"2006";"Bestelauto";"6500 - 6999 kg";"aantal";""
"2006";"Bestelauto";"7000 - 7499 kg";"aantal";""
"2006";"Bestelauto";"7500 - 7999 kg";"aantal";""
"2006";"Bestelauto";"8000 - 8499 kg";"aantal";""
"2006";"Bestelauto";"8500 - 8999 kg";"aantal";""
"2006";"Bestelauto";"9000 - 9499 kg";"aantal";""
"2006";"Bestelauto";"9500 - 9999 kg";"aantal";""
"2006";"Bestelauto";"10 000 - 10 499 kg";"aantal";""
"2006";"Bestelauto";"10 500 - 10 999 kg";"aantal";""
"2006";"Bestelauto";"11 000 - 11 499 kg";"aantal";""
"2006";"Bestelauto";"11 500 - 11 999 kg";"aantal";""
"2006";"Bestelauto";"12 000 - 12 499 kg";"aantal";""
"2006";"Bestelauto";"12 500 - 12 999 kg";"aantal";""
"2006";"Bestelauto";"13 000 - 13 499 kg";"aantal";""
"2006";"Bestelauto";"13 500 - 13 999 kg";"aantal";""
"2006";"Bestelauto";"14 000 - 14 499 kg";"aantal";""
"2006";"Bestelauto";"14 500 - 14 999 kg";"aantal";""
"2006";"Bestelauto";"15 000 - 15 499 kg";"aantal";""
"2006";"Bestelauto";"15 500 - 15 999 kg";"aantal";""
"2006";"Bestelauto";"16 000 - 19 999 kg";"aantal";""
"2006";"Bestelauto";"20 000 - 24 999 kg";"aantal";""
"2006";"Bestelauto";"25 000 - 29 999 kg";"aantal";""
"2006";"Bestelauto";"30 000 kg en meer";"aantal";""
"2006";"Bestelauto";"Leeggewicht onbekend";"aantal";"31"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"75924"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"Benzine";"aantal";"990"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"Diesel";"aantal";"74705"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"LPG";"aantal";"216"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"Elektriciteit";"aantal";"2"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"CNG";"aantal";"11"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"Geen/overige/onbekende brandstof";"aantal";"0"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"75924"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"< 500 kg";"aantal";"2"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"500 - 999 kg";"aantal";"3"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"1000 - 1499 kg";"aantal";"11"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"1500 - 1999 kg";"aantal";"106"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"2000 - 2499 kg";"aantal";"776"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"2500 - 2999 kg";"aantal";"1708"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"3000 - 3499 kg";"aantal";"2240"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"3500 - 3999 kg";"aantal";"1988"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"4000 - 4499 kg";"aantal";"2622"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"4500 - 4999 kg";"aantal";"3880"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"5000 - 5499 kg";"aantal";"4001"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"5500 - 5999 kg";"aantal";"3225"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"6000 - 6499 kg";"aantal";"3056"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"6500 - 6999 kg";"aantal";"2995"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"7000 - 7499 kg";"aantal";"2975"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"7500 - 7999 kg";"aantal";"2884"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"8000 - 8499 kg";"aantal";"3751"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"8500 - 8999 kg";"aantal";"4567"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"9000 - 9499 kg";"aantal";"4471"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"9500 - 9999 kg";"aantal";"3662"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"10 000 - 10 499 kg";"aantal";"3126"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"10 500 - 10 999 kg";"aantal";"3359"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"11 000 - 11 499 kg";"aantal";"3407"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"11 500 - 11 999 kg";"aantal";"2668"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"12 000 - 12 499 kg";"aantal";"2168"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"12 500 - 12 999 kg";"aantal";"2044"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"13 000 - 13 499 kg";"aantal";"1638"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"13 500 - 13 999 kg";"aantal";"1145"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"14 000 - 14 499 kg";"aantal";"1084"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"14 500 - 14 999 kg";"aantal";"930"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"15 000 - 15 499 kg";"aantal";"883"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"15 500 - 15 999 kg";"aantal";"814"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"16 000 - 19 999 kg";"aantal";"3146"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"20 000 - 24 999 kg";"aantal";"535"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"25 000 - 29 999 kg";"aantal";"33"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"30 000 kg en meer";"aantal";"19"
"2006";"Vrachtauto (excl. trekker voor oplegger)";"Leeggewicht onbekend";"aantal";"2"
"2006";"Trekker voor oplegger";"||Totaal";"aantal";"65608"
"2006";"Trekker voor oplegger";"Benzine";"aantal";"29"
"2006";"Trekker voor oplegger";"Diesel";"aantal";"65561"
"2006";"Trekker voor oplegger";"LPG";"aantal";"13"
"2006";"Trekker voor oplegger";"Elektriciteit";"aantal";"0"
"2006";"Trekker voor oplegger";"CNG";"aantal";"5"
"2006";"Trekker voor oplegger";"Geen/overige/onbekende brandstof";"aantal";"0"
"2006";"Trekker voor oplegger";"||Totaal";"aantal";"65608"
"2006";"Trekker voor oplegger";"< 500 kg";"aantal";"1"
"2006";"Trekker voor oplegger";"500 - 999 kg";"aantal";"12"
"2006";"Trekker voor oplegger";"1000 - 1499 kg";"aantal";"6"
"2006";"Trekker voor oplegger";"1500 - 1999 kg";"aantal";"448"
"2006";"Trekker voor oplegger";"2000 - 2499 kg";"aantal";"1818"
"2006";"Trekker voor oplegger";"2500 - 2999 kg";"aantal";"156"
"2006";"Trekker voor oplegger";"3000 - 3499 kg";"aantal";"74"
"2006";"Trekker voor oplegger";"3500 - 3999 kg";"aantal";"79"
"2006";"Trekker voor oplegger";"4000 - 4499 kg";"aantal";"48"
"2006";"Trekker voor oplegger";"4500 - 4999 kg";"aantal";"142"
"2006";"Trekker voor oplegger";"5000 - 5499 kg";"aantal";"141"
"2006";"Trekker voor oplegger";"5500 - 5999 kg";"aantal";"1061"
"2006";"Trekker voor oplegger";"6000 - 6499 kg";"aantal";"3550"
"2006";"Trekker voor oplegger";"6500 - 6999 kg";"aantal";"12802"
"2006";"Trekker voor oplegger";"7000 - 7499 kg";"aantal";"29017"
"2006";"Trekker voor oplegger";"7500 - 7999 kg";"aantal";"8954"
"2006";"Trekker voor oplegger";"8000 - 8499 kg";"aantal";"4062"
"2006";"Trekker voor oplegger";"8500 - 8999 kg";"aantal";"1348"
"2006";"Trekker voor oplegger";"9000 - 9499 kg";"aantal";"457"
"2006";"Trekker voor oplegger";"9500 - 9999 kg";"aantal";"313"
"2006";"Trekker voor oplegger";"10 000 - 10 499 kg";"aantal";"185"
"2006";"Trekker voor oplegger";"10 500 - 10 999 kg";"aantal";"136"
"2006";"Trekker voor oplegger";"11 000 - 11 499 kg";"aantal";"144"
"2006";"Trekker voor oplegger";"11 500 - 11 999 kg";"aantal";"101"
"2006";"Trekker voor oplegger";"12 000 - 12 499 kg";"aantal";"75"
"2006";"Trekker voor oplegger";"12 500 - 12 999 kg";"aantal";"65"
"2006";"Trekker voor oplegger";"13 000 - 13 499 kg";"aantal";"61"
"2006";"Trekker voor oplegger";"13 500 - 13 999 kg";"aantal";"42"
"2006";"Trekker voor oplegger";"14 000 - 14 499 kg";"aantal";"27"
"2006";"Trekker voor oplegger";"14 500 - 14 999 kg";"aantal";"29"
"2006";"Trekker voor oplegger";"15 000 - 15 499 kg";"aantal";"29"
"2006";"Trekker voor oplegger";"15 500 - 15 999 kg";"aantal";"21"
"2006";"Trekker voor oplegger";"16 000 - 19 999 kg";"aantal";"129"
"2006";"Trekker voor oplegger";"20 000 - 24 999 kg";"aantal";"59"
"2006";"Trekker voor oplegger";"25 000 - 29 999 kg";"aantal";"12"
"2006";"Trekker voor oplegger";"30 000 kg en meer";"aantal";"3"
"2006";"Trekker voor oplegger";"Leeggewicht onbekend";"aantal";"1"
"2006";"Speciaal voertuig";"||Totaal";"aantal";"55104"
"2006";"Speciaal voertuig";"Benzine";"aantal";"3484"
"2006";"Speciaal voertuig";"Diesel";"aantal";"50047"
"2006";"Speciaal voertuig";"LPG";"aantal";"1567"
"2006";"Speciaal voertuig";"Elektriciteit";"aantal";"0"
"2006";"Speciaal voertuig";"CNG";"aantal";"6"
"2006";"Speciaal voertuig";"Geen/overige/onbekende brandstof";"aantal";"0"
"2006";"Speciaal voertuig";"||Totaal";"aantal";"55104"
"2006";"Speciaal voertuig";"< 500 kg";"aantal";"0"
"2006";"Speciaal voertuig";"500 - 999 kg";"aantal";"226"
"2006";"Speciaal voertuig";"1000 - 1499 kg";"aantal";"593"
"2006";"Speciaal voertuig";"1500 - 1999 kg";"aantal";"5401"
"2006";"Speciaal voertuig";"2000 - 2499 kg";"aantal";"13780"
"2006";"Speciaal voertuig";"2500 - 2999 kg";"aantal";"12658"
"2006";"Speciaal voertuig";"3000 - 3499 kg";"aantal";"4674"
"2006";"Speciaal voertuig";"3500 - 3999 kg";"aantal";"1250"
"2006";"Speciaal voertuig";"4000 - 4499 kg";"aantal";"1134"
"2006";"Speciaal voertuig";"4500 - 4999 kg";"aantal";"897"
"2006";"Speciaal voertuig";"5000 - 5499 kg";"aantal";"698"
"2006";"Speciaal voertuig";"5500 - 5999 kg";"aantal";"695"
"2006";"Speciaal voertuig";"6000 - 6499 kg";"aantal";"669"
"2006";"Speciaal voertuig";"6500 - 6999 kg";"aantal";"619"
"2006";"Speciaal voertuig";"7000 - 7499 kg";"aantal";"577"
"2006";"Speciaal voertuig";"7500 - 7999 kg";"aantal";"514"
"2006";"Speciaal voertuig";"8000 - 8499 kg";"aantal";"557"
"2006";"Speciaal voertuig";"8500 - 8999 kg";"aantal";"543"
"2006";"Speciaal voertuig";"9000 - 9499 kg";"aantal";"451"
"2006";"Speciaal voertuig";"9500 - 9999 kg";"aantal";"461"
"2006";"Speciaal voertuig";"10 000 - 10 499 kg";"aantal";"454"
"2006";"Speciaal voertuig";"10 500 - 10 999 kg";"aantal";"468"
"2006";"Speciaal voertuig";"11 000 - 11 499 kg";"aantal";"503"
"2006";"Speciaal voertuig";"11 500 - 11 999 kg";"aantal";"450"
"2006";"Speciaal voertuig";"12 000 - 12 499 kg";"aantal";"532"
"2006";"Speciaal voertuig";"12 500 - 12 999 kg";"aantal";"528"
"2006";"Speciaal voertuig";"13 000 - 13 499 kg";"aantal";"587"
"2006";"Speciaal voertuig";"13 500 - 13 999 kg";"aantal";"597"
