"Perioden";"Voertuigtype";"Onderwerp";"";""
"2016";"Bestelauto";"3000 - 3499 kg";"aantal";"6992"
"2016";"Bestelauto";"3500 - 3999 kg";"aantal";""
"2016";"Bestelauto";"4000 - 4499 kg";"aantal";""
"2016";"Bestelauto";"4500 - 4999 kg";"aantal";""
"2016";"Bestelauto";"5000 - 5499 kg";"aantal";""
"2016";"Bestelauto";"5500 - 5999 kg";"aantal";""
"2016";"Bestelauto";"6000 - 6499 kg";"aantal";""
"2016";"Bestelauto";"6500 - 6999 kg";"aantal";""
"2016";"Bestelauto";"7000 - 7499 kg";"aantal";""
"2016";"Bestelauto";"7500 - 7999 kg";"aantal";""
"2016";"Bestelauto";"8000 - 8499 kg";"aantal";""
"2016";"Bestelauto";"8500 - 8999 kg";"aantal";""
"2016";"Bestelauto";"9000 - 9499 kg";"aantal";""
"2016";"Bestelauto";"9500 - 9999 kg";"aantal";""
"2016";"Bestelauto";"10 000 - 10 499 kg";"aantal";""
"2016";"Bestelauto";"10 500 - 10 999 kg";"aantal";""
"2016";"Bestelauto";"11 000 - 11 499 kg";"aantal";""
"2016";"Bestelauto";"11 500 - 11 999 kg";"aantal";""
"2016";"Bestelauto";"12 000 - 12 499 kg";"aantal";""
"2016";"Bestelauto";"12 500 - 12 999 kg";"aantal";""
"2016";"Bestelauto";"13 000 - 13 499 kg";"aantal";""
"2016";"Bestelauto";"13 500 - 13 999 kg";"aantal";""
"2016";"Bestelauto";"14 000 - 14 499 kg";"aantal";""
"2016";"Bestelauto";"14 500 - 14 999 kg";"aantal";""
"2016";"Bestelauto";"15 000 - 15 499 kg";"aantal";""
"2016";"Bestelauto";"15 500 - 15 999 kg";"aantal";""
"2016";"Bestelauto";"16 000 - 19 999 kg";"aantal";""
"2016";"Bestelauto";"20 000 - 24 999 kg";"aantal";""
"2016";"Bestelauto";"25 000 - 29 999 kg";"aantal";""
"2016";"Bestelauto";"30 000 kg en meer";"aantal";""
"2016";"Bestelauto";"Leeggewicht onbekend";"aantal";"43"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"62436"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"Benzine";"aantal";"889"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"Diesel";"aantal";"60920"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"LPG";"aantal";"293"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"Elektriciteit";"aantal";"96"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"CNG";"aantal";"221"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"Geen/overige/onbekende brandstof";"aantal";"17"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"||Totaal";"aantal";"62436"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"< 500 kg";"aantal";"2"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"500 - 999 kg";"aantal";"0"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"1000 - 1499 kg";"aantal";"7"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"1500 - 1999 kg";"aantal";"52"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"2000 - 2499 kg";"aantal";"523"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"2500 - 2999 kg";"aantal";"1148"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"3000 - 3499 kg";"aantal";"1811"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"3500 - 3999 kg";"aantal";"1272"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"4000 - 4499 kg";"aantal";"1610"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"4500 - 4999 kg";"aantal";"2363"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"5000 - 5499 kg";"aantal";"2746"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"5500 - 5999 kg";"aantal";"2631"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"6000 - 6499 kg";"aantal";"2743"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"6500 - 6999 kg";"aantal";"2700"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"7000 - 7499 kg";"aantal";"2343"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"7500 - 7999 kg";"aantal";"2190"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"8000 - 8499 kg";"aantal";"2399"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"8500 - 8999 kg";"aantal";"2706"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"9000 - 9499 kg";"aantal";"2951"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"9500 - 9999 kg";"aantal";"3019"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"10 000 - 10 499 kg";"aantal";"2688"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"10 500 - 10 999 kg";"aantal";"2563"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"11 000 - 11 499 kg";"aantal";"2724"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"11 500 - 11 999 kg";"aantal";"2650"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"12 000 - 12 499 kg";"aantal";"2237"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"12 500 - 12 999 kg";"aantal";"1915"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"13 000 - 13 499 kg";"aantal";"1754"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"13 500 - 13 999 kg";"aantal";"1462"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"14 000 - 14 499 kg";"aantal";"1104"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"14 500 - 14 999 kg";"aantal";"941"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"15 000 - 15 499 kg";"aantal";"825"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"15 500 - 15 999 kg";"aantal";"774"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"16 000 - 19 999 kg";"aantal";"4356"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"20 000 - 24 999 kg";"aantal";"999"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"25 000 - 29 999 kg";"aantal";"173"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"30 000 kg en meer";"aantal";"53"
"2016";"Vrachtauto (excl. trekker voor oplegger)";"Leeggewicht onbekend";"aantal";"2"
"2016";"Trekker voor oplegger";"||Totaal";"aantal";"72245"
"2016";"Trekker voor oplegger";"Benzine";"aantal";"27"
"2016";"Trekker voor oplegger";"Diesel";"aantal";"71902"
"2016";"Trekker voor oplegger";"LPG";"aantal";"17"
"2016";"Trekker voor oplegger";"Elektriciteit";"aantal";"6"
"2016";"Trekker voor oplegger";"CNG";"aantal";"113"
"2016";"Trekker voor oplegger";"Geen/overige/onbekende brandstof";"aantal";"180"
"2016";"Trekker voor oplegger";"||Totaal";"aantal";"72245"
"2016";"Trekker voor oplegger";"< 500 kg";"aantal";"0"
"2016";"Trekker voor oplegger";"500 - 999 kg";"aantal";"6"
"2016";"Trekker voor oplegger";"1000 - 1499 kg";"aantal";"10"
"2016";"Trekker voor oplegger";"1500 - 1999 kg";"aantal";"1581"
"2016";"Trekker voor oplegger";"2000 - 2499 kg";"aantal";"3844"
"2016";"Trekker voor oplegger";"2500 - 2999 kg";"aantal";"215"
"2016";"Trekker voor oplegger";"3000 - 3499 kg";"aantal";"86"
"2016";"Trekker voor oplegger";"3500 - 3999 kg";"aantal";"99"
"2016";"Trekker voor oplegger";"4000 - 4499 kg";"aantal";"67"
"2016";"Trekker voor oplegger";"4500 - 4999 kg";"aantal";"110"
"2016";"Trekker voor oplegger";"5000 - 5499 kg";"aantal";"123"
"2016";"Trekker voor oplegger";"5500 - 5999 kg";"aantal";"333"
"2016";"Trekker voor oplegger";"6000 - 6499 kg";"aantal";"1562"
"2016";"Trekker voor oplegger";"6500 - 6999 kg";"aantal";"6768"
"2016";"Trekker voor oplegger";"7000 - 7499 kg";"aantal";"18882"
"2016";"Trekker voor oplegger";"7500 - 7999 kg";"aantal";"15265"
"2016";"Trekker voor oplegger";"8000 - 8499 kg";"aantal";"14469"
"2016";"Trekker voor oplegger";"8500 - 8999 kg";"aantal";"5279"
"2016";"Trekker voor oplegger";"9000 - 9499 kg";"aantal";"1577"
"2016";"Trekker voor oplegger";"9500 - 9999 kg";"aantal";"469"
"2016";"Trekker voor oplegger";"10 000 - 10 499 kg";"aantal";"209"
"2016";"Trekker voor oplegger";"10 500 - 10 999 kg";"aantal";"107"
"2016";"Trekker voor oplegger";"11 000 - 11 499 kg";"aantal";"95"
"2016";"Trekker voor oplegger";"11 500 - 11 999 kg";"aantal";"139"
"2016";"Trekker voor oplegger";"12 000 - 12 499 kg";"aantal";"95"
"2016";"Trekker voor oplegger";"12 500 - 12 999 kg";"aantal";"94"
"2016";"Trekker voor oplegger";"13 000 - 13 499 kg";"aantal";"66"
"2016";"Trekker voor oplegger";"13 500 - 13 999 kg";"aantal";"67"
"2016";"Trekker voor oplegger";"14 000 - 14 499 kg";"aantal";"63"
"2016";"Trekker voor oplegger";"14 500 - 14 999 kg";"aantal";"55"
"2016";"Trekker voor oplegger";"15 000 - 15 499 kg";"aantal";"37"
"2016";"Trekker voor oplegger";"15 500 - 15 999 kg";"aantal";"37"
"2016";"Trekker voor oplegger";"16 000 - 19 999 kg";"aantal";"225"
"2016";"Trekker voor oplegger";"20 000 - 24 999 kg";"aantal";"118"
"2016";"Trekker voor oplegger";"25 000 - 29 999 kg";"aantal";"79"
"2016";"Trekker voor oplegger";"30 000 kg en meer";"aantal";"13"
"2016";"Trekker voor oplegger";"Leeggewicht onbekend";"aantal";"1"
"2016";"Speciaal voertuig";"||Totaal";"aantal";"60344"
"2016";"Speciaal voertuig";"Benzine";"aantal";"2707"
"2016";"Speciaal voertuig";"Diesel";"aantal";"55786"
"2016";"Speciaal voertuig";"LPG";"aantal";"1685"
"2016";"Speciaal voertuig";"Elektriciteit";"aantal";"11"
"2016";"Speciaal voertuig";"CNG";"aantal";"151"
"2016";"Speciaal voertuig";"Geen/overige/onbekende brandstof";"aantal";"4"
"2016";"Speciaal voertuig";"||Totaal";"aantal";"60344"
"2016";"Speciaal voertuig";"< 500 kg";"aantal";"0"
"2016";"Speciaal voertuig";"500 - 999 kg";"aantal";"14"
"2016";"Speciaal voertuig";"1000 - 1499 kg";"aantal";"438"
"2016";"Speciaal voertuig";"1500 - 1999 kg";"aantal";"5323"
"2016";"Speciaal voertuig";"2000 - 2499 kg";"aantal";"15203"
"2016";"Speciaal voertuig";"2500 - 2999 kg";"aantal";"15988"
"2016";"Speciaal voertuig";"3000 - 3499 kg";"aantal";"5924"
"2016";"Speciaal voertuig";"3500 - 3999 kg";"aantal";"912"
"2016";"Speciaal voertuig";"4000 - 4499 kg";"aantal";"830"
"2016";"Speciaal voertuig";"4500 - 4999 kg";"aantal";"772"
"2016";"Speciaal voertuig";"5000 - 5499 kg";"aantal";"595"
"2016";"Speciaal voertuig";"5500 - 5999 kg";"aantal";"742"
"2016";"Speciaal voertuig";"6000 - 6499 kg";"aantal";"520"
"2016";"Speciaal voertuig";"6500 - 6999 kg";"aantal";"500"
"2016";"Speciaal voertuig";"7000 - 7499 kg";"aantal";"509"
"2016";"Speciaal voertuig";"7500 - 7999 kg";"aantal";"515"
"2016";"Speciaal voertuig";"8000 - 8499 kg";"aantal";"600"
"2016";"Speciaal voertuig";"8500 - 8999 kg";"aantal";"494"
"2016";"Speciaal voertuig";"9000 - 9499 kg";"aantal";"510"
"2016";"Speciaal voertuig";"9500 - 9999 kg";"aantal";"422"
"2016";"Speciaal voertuig";"10 000 - 10 499 kg";"aantal";"431"
"2016";"Speciaal voertuig";"10 500 - 10 999 kg";"aantal";"455"
"2016";"Speciaal voertuig";"11 000 - 11 499 kg";"aantal";"432"
"2016";"Speciaal voertuig";"11 500 - 11 999 kg";"aantal";"496"
"2016";"Speciaal voertuig";"12 000 - 12 499 kg";"aantal";"453"
"2016";"Speciaal voertuig";"12 500 - 12 999 kg";"aantal";"408"
"2016";"Speciaal voertuig";"13 000 - 13 499 kg";"aantal";"405"
"2016";"Speciaal voertuig";"13 500 - 13 999 kg";"aantal";"470"
"2016";"Speciaal voertuig";"14 000 - 14 499 kg";"aantal";"574"
"2016";"Speciaal voertuig";"14 500 - 14 999 kg";"aantal";"683"
"2016";"Speciaal voertuig";"15 000 - 15 499 kg";"aantal";"492"
"2016";"Speciaal voertuig";"15 500 - 15 999 kg";"aantal";"362"
"2016";"Speciaal voertuig";"16 000 - 19 999 kg";"aantal";"1195"
"2016";"Speciaal voertuig";"20 000 - 24 999 kg";"aantal";"626"
"2016";"Speciaal voertuig";"25 000 - 29 999 kg";"aantal";"196"
"2016";"Speciaal voertuig";"30 000 kg en meer";"aantal";"1839"
"2016";"Speciaal voertuig";"Leeggewicht onbekend";"aantal";"16"
"2016";"Bus";"||Totaal";"aantal";"9411"
"2016";"Bus";"Benzine";"aantal";"21"
"2016";"Bus";"Diesel";"aantal";"8596"
"2016";"Bus";"LPG";"aantal";"7"
"2016";"Bus";"Elektriciteit";"aantal";"117"
"2016";"Bus";"CNG";"aantal";"668"
"2016";"Bus";"Geen/overige/onbekende brandstof";"aantal";"2"
"2016";"Bus";"||Totaal";"aantal";"9411"
"2016";"Bus";"< 500 kg";"aantal";"0"
"2016";"Bus";"500 - 999 kg";"aantal";"0"
"2016";"Bus";"1000 - 1499 kg";"aantal";"2"
"2016";"Bus";"1500 - 1999 kg";"aantal";"1"
"2016";"Bus";"2000 - 2499 kg";"aantal";"33"
"2016";"Bus";"2500 - 2999 kg";"aantal";"133"
"2016";"Bus";"3000 - 3499 kg";"aantal";"229"
"2016";"Bus";"3500 - 3999 kg";"aantal";"186"
"2016";"Bus";"4000 - 4499 kg";"aantal";"91"
"2016";"Bus";"4500 - 4999 kg";"aantal";"132"
"2016";"Bus";"5000 - 5499 kg";"aantal";"51"
"2016";"Bus";"5500 - 5999 kg";"aantal";"30"
"2016";"Bus";"6000 - 6499 kg";"aantal";"32"
"2016";"Bus";"6500 - 6999 kg";"aantal";"53"
"2016";"Bus";"7000 - 7499 kg";"aantal";"39"
"2016";"Bus";"7500 - 7999 kg";"aantal";"67"
"2016";"Bus";"8000 - 8499 kg";"aantal";"49"
"2016";"Bus";"8500 - 8999 kg";"aantal";"1596"
"2016";"Bus";"9000 - 9499 kg";"aantal";"372"
"2016";"Bus";"9500 - 9999 kg";"aantal";"81"
"2016";"Bus";"10 000 - 10 499 kg";"aantal";"86"
"2016";"Bus";"10 500 - 10 999 kg";"aantal";"281"
"2016";"Bus";"11 000 - 11 499 kg";"aantal";"848"
"2016";"Bus";"11 500 - 11 999 kg";"aantal";"645"
"2016";"Bus";"12 000 - 12 499 kg";"aantal";"785"
"2016";"Bus";"12 500 - 12 999 kg";"aantal";"728"
"2016";"Bus";"13 000 - 13 499 kg";"aantal";"612"
"2016";"Bus";"13 500 - 13 999 kg";"aantal";"430"
"2016";"Bus";"14 000 - 14 499 kg";"aantal";"141"
"2016";"Bus";"14 500 - 14 999 kg";"aantal";"86"
"2016";"Bus";"15 000 - 15 499 kg";"aantal";"193"
"2016";"Bus";"15 500 - 15 999 kg";"aantal";"295"
"2016";"Bus";"16 000 - 19 999 kg";"aantal";"1076"
"2016";"Bus";"20 000 - 24 999 kg";"aantal";"25"
"2016";"Bus";"25 000 - 29 999 kg";"aantal";"3"
"2016";"Bus";"30 000 kg en meer";"aantal";"0"
"2016";"Bus";"Leeggewicht onbekend";"aantal";"0"
"2016";"Aanhangwagen";"||Totaal";"aantal";"979377"
"2016";"Aanhangwagen";"Benzine";"aantal";""
"2016";"Aanhangwagen";"Diesel";"aantal";""
"2016";"Aanhangwagen";"LPG";"aantal";""
"2016";"Aanhangwagen";"Elektriciteit";"aantal";""
"2016";"Aanhangwagen";"CNG";"aantal";""
"2016";"Aanhangwagen";"Geen/overige/onbekende brandstof";"aantal";"979377"
"2016";"Aanhangwagen";"||Totaal";"aantal";"979377"
"2016";"Aanhangwagen";"< 500 kg";"aantal";"228604"
"2016";"Aanhangwagen";"500 - 999 kg";"aantal";"528957"
"2016";"Aanhangwagen";"1000 - 1499 kg";"aantal";"181246"
"2016";"Aanhangwagen";"1500 - 1999 kg";"aantal";"11712"
"2016";"Aanhangwagen";"2000 - 2499 kg";"aantal";"3470"
"2016";"Aanhangwagen";"2500 - 2999 kg";"aantal";"2253"
"2016";"Aanhangwagen";"3000 - 3499 kg";"aantal";"2438"
"2016";"Aanhangwagen";"3500 - 3999 kg";"aantal";"2492"
"2016";"Aanhangwagen";"4000 - 4499 kg";"aantal";"1975"
"2016";"Aanhangwagen";"4500 - 4999 kg";"aantal";"2717"
"2016";"Aanhangwagen";"5000 - 5499 kg";"aantal";"2818"
"2016";"Aanhangwagen";"5500 - 5999 kg";"aantal";"2360"
"2016";"Aanhangwagen";"6000 - 6499 kg";"aantal";"2119"
"2016";"Aanhangwagen";"6500 - 6999 kg";"aantal";"1885"
"2016";"Aanhangwagen";"7000 - 7499 kg";"aantal";"1139"
"2016";"Aanhangwagen";"7500 - 7999 kg";"aantal";"611"
"2016";"Aanhangwagen";"8000 - 8499 kg";"aantal";"422"
"2016";"Aanhangwagen";"8500 - 8999 kg";"aantal";"393"
"2016";"Aanhangwagen";"9000 - 9499 kg";"aantal";"308"
"2016";"Aanhangwagen";"9500 - 9999 kg";"aantal";"248"
"2016";"Aanhangwagen";"10 000 - 10 499 kg";"aantal";"169"
"2016";"Aanhangwagen";"10 500 - 10 999 kg";"aantal";"94"
"2016";"Aanhangwagen";"11 000 - 11 499 kg";"aantal";"69"
"2016";"Aanhangwagen";"11 500 - 11 999 kg";"aantal";"58"
"2016";"Aanhangwagen";"12 000 - 12 499 kg";"aantal";"33"
"2016";"Aanhangwagen";"12 500 - 12 999 kg";"aantal";"36"
"2016";"Aanhangwagen";"13 000 - 13 499 kg";"aantal";"40"
"2016";"Aanhangwagen";"13 500 - 13 999 kg";"aantal";"60"
"2016";"Aanhangwagen";"14 000 - 14 499 kg";"aantal";"45"
"2016";"Aanhangwagen";"14 500 - 14 999 kg";"aantal";"30"
"2016";"Aanhangwagen";"15 000 - 15 499 kg";"aantal";"46"
"2016";"Aanhangwagen";"15 500 - 15 999 kg";"aantal";"34"
"2016";"Aanhangwagen";"16 000 - 19 999 kg";"aantal";"234"
"2016";"Aanhangwagen";"20 000 - 24 999 kg";"aantal";"109"
"2016";"Aanhangwagen";"25 000 - 29 999 kg";"aantal";"28"
"2016";"Aanhangwagen";"30 000 kg en meer";"aantal";"33"
"2016";"Aanhangwagen";"Leeggewicht onbekend";"aantal";"92"
"2016";"Oplegger";"||Totaal";"aantal";"142977"
"2016";"Oplegger";"Benzine";"aantal";""
"2016";"Oplegger";"Diesel";"aantal";""
"2016";"Oplegger";"LPG";"aantal";""
"2016";"Oplegger";"Elektriciteit";"aantal";""
"2016";"Oplegger";"CNG";"aantal";""
"2016";"Oplegger";"Geen/overige/onbekende brandstof";"aantal";"142977"
"2016";"Oplegger";"||Totaal";"aantal";"142977"
"2016";"Oplegger";"< 500 kg";"aantal";"2"
"2016";"Oplegger";"500 - 999 kg";"aantal";"84"
"2016";"Oplegger";"1000 - 1499 kg";"aantal";"838"
"2016";"Oplegger";"1500 - 1999 kg";"aantal";"1442"
"2016";"Oplegger";"2000 - 2499 kg";"aantal";"1994"
"2016";"Oplegger";"2500 - 2999 kg";"aantal";"1493"
"2016";"Oplegger";"3000 - 3499 kg";"aantal";"1949"
"2016";"Oplegger";"3500 - 3999 kg";"aantal";"3179"
"2016";"Oplegger";"4000 - 4499 kg";"aantal";"2196"
"2016";"Oplegger";"4500 - 4999 kg";"aantal";"3299"
"2016";"Oplegger";"5000 - 5499 kg";"aantal";"6252"
"2016";"Oplegger";"5500 - 5999 kg";"aantal";"4897"
"2016";"Oplegger";"6000 - 6499 kg";"aantal";"8898"
"2016";"Oplegger";"6500 - 6999 kg";"aantal";"21754"
"2016";"Oplegger";"7000 - 7499 kg";"aantal";"20116"
"2016";"Oplegger";"7500 - 7999 kg";"aantal";"13828"
"2016";"Oplegger";"8000 - 8499 kg";"aantal";"9636"
"2016";"Oplegger";"8500 - 8999 kg";"aantal";"14086"
"2016";"Oplegger";"9000 - 9499 kg";"aantal";"8059"
"2016";"Oplegger";"9500 - 9999 kg";"aantal";"5552"
"2016";"Oplegger";"10 000 - 10 499 kg";"aantal";"3126"
"2016";"Oplegger";"10 500 - 10 999 kg";"aantal";"2969"
"2016";"Oplegger";"11 000 - 11 499 kg";"aantal";"1448"
"2016";"Oplegger";"11 500 - 11 999 kg";"aantal";"1082"
"2016";"Oplegger";"12 000 - 12 499 kg";"aantal";"703"
"2016";"Oplegger";"12 500 - 12 999 kg";"aantal";"649"
"2016";"Oplegger";"13 000 - 13 499 kg";"aantal";"553"
"2016";"Oplegger";"13 500 - 13 999 kg";"aantal";"351"
"2016";"Oplegger";"14 000 - 14 499 kg";"aantal";"288"
"2016";"Oplegger";"14 500 - 14 999 kg";"aantal";"253"
"2016";"Oplegger";"15 000 - 15 499 kg";"aantal";"191"
"2016";"Oplegger";"15 500 - 15 999 kg";"aantal";"193"
"2016";"Oplegger";"16 000 - 19 999 kg";"aantal";"712"
"2016";"Oplegger";"20 000 - 24 999 kg";"aantal";"369"
"2016";"Oplegger";"25 000 - 29 999 kg";"aantal";"239"
"2016";"Oplegger";"30 000 kg en meer";"aantal";"295"
"2016";"Oplegger";"Leeggewicht onbekend";"aantal";"2"
"2017";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"2197250"
"2017";"Totaal bedrijfsvoertuigen";"Benzine";"aantal";"29704"
"2017";"Totaal bedrijfsvoertuigen";"Diesel";"aantal";"1005102"
"2017";"Totaal bedrijfsvoertuigen";"LPG";"aantal";"17696"
"2017";"Totaal bedrijfsvoertuigen";"Elektriciteit";"aantal";"1832"
"2017";"Totaal bedrijfsvoertuigen";"CNG";"aantal";"4137"
"2017";"Totaal bedrijfsvoertuigen";"Geen/overige/onbekende brandstof";"aantal";"1138779"
"2017";"Totaal bedrijfsvoertuigen";"||Totaal";"aantal";"2197250"
"2017";"Totaal bedrijfsvoertuigen";"< 500 kg";"aantal";"233678"
"2017";"Totaal bedrijfsvoertuigen";"500 - 999 kg";"aantal";"536745"
"2017";"Totaal bedrijfsvoertuigen";"1000 - 1499 kg";"aantal";"482433"
"2017";"Totaal bedrijfsvoertuigen";"1500 - 1999 kg";"aantal";"403291"
"2017";"Totaal bedrijfsvoertuigen";"2000 - 2499 kg";"aantal";"149630"
"2017";"Totaal bedrijfsvoertuigen";"2500 - 2999 kg";"aantal";"56419"
"2017";"Totaal bedrijfsvoertuigen";"3000 - 3499 kg";"aantal";"19552"
"2017";"Totaal bedrijfsvoertuigen";"3500 - 3999 kg";"aantal";"8125"
"2017";"Totaal bedrijfsvoertuigen";"4000 - 4499 kg";"aantal";"6791"
"2017";"Totaal bedrijfsvoertuigen";"4500 - 4999 kg";"aantal";"9570"
"2017";"Totaal bedrijfsvoertuigen";"5000 - 5499 kg";"aantal";"12507"
"2017";"Totaal bedrijfsvoertuigen";"5500 - 5999 kg";"aantal";"10943"
"2017";"Totaal bedrijfsvoertuigen";"6000 - 6499 kg";"aantal";"16072"
"2017";"Totaal bedrijfsvoertuigen";"6500 - 6999 kg";"aantal";"33985"
"2017";"Totaal bedrijfsvoertuigen";"7000 - 7499 kg";"aantal";"42873"
"2017";"Totaal bedrijfsvoertuigen";"7500 - 7999 kg";"aantal";"33698"
"2017";"Totaal bedrijfsvoertuigen";"8000 - 8499 kg";"aantal";"29653"
"2017";"Totaal bedrijfsvoertuigen";"8500 - 8999 kg";"aantal";"26158"
"2017";"Totaal bedrijfsvoertuigen";"9000 - 9499 kg";"aantal";"14763"
"2017";"Totaal bedrijfsvoertuigen";"9500 - 9999 kg";"aantal";"9903"
"2017";"Totaal bedrijfsvoertuigen";"10 000 - 10 499 kg";"aantal";"6855"
"2017";"Totaal bedrijfsvoertuigen";"10 500 - 10 999 kg";"aantal";"6493"
"2017";"Totaal bedrijfsvoertuigen";"11 000 - 11 499 kg";"aantal";"5704"
"2017";"Totaal bedrijfsvoertuigen";"11 500 - 11 999 kg";"aantal";"5156"
"2017";"Totaal bedrijfsvoertuigen";"12 000 - 12 499 kg";"aantal";"4399"
"2017";"Totaal bedrijfsvoertuigen";"12 500 - 12 999 kg";"aantal";"3861"
"2017";"Totaal bedrijfsvoertuigen";"13 000 - 13 499 kg";"aantal";"3390"
"2017";"Totaal bedrijfsvoertuigen";"13 500 - 13 999 kg";"aantal";"2920"
"2017";"Totaal bedrijfsvoertuigen";"14 000 - 14 499 kg";"aantal";"2261"
"2017";"Totaal bedrijfsvoertuigen";"14 500 - 14 999 kg";"aantal";"2071"
"2017";"Totaal bedrijfsvoertuigen";"15 000 - 15 499 kg";"aantal";"1843"
"2017";"Totaal bedrijfsvoertuigen";"15 500 - 15 999 kg";"aantal";"1748"
"2017";"Totaal bedrijfsvoertuigen";"16 000 - 19 999 kg";"aantal";"8244"
"2017";"Totaal bedrijfsvoertuigen";"20 000 - 24 999 kg";"aantal";"2275"
"2017";"Totaal bedrijfsvoertuigen";"25 000 - 29 999 kg";"aantal";"747"
"2017";"Totaal bedrijfsvoertuigen";"30 000 kg en meer";"aantal";"2337"
"2017";"Totaal bedrijfsvoertuigen";"Leeggewicht onbekend";"aantal";"157"
"2017";"Bestelauto";"||Totaal";"aantal";"852632"
"2017";"Bestelauto";"Benzine";"aantal";"26134"
"2017";"Bestelauto";"Diesel";"aantal";"806254"
"2017";"Bestelauto";"LPG";"aantal";"15720"
"2017";"Bestelauto";"Elektriciteit";"aantal";"1519"
"2017";"Bestelauto";"CNG";"aantal";"2992"
"2017";"Bestelauto";"Geen/overige/onbekende brandstof";"aantal";"13"
"2017";"Bestelauto";"||Totaal";"aantal";"852632"
"2017";"Bestelauto";"< 500 kg";"aantal";"62"
"2017";"Bestelauto";"500 - 999 kg";"aantal";"6608"
"2017";"Bestelauto";"1000 - 1499 kg";"aantal";"296565"
"2017";"Bestelauto";"1500 - 1999 kg";"aantal";"382723"
"2017";"Bestelauto";"2000 - 2499 kg";"aantal";"124389"
"2017";"Bestelauto";"2500 - 2999 kg";"aantal";"35239"
"2017";"Bestelauto";"3000 - 3499 kg";"aantal";"7004"
"2017";"Bestelauto";"3500 - 3999 kg";"aantal";""
"2017";"Bestelauto";"4000 - 4499 kg";"aantal";""
"2017";"Bestelauto";"4500 - 4999 kg";"aantal";""
"2017";"Bestelauto";"5000 - 5499 kg";"aantal";""
"2017";"Bestelauto";"5500 - 5999 kg";"aantal";""
"2017";"Bestelauto";"6000 - 6499 kg";"aantal";""
"2017";"Bestelauto";"6500 - 6999 kg";"aantal";""
"2017";"Bestelauto";"7000 - 7499 kg";"aantal";""
"2017";"Bestelauto";"7500 - 7999 kg";"aantal";""
"2017";"Bestelauto";"8000 - 8499 kg";"aantal";""
"2017";"Bestelauto";"8500 - 8999 kg";"aantal";""
"2017";"Bestelauto";"9000 - 9499 kg";"aantal";""
"2017";"Bestelauto";"9500 - 9999 kg";"aantal";""
"2017";"Bestelauto";"10 000 - 10 499 kg";"aantal";""
"2017";"Bestelauto";"10 500 - 10 999 kg";"aantal";""
"2017";"Bestelauto";"11 000 - 11 499 kg";"aantal";""
"2017";"Bestelauto";"11 500 - 11 999 kg";"aantal";""
"2017";"Bestelauto";"12 000 - 12 499 kg";"aantal";""
"2017";"Bestelauto";"12 500 - 12 999 kg";"aantal";""
"2017";"Bestelauto";"13 000 - 13 499 kg";"aantal";""
"2017";"Bestelauto";"13 500 - 13 999 kg";"aantal";""
"2017";"Bestelauto";"14 000 - 14 499 kg";"aantal";""
