"Perioden";"Onderwerp";"Bouwjaren";"";""
"2002";"||Totaal";"Bouwjaren 1960 tot 1970";"aantal";"45557"
"2002";"||Totaal";"Bouwjaren 1970 tot 1980";"aantal";"116188"
"2002";"||Totaal";"Bouwjaren 1980 tot 1990";"aantal";"1111032"
"2002";"||Totaal";"Bouwjaren 1990 tot 2000";"aantal";"4327753"
"2002";"||Totaal";"Bouwjaren 2000 tot 2010";"aantal";"1092442"
"2002";"||Totaal";"Bouwjaren vanaf 2010";"aantal";""
"2002";"Benzine";"Totaal alle bouwjaren";"aantal";"5468017"
"2002";"Benzine";"Bouwjaren tot 1910";"aantal";"63"
"2002";"Benzine";"Bouwjaren 1910 tot 1920";"aantal";"93"
"2002";"Benzine";"Bouwjaren 1920 tot 1930";"aantal";"1023"
"2002";"Benzine";"Bouwjaren 1930 tot 1940";"aantal";"2256"
"2002";"Benzine";"Bouwjaren 1940 tot 1950";"aantal";"2020"
"2002";"Benzine";"Bouwjaren 1950 tot 1960";"aantal";"11330"
"2002";"Benzine";"Bouwjaren 1960 tot 1970";"aantal";"36226"
"2002";"Benzine";"Bouwjaren 1970 tot 1980";"aantal";"95000"
"2002";"Benzine";"Bouwjaren 1980 tot 1990";"aantal";"1002439"
"2002";"Benzine";"Bouwjaren 1990 tot 2000";"aantal";"3514067"
"2002";"Benzine";"Bouwjaren 2000 tot 2010";"aantal";"803500"
"2002";"Benzine";"Bouwjaren vanaf 2010";"aantal";""
"2002";"Diesel";"Totaal alle bouwjaren";"aantal";"929839"
"2002";"Diesel";"Bouwjaren tot 1910";"aantal";"0"
"2002";"Diesel";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"Diesel";"Bouwjaren 1920 tot 1930";"aantal";"1"
"2002";"Diesel";"Bouwjaren 1930 tot 1940";"aantal";"1"
"2002";"Diesel";"Bouwjaren 1940 tot 1950";"aantal";"8"
"2002";"Diesel";"Bouwjaren 1950 tot 1960";"aantal";"188"
"2002";"Diesel";"Bouwjaren 1960 tot 1970";"aantal";"798"
"2002";"Diesel";"Bouwjaren 1970 tot 1980";"aantal";"5519"
"2002";"Diesel";"Bouwjaren 1980 tot 1990";"aantal";"84089"
"2002";"Diesel";"Bouwjaren 1990 tot 2000";"aantal";"589974"
"2002";"Diesel";"Bouwjaren 2000 tot 2010";"aantal";"249261"
"2002";"Diesel";"Bouwjaren vanaf 2010";"aantal";""
"2002";"LPG";"Totaal alle bouwjaren";"aantal";"312252"
"2002";"LPG";"Bouwjaren tot 1910";"aantal";"2"
"2002";"LPG";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"LPG";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2002";"LPG";"Bouwjaren 1930 tot 1940";"aantal";"7"
"2002";"LPG";"Bouwjaren 1940 tot 1950";"aantal";"66"
"2002";"LPG";"Bouwjaren 1950 tot 1960";"aantal";"565"
"2002";"LPG";"Bouwjaren 1960 tot 1970";"aantal";"8533"
"2002";"LPG";"Bouwjaren 1970 tot 1980";"aantal";"15667"
"2002";"LPG";"Bouwjaren 1980 tot 1990";"aantal";"24501"
"2002";"LPG";"Bouwjaren 1990 tot 2000";"aantal";"223643"
"2002";"LPG";"Bouwjaren 2000 tot 2010";"aantal";"39268"
"2002";"LPG";"Bouwjaren vanaf 2010";"aantal";""
"2002";"Elektriciteit";"Totaal alle bouwjaren";"aantal";"436"
"2002";"Elektriciteit";"Bouwjaren tot 1910";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1930 tot 1940";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1940 tot 1950";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1950 tot 1960";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1960 tot 1970";"aantal";"0"
"2002";"Elektriciteit";"Bouwjaren 1970 tot 1980";"aantal";"2"
"2002";"Elektriciteit";"Bouwjaren 1980 tot 1990";"aantal";"2"
"2002";"Elektriciteit";"Bouwjaren 1990 tot 2000";"aantal";"30"
"2002";"Elektriciteit";"Bouwjaren 2000 tot 2010";"aantal";"402"
"2002";"Elektriciteit";"Bouwjaren vanaf 2010";"aantal";""
"2002";"CNG";"Totaal alle bouwjaren";"aantal";"51"
"2002";"CNG";"Bouwjaren tot 1910";"aantal";"0"
"2002";"CNG";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"CNG";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2002";"CNG";"Bouwjaren 1930 tot 1940";"aantal";"0"
"2002";"CNG";"Bouwjaren 1940 tot 1950";"aantal";"0"
"2002";"CNG";"Bouwjaren 1950 tot 1960";"aantal";"0"
"2002";"CNG";"Bouwjaren 1960 tot 1970";"aantal";"0"
"2002";"CNG";"Bouwjaren 1970 tot 1980";"aantal";"0"
"2002";"CNG";"Bouwjaren 1980 tot 1990";"aantal";"1"
"2002";"CNG";"Bouwjaren 1990 tot 2000";"aantal";"39"
"2002";"CNG";"Bouwjaren 2000 tot 2010";"aantal";"11"
"2002";"CNG";"Bouwjaren vanaf 2010";"aantal";""
"2002";"Overig/Onbekend";"Totaal alle bouwjaren";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren tot 1910";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1920 tot 1930";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1930 tot 1940";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1940 tot 1950";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1950 tot 1960";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1960 tot 1970";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1970 tot 1980";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1980 tot 1990";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 1990 tot 2000";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren 2000 tot 2010";"aantal";"0"
"2002";"Overig/Onbekend";"Bouwjaren vanaf 2010";"aantal";""
"2002";"||Totaal";"Totaal alle bouwjaren";"aantal";"6710595"
"2002";"||Totaal";"Bouwjaren tot 1910";"aantal";"65"
"2002";"||Totaal";"Bouwjaren 1910 tot 1920";"aantal";"93"
"2002";"||Totaal";"Bouwjaren 1920 tot 1930";"aantal";"1024"
"2002";"||Totaal";"Bouwjaren 1930 tot 1940";"aantal";"2264"
"2002";"||Totaal";"Bouwjaren 1940 tot 1950";"aantal";"2094"
"2002";"||Totaal";"Bouwjaren 1950 tot 1960";"aantal";"12083"
"2002";"||Totaal";"Bouwjaren 1960 tot 1970";"aantal";"45557"
"2002";"||Totaal";"Bouwjaren 1970 tot 1980";"aantal";"116188"
"2002";"||Totaal";"Bouwjaren 1980 tot 1990";"aantal";"1111032"
"2002";"||Totaal";"Bouwjaren 1990 tot 2000";"aantal";"4327753"
"2002";"||Totaal";"Bouwjaren 2000 tot 2010";"aantal";"1092442"
"2002";"||Totaal";"Bouwjaren vanaf 2010";"aantal";""
"2002";"0-450 kg";"Totaal alle bouwjaren";"aantal";"1367"
"2002";"0-450 kg";"Bouwjaren tot 1910";"aantal";"5"
"2002";"0-450 kg";"Bouwjaren 1910 tot 1920";"aantal";"2"
"2002";"0-450 kg";"Bouwjaren 1920 tot 1930";"aantal";"10"
"2002";"0-450 kg";"Bouwjaren 1930 tot 1940";"aantal";"18"
"2002";"0-450 kg";"Bouwjaren 1940 tot 1950";"aantal";"11"
"2002";"0-450 kg";"Bouwjaren 1950 tot 1960";"aantal";"103"
"2002";"0-450 kg";"Bouwjaren 1960 tot 1970";"aantal";"186"
"2002";"0-450 kg";"Bouwjaren 1970 tot 1980";"aantal";"310"
"2002";"0-450 kg";"Bouwjaren 1980 tot 1990";"aantal";"95"
"2002";"0-450 kg";"Bouwjaren 1990 tot 2000";"aantal";"424"
"2002";"0-450 kg";"Bouwjaren 2000 tot 2010";"aantal";"203"
"2002";"0-450 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"451-550 kg";"Totaal alle bouwjaren";"aantal";"8360"
"2002";"451-550 kg";"Bouwjaren tot 1910";"aantal";"7"
"2002";"451-550 kg";"Bouwjaren 1910 tot 1920";"aantal";"2"
"2002";"451-550 kg";"Bouwjaren 1920 tot 1930";"aantal";"17"
"2002";"451-550 kg";"Bouwjaren 1930 tot 1940";"aantal";"57"
"2002";"451-550 kg";"Bouwjaren 1940 tot 1950";"aantal";"8"
"2002";"451-550 kg";"Bouwjaren 1950 tot 1960";"aantal";"192"
"2002";"451-550 kg";"Bouwjaren 1960 tot 1970";"aantal";"2698"
"2002";"451-550 kg";"Bouwjaren 1970 tot 1980";"aantal";"4579"
"2002";"451-550 kg";"Bouwjaren 1980 tot 1990";"aantal";"324"
"2002";"451-550 kg";"Bouwjaren 1990 tot 2000";"aantal";"426"
"2002";"451-550 kg";"Bouwjaren 2000 tot 2010";"aantal";"50"
"2002";"451-550 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"551-650 kg";"Totaal alle bouwjaren";"aantal";"148251"
"2002";"551-650 kg";"Bouwjaren tot 1910";"aantal";"8"
"2002";"551-650 kg";"Bouwjaren 1910 tot 1920";"aantal";"10"
"2002";"551-650 kg";"Bouwjaren 1920 tot 1930";"aantal";"51"
"2002";"551-650 kg";"Bouwjaren 1930 tot 1940";"aantal";"78"
"2002";"551-650 kg";"Bouwjaren 1940 tot 1950";"aantal";"28"
"2002";"551-650 kg";"Bouwjaren 1950 tot 1960";"aantal";"446"
"2002";"551-650 kg";"Bouwjaren 1960 tot 1970";"aantal";"1478"
"2002";"551-650 kg";"Bouwjaren 1970 tot 1980";"aantal";"4198"
"2002";"551-650 kg";"Bouwjaren 1980 tot 1990";"aantal";"71979"
"2002";"551-650 kg";"Bouwjaren 1990 tot 2000";"aantal";"69581"
"2002";"551-650 kg";"Bouwjaren 2000 tot 2010";"aantal";"394"
"2002";"551-650 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"651-750 kg";"Totaal alle bouwjaren";"aantal";"517682"
"2002";"651-750 kg";"Bouwjaren tot 1910";"aantal";"2"
"2002";"651-750 kg";"Bouwjaren 1910 tot 1920";"aantal";"20"
"2002";"651-750 kg";"Bouwjaren 1920 tot 1930";"aantal";"34"
"2002";"651-750 kg";"Bouwjaren 1930 tot 1940";"aantal";"131"
"2002";"651-750 kg";"Bouwjaren 1940 tot 1950";"aantal";"40"
"2002";"651-750 kg";"Bouwjaren 1950 tot 1960";"aantal";"563"
"2002";"651-750 kg";"Bouwjaren 1960 tot 1970";"aantal";"3492"
"2002";"651-750 kg";"Bouwjaren 1970 tot 1980";"aantal";"7523"
"2002";"651-750 kg";"Bouwjaren 1980 tot 1990";"aantal";"236465"
"2002";"651-750 kg";"Bouwjaren 1990 tot 2000";"aantal";"236404"
"2002";"651-750 kg";"Bouwjaren 2000 tot 2010";"aantal";"33008"
"2002";"651-750 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"751-850 kg";"Totaal alle bouwjaren";"aantal";"961059"
"2002";"751-850 kg";"Bouwjaren tot 1910";"aantal";"11"
"2002";"751-850 kg";"Bouwjaren 1910 tot 1920";"aantal";"16"
"2002";"751-850 kg";"Bouwjaren 1920 tot 1930";"aantal";"76"
"2002";"751-850 kg";"Bouwjaren 1930 tot 1940";"aantal";"191"
"2002";"751-850 kg";"Bouwjaren 1940 tot 1950";"aantal";"175"
"2002";"751-850 kg";"Bouwjaren 1950 tot 1960";"aantal";"481"
"2002";"751-850 kg";"Bouwjaren 1960 tot 1970";"aantal";"4309"
"2002";"751-850 kg";"Bouwjaren 1970 tot 1980";"aantal";"20272"
"2002";"751-850 kg";"Bouwjaren 1980 tot 1990";"aantal";"205801"
"2002";"751-850 kg";"Bouwjaren 1990 tot 2000";"aantal";"637198"
"2002";"751-850 kg";"Bouwjaren 2000 tot 2010";"aantal";"92529"
"2002";"751-850 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"851-950 kg";"Totaal alle bouwjaren";"aantal";"1045700"
"2002";"851-950 kg";"Bouwjaren tot 1910";"aantal";"7"
"2002";"851-950 kg";"Bouwjaren 1910 tot 1920";"aantal";"6"
"2002";"851-950 kg";"Bouwjaren 1920 tot 1930";"aantal";"83"
"2002";"851-950 kg";"Bouwjaren 1930 tot 1940";"aantal";"111"
"2002";"851-950 kg";"Bouwjaren 1940 tot 1950";"aantal";"85"
"2002";"851-950 kg";"Bouwjaren 1950 tot 1960";"aantal";"1691"
"2002";"851-950 kg";"Bouwjaren 1960 tot 1970";"aantal";"3668"
"2002";"851-950 kg";"Bouwjaren 1970 tot 1980";"aantal";"12959"
"2002";"851-950 kg";"Bouwjaren 1980 tot 1990";"aantal";"265208"
"2002";"851-950 kg";"Bouwjaren 1990 tot 2000";"aantal";"604162"
"2002";"851-950 kg";"Bouwjaren 2000 tot 2010";"aantal";"157720"
"2002";"851-950 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"951-1050 kg";"Totaal alle bouwjaren";"aantal";"1112490"
"2002";"951-1050 kg";"Bouwjaren tot 1910";"aantal";"4"
"2002";"951-1050 kg";"Bouwjaren 1910 tot 1920";"aantal";"8"
"2002";"951-1050 kg";"Bouwjaren 1920 tot 1930";"aantal";"134"
"2002";"951-1050 kg";"Bouwjaren 1930 tot 1940";"aantal";"220"
"2002";"951-1050 kg";"Bouwjaren 1940 tot 1950";"aantal";"400"
"2002";"951-1050 kg";"Bouwjaren 1950 tot 1960";"aantal";"973"
"2002";"951-1050 kg";"Bouwjaren 1960 tot 1970";"aantal";"5316"
"2002";"951-1050 kg";"Bouwjaren 1970 tot 1980";"aantal";"15094"
"2002";"951-1050 kg";"Bouwjaren 1980 tot 1990";"aantal";"136727"
"2002";"951-1050 kg";"Bouwjaren 1990 tot 2000";"aantal";"848672"
"2002";"951-1050 kg";"Bouwjaren 2000 tot 2010";"aantal";"104942"
"2002";"951-1050 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1051-1150 kg";"Totaal alle bouwjaren";"aantal";"911546"
"2002";"1051-1150 kg";"Bouwjaren tot 1910";"aantal";"6"
"2002";"1051-1150 kg";"Bouwjaren 1910 tot 1920";"aantal";"4"
"2002";"1051-1150 kg";"Bouwjaren 1920 tot 1930";"aantal";"254"
"2002";"1051-1150 kg";"Bouwjaren 1930 tot 1940";"aantal";"443"
"2002";"1051-1150 kg";"Bouwjaren 1940 tot 1950";"aantal";"544"
"2002";"1051-1150 kg";"Bouwjaren 1950 tot 1960";"aantal";"1339"
"2002";"1051-1150 kg";"Bouwjaren 1960 tot 1970";"aantal";"6648"
"2002";"1051-1150 kg";"Bouwjaren 1970 tot 1980";"aantal";"7248"
"2002";"1051-1150 kg";"Bouwjaren 1980 tot 1990";"aantal";"70502"
"2002";"1051-1150 kg";"Bouwjaren 1990 tot 2000";"aantal";"661461"
"2002";"1051-1150 kg";"Bouwjaren 2000 tot 2010";"aantal";"163097"
"2002";"1051-1150 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1151-1250 kg";"Totaal alle bouwjaren";"aantal";"788871"
"2002";"1151-1250 kg";"Bouwjaren tot 1910";"aantal";"3"
"2002";"1151-1250 kg";"Bouwjaren 1910 tot 1920";"aantal";"6"
"2002";"1151-1250 kg";"Bouwjaren 1920 tot 1930";"aantal";"142"
"2002";"1151-1250 kg";"Bouwjaren 1930 tot 1940";"aantal";"324"
"2002";"1151-1250 kg";"Bouwjaren 1940 tot 1950";"aantal";"73"
"2002";"1151-1250 kg";"Bouwjaren 1950 tot 1960";"aantal";"1738"
"2002";"1151-1250 kg";"Bouwjaren 1960 tot 1970";"aantal";"3714"
"2002";"1151-1250 kg";"Bouwjaren 1970 tot 1980";"aantal";"4581"
"2002";"1151-1250 kg";"Bouwjaren 1980 tot 1990";"aantal";"45607"
"2002";"1151-1250 kg";"Bouwjaren 1990 tot 2000";"aantal";"543275"
"2002";"1151-1250 kg";"Bouwjaren 2000 tot 2010";"aantal";"189408"
"2002";"1151-1250 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1251-1350 kg";"Totaal alle bouwjaren";"aantal";"602372"
"2002";"1251-1350 kg";"Bouwjaren tot 1910";"aantal";"3"
"2002";"1251-1350 kg";"Bouwjaren 1910 tot 1920";"aantal";"3"
"2002";"1251-1350 kg";"Bouwjaren 1920 tot 1930";"aantal";"63"
"2002";"1251-1350 kg";"Bouwjaren 1930 tot 1940";"aantal";"185"
"2002";"1251-1350 kg";"Bouwjaren 1940 tot 1950";"aantal";"56"
"2002";"1251-1350 kg";"Bouwjaren 1950 tot 1960";"aantal";"1384"
"2002";"1251-1350 kg";"Bouwjaren 1960 tot 1970";"aantal";"3580"
"2002";"1251-1350 kg";"Bouwjaren 1970 tot 1980";"aantal";"9571"
"2002";"1251-1350 kg";"Bouwjaren 1980 tot 1990";"aantal";"31828"
"2002";"1251-1350 kg";"Bouwjaren 1990 tot 2000";"aantal";"382274"
"2002";"1251-1350 kg";"Bouwjaren 2000 tot 2010";"aantal";"173425"
"2002";"1251-1350 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1351-1450 kg";"Totaal alle bouwjaren";"aantal";"244950"
"2002";"1351-1450 kg";"Bouwjaren tot 1910";"aantal";"4"
"2002";"1351-1450 kg";"Bouwjaren 1910 tot 1920";"aantal";"7"
"2002";"1351-1450 kg";"Bouwjaren 1920 tot 1930";"aantal";"33"
"2002";"1351-1450 kg";"Bouwjaren 1930 tot 1940";"aantal";"125"
"2002";"1351-1450 kg";"Bouwjaren 1940 tot 1950";"aantal";"72"
"2002";"1351-1450 kg";"Bouwjaren 1950 tot 1960";"aantal";"572"
"2002";"1351-1450 kg";"Bouwjaren 1960 tot 1970";"aantal";"3088"
"2002";"1351-1450 kg";"Bouwjaren 1970 tot 1980";"aantal";"7445"
"2002";"1351-1450 kg";"Bouwjaren 1980 tot 1990";"aantal";"16850"
"2002";"1351-1450 kg";"Bouwjaren 1990 tot 2000";"aantal";"142333"
"2002";"1351-1450 kg";"Bouwjaren 2000 tot 2010";"aantal";"74421"
"2002";"1351-1450 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1451-1550 kg";"Totaal alle bouwjaren";"aantal";"150528"
"2002";"1451-1550 kg";"Bouwjaren tot 1910";"aantal";"0"
"2002";"1451-1550 kg";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"1451-1550 kg";"Bouwjaren 1920 tot 1930";"aantal";"24"
"2002";"1451-1550 kg";"Bouwjaren 1930 tot 1940";"aantal";"78"
"2002";"1451-1550 kg";"Bouwjaren 1940 tot 1950";"aantal";"105"
"2002";"1451-1550 kg";"Bouwjaren 1950 tot 1960";"aantal";"327"
"2002";"1451-1550 kg";"Bouwjaren 1960 tot 1970";"aantal";"2301"
"2002";"1451-1550 kg";"Bouwjaren 1970 tot 1980";"aantal";"4567"
"2002";"1451-1550 kg";"Bouwjaren 1980 tot 1990";"aantal";"9922"
"2002";"1451-1550 kg";"Bouwjaren 1990 tot 2000";"aantal";"88621"
"2002";"1451-1550 kg";"Bouwjaren 2000 tot 2010";"aantal";"44583"
"2002";"1451-1550 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1551-1650 kg";"Totaal alle bouwjaren";"aantal";"83664"
"2002";"1551-1650 kg";"Bouwjaren tot 1910";"aantal";"0"
"2002";"1551-1650 kg";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2002";"1551-1650 kg";"Bouwjaren 1920 tot 1930";"aantal";"25"
"2002";"1551-1650 kg";"Bouwjaren 1930 tot 1940";"aantal";"62"
"2002";"1551-1650 kg";"Bouwjaren 1940 tot 1950";"aantal";"64"
"2002";"1551-1650 kg";"Bouwjaren 1950 tot 1960";"aantal";"289"
"2002";"1551-1650 kg";"Bouwjaren 1960 tot 1970";"aantal";"1329"
"2002";"1551-1650 kg";"Bouwjaren 1970 tot 1980";"aantal";"4713"
"2002";"1551-1650 kg";"Bouwjaren 1980 tot 1990";"aantal";"5925"
"2002";"1551-1650 kg";"Bouwjaren 1990 tot 2000";"aantal";"43076"
"2002";"1551-1650 kg";"Bouwjaren 2000 tot 2010";"aantal";"28180"
"2002";"1551-1650 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1651-1750 kg";"Totaal alle bouwjaren";"aantal";"51853"
"2002";"1651-1750 kg";"Bouwjaren tot 1910";"aantal";"0"
"2002";"1651-1750 kg";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2002";"1651-1750 kg";"Bouwjaren 1920 tot 1930";"aantal";"16"
"2002";"1651-1750 kg";"Bouwjaren 1930 tot 1940";"aantal";"60"
"2002";"1651-1750 kg";"Bouwjaren 1940 tot 1950";"aantal";"37"
"2002";"1651-1750 kg";"Bouwjaren 1950 tot 1960";"aantal";"260"
"2002";"1651-1750 kg";"Bouwjaren 1960 tot 1970";"aantal";"675"
"2002";"1651-1750 kg";"Bouwjaren 1970 tot 1980";"aantal";"3888"
"2002";"1651-1750 kg";"Bouwjaren 1980 tot 1990";"aantal";"4454"
"2002";"1651-1750 kg";"Bouwjaren 1990 tot 2000";"aantal";"31879"
"2002";"1651-1750 kg";"Bouwjaren 2000 tot 2010";"aantal";"10583"
"2002";"1651-1750 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1751-1850 kg";"Totaal alle bouwjaren";"aantal";"28213"
"2002";"1751-1850 kg";"Bouwjaren tot 1910";"aantal";"1"
"2002";"1751-1850 kg";"Bouwjaren 1910 tot 1920";"aantal";"3"
"2002";"1751-1850 kg";"Bouwjaren 1920 tot 1930";"aantal";"11"
"2002";"1751-1850 kg";"Bouwjaren 1930 tot 1940";"aantal";"33"
"2002";"1751-1850 kg";"Bouwjaren 1940 tot 1950";"aantal";"48"
"2002";"1751-1850 kg";"Bouwjaren 1950 tot 1960";"aantal";"295"
"2002";"1751-1850 kg";"Bouwjaren 1960 tot 1970";"aantal";"464"
"2002";"1751-1850 kg";"Bouwjaren 1970 tot 1980";"aantal";"1901"
"2002";"1751-1850 kg";"Bouwjaren 1980 tot 1990";"aantal";"1754"
"2002";"1751-1850 kg";"Bouwjaren 1990 tot 2000";"aantal";"14788"
"2002";"1751-1850 kg";"Bouwjaren 2000 tot 2010";"aantal";"8915"
"2002";"1751-1850 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1851-1950 kg";"Totaal alle bouwjaren";"aantal";"15617"
"2002";"1851-1950 kg";"Bouwjaren tot 1910";"aantal";"0"
"2002";"1851-1950 kg";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2002";"1851-1950 kg";"Bouwjaren 1920 tot 1930";"aantal";"12"
"2002";"1851-1950 kg";"Bouwjaren 1930 tot 1940";"aantal";"30"
"2002";"1851-1950 kg";"Bouwjaren 1940 tot 1950";"aantal";"44"
"2002";"1851-1950 kg";"Bouwjaren 1950 tot 1960";"aantal";"283"
"2002";"1851-1950 kg";"Bouwjaren 1960 tot 1970";"aantal";"447"
"2002";"1851-1950 kg";"Bouwjaren 1970 tot 1980";"aantal";"1353"
"2002";"1851-1950 kg";"Bouwjaren 1980 tot 1990";"aantal";"1697"
"2002";"1851-1950 kg";"Bouwjaren 1990 tot 2000";"aantal";"8415"
"2002";"1851-1950 kg";"Bouwjaren 2000 tot 2010";"aantal";"3335"
"2002";"1851-1950 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"1951-2050 kg";"Totaal alle bouwjaren";"aantal";"12826"
"2002";"1951-2050 kg";"Bouwjaren tot 1910";"aantal";"0"
"2002";"1951-2050 kg";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"1951-2050 kg";"Bouwjaren 1920 tot 1930";"aantal";"8"
"2002";"1951-2050 kg";"Bouwjaren 1930 tot 1940";"aantal";"34"
"2002";"1951-2050 kg";"Bouwjaren 1940 tot 1950";"aantal";"35"
"2002";"1951-2050 kg";"Bouwjaren 1950 tot 1960";"aantal";"252"
"2002";"1951-2050 kg";"Bouwjaren 1960 tot 1970";"aantal";"444"
"2002";"1951-2050 kg";"Bouwjaren 1970 tot 1980";"aantal";"1117"
"2002";"1951-2050 kg";"Bouwjaren 1980 tot 1990";"aantal";"1115"
"2002";"1951-2050 kg";"Bouwjaren 1990 tot 2000";"aantal";"5793"
"2002";"1951-2050 kg";"Bouwjaren 2000 tot 2010";"aantal";"4028"
"2002";"1951-2050 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"2051-2150 kg";"Totaal alle bouwjaren";"aantal";"6646"
"2002";"2051-2150 kg";"Bouwjaren tot 1910";"aantal";"0"
"2002";"2051-2150 kg";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"2051-2150 kg";"Bouwjaren 1920 tot 1930";"aantal";"8"
"2002";"2051-2150 kg";"Bouwjaren 1930 tot 1940";"aantal";"16"
"2002";"2051-2150 kg";"Bouwjaren 1940 tot 1950";"aantal";"31"
"2002";"2051-2150 kg";"Bouwjaren 1950 tot 1960";"aantal";"157"
"2002";"2051-2150 kg";"Bouwjaren 1960 tot 1970";"aantal";"521"
"2002";"2051-2150 kg";"Bouwjaren 1970 tot 1980";"aantal";"1120"
"2002";"2051-2150 kg";"Bouwjaren 1980 tot 1990";"aantal";"1060"
"2002";"2051-2150 kg";"Bouwjaren 1990 tot 2000";"aantal";"2448"
"2002";"2051-2150 kg";"Bouwjaren 2000 tot 2010";"aantal";"1285"
"2002";"2051-2150 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"2151-2250 kg";"Totaal alle bouwjaren";"aantal";"5282"
"2002";"2151-2250 kg";"Bouwjaren tot 1910";"aantal";"1"
"2002";"2151-2250 kg";"Bouwjaren 1910 tot 1920";"aantal";"0"
"2002";"2151-2250 kg";"Bouwjaren 1920 tot 1930";"aantal";"9"
"2002";"2151-2250 kg";"Bouwjaren 1930 tot 1940";"aantal";"11"
"2002";"2151-2250 kg";"Bouwjaren 1940 tot 1950";"aantal";"45"
"2002";"2151-2250 kg";"Bouwjaren 1950 tot 1960";"aantal";"164"
"2002";"2151-2250 kg";"Bouwjaren 1960 tot 1970";"aantal";"470"
"2002";"2151-2250 kg";"Bouwjaren 1970 tot 1980";"aantal";"812"
"2002";"2151-2250 kg";"Bouwjaren 1980 tot 1990";"aantal";"1136"
"2002";"2151-2250 kg";"Bouwjaren 1990 tot 2000";"aantal";"2259"
"2002";"2151-2250 kg";"Bouwjaren 2000 tot 2010";"aantal";"375"
"2002";"2151-2250 kg";"Bouwjaren vanaf 2010";"aantal";""
"2002";"2251-2350 kg";"Totaal alle bouwjaren";"aantal";"3848"
"2002";"2251-2350 kg";"Bouwjaren tot 1910";"aantal";"2"
"2002";"2251-2350 kg";"Bouwjaren 1910 tot 1920";"aantal";"1"
"2002";"2251-2350 kg";"Bouwjaren 1920 tot 1930";"aantal";"4"
"2002";"2251-2350 kg";"Bouwjaren 1930 tot 1940";"aantal";"6"
"2002";"2251-2350 kg";"Bouwjaren 1940 tot 1950";"aantal";"60"
"2002";"2251-2350 kg";"Bouwjaren 1950 tot 1960";"aantal";"181"
"2002";"2251-2350 kg";"Bouwjaren 1960 tot 1970";"aantal";"309"
"2002";"2251-2350 kg";"Bouwjaren 1970 tot 1980";"aantal";"775"
"2002";"2251-2350 kg";"Bouwjaren 1980 tot 1990";"aantal";"856"
"2002";"2251-2350 kg";"Bouwjaren 1990 tot 2000";"aantal";"1415"
"2002";"2251-2350 kg";"Bouwjaren 2000 tot 2010";"aantal";"239"
